index,level_0,country,year,month,gwh,indicator
14500,8457,LVA,2018,8,591.0,Consumption
14501,8458,MNE,2018,8,541.0,Consumption
14502,8459,MKD,2018,8,414.673,Consumption
14503,8460,MLT,2018,8,264.155,Consumption
14504,8461,NLD,2018,8,8432.0,Consumption
14505,8462,NOR,2018,8,8298.578,Consumption
14506,8463,POL,2018,8,12336.515,Consumption
14507,8464,PRT,2018,8,3967.0,Consumption
14508,8465,ROU,2018,8,4540.0,Consumption
14509,8466,SRB,2018,8,2627.601,Consumption
14510,8467,SWE,2018,8,8873.33,Consumption
14511,8468,SVN,2018,8,1098.293,Consumption
14512,8469,SVK,2018,8,2197.0,Consumption
14513,8470,TUR,2018,8,26606.746,Consumption
14516,8471,ALB,2018,8,177.609,Imports
14517,8472,AUT,2018,8,2587.895,Imports
14519,8473,BEL,2018,8,1774.646,Imports
14520,8474,BGR,2018,8,138.989,Imports
14521,8475,CYP,2018,8,0.0,Imports
14522,8476,CZE,2018,8,965.264,Imports
14523,8477,DEU,2018,8,2464.686,Imports
14524,8478,DNK,2018,8,1557.838,Imports
14525,8479,EST,2018,8,174.0,Imports
14527,8480,ESP,2018,8,1963.316,Imports
14529,8481,FIN,2018,8,1990.0,Imports
14530,8482,FRA,2018,8,1174.543,Imports
14531,8483,HRV,2018,8,1118.219,Imports
14532,8484,HUN,2018,8,1567.045,Imports
14533,8485,IRL,2018,8,117.382,Imports
14534,8486,ISL,2018,8,0.0,Imports
14535,8487,ITA,2018,8,2992.0,Imports
14536,8488,LTU,2018,8,1011.838,Imports
14537,8489,LUX,2018,8,546.266,Imports
14538,8490,LVA,2018,8,499.0,Imports
14539,8491,MNE,2018,8,306.0,Imports
14540,8492,MKD,2018,8,490.947,Imports
14541,8493,MLT,2018,8,52.598,Imports
14542,8494,NLD,2018,8,2420.0,Imports
14543,8495,NOR,2018,8,345.527,Imports
14544,8496,POL,2018,8,1302.462,Imports
14545,8497,PRT,2018,8,334.0,Imports
14546,8498,ROU,2018,8,227.0,Imports
14547,8499,SRB,2018,8,677.92,Imports
14548,8500,SWE,2018,8,1151.627,Imports
14549,8501,SVN,2018,8,536.481,Imports
14550,8502,SVK,2018,8,1153.0,Imports
14551,8503,TUR,2018,8,229.858,Imports
14554,8504,ALB,2018,8,581.776,Production
14555,8505,AUT,2018,8,4264.524,Production
14557,8506,BEL,2018,8,5256.643,Production
14558,8507,BGR,2018,8,3608.193,Production
14559,8508,CYP,2018,8,519.667,Production
14560,8509,CZE,2018,8,6279.955,Production
14561,8510,DEU,2018,8,46887.276,Production
14562,8511,DNK,2018,8,1633.216,Production
14563,8512,EST,2018,8,1062.0,Production
14565,8513,ESP,2018,8,22321.128,Production
14567,8514,FIN,2018,8,4469.0,Production
14568,8515,FRA,2018,8,37330.563,Production
14569,8516,HRV,2018,8,1000.687,Production
14570,8517,HUN,2018,8,2434.163,Production
14571,8518,IRL,2018,8,2329.176,Production
14572,8519,ISL,2018,8,1641.472,Production
14573,8520,ITA,2018,8,23975.0,Production
14574,8521,LTU,2018,8,237.266,Production
14575,8522,LUX,2018,8,138.448,Production
14576,8523,LVA,2018,8,450.0,Production
14577,8524,MNE,2018,8,259.0,Production
14578,8525,MKD,2018,8,371.625,Production
14579,8526,MLT,2018,8,213.067,Production
14580,8527,NLD,2018,8,8415.0,Production
14581,8528,NOR,2018,8,10544.296,Production
14582,8529,POL,2018,8,12791.11,Production
14583,8530,PRT,2018,8,4770.0,Production
14584,8531,ROU,2018,8,4902.0,Production
14585,8532,SRB,2018,8,2530.769,Production
14586,8533,SWE,2018,8,10335.544,Production
14587,8534,SVN,2018,8,1251.928,Production
15099,8535,FIN,2019,1,2408.0,Imports
14588,8536,SVK,2018,8,1996.0,Production
14589,8537,TUR,2018,8,26655.32,Production
14592,8538,ALB,2018,9,475.65,Consumption
14593,8539,AUT,2018,9,5080.326,Consumption
14595,8540,BEL,2018,9,6254.323,Consumption
14596,8541,BGR,2018,9,2235.787,Consumption
14597,8542,CYP,2018,9,454.43,Consumption
14598,8543,CZE,2018,9,4643.543,Consumption
14599,8544,DEU,2018,9,38380.764,Consumption
14600,8545,DNK,2018,9,2536.563,Consumption
14601,8546,EST,2018,9,648.0,Consumption
14603,8547,ESP,2018,9,20019.447,Consumption
14605,8548,FIN,2018,9,6134.0,Consumption
14606,8549,FRA,2018,9,30371.779,Consumption
14607,8550,HRV,2018,9,1305.4,Consumption
14608,8551,HUN,2018,9,3254.007,Consumption
14609,8552,IRL,2018,9,2237.664,Consumption
14610,8553,ISL,2018,9,1563.454,Consumption
14611,8554,ITA,2018,9,26994.0,Consumption
14612,8555,LTU,2018,9,859.491,Consumption
14613,8556,LUX,2018,9,514.711,Consumption
14614,8557,LVA,2018,9,561.0,Consumption
14615,8558,MNE,2018,9,865.0,Consumption
14616,8559,MKD,2018,9,464.553,Consumption
14617,8560,MLT,2018,9,238.138,Consumption
14618,8561,NLD,2018,9,8088.371,Consumption
14619,8562,NOR,2018,9,8808.029,Consumption
14620,8563,POL,2018,9,11890.382,Consumption
14621,8564,PRT,2018,9,3992.0,Consumption
14622,8565,ROU,2018,9,4269.0,Consumption
14623,8566,SRB,2018,9,2447.829,Consumption
14624,8567,SWE,2018,9,9182.368,Consumption
14625,8568,SVN,2018,9,1104.241,Consumption
14626,8569,SVK,2018,9,2112.0,Consumption
14627,8570,TUR,2018,9,24163.898,Consumption
14630,8571,ALB,2018,9,151.13,Imports
14631,8572,AUT,2018,9,2498.914,Imports
14633,8573,BEL,2018,9,2203.407,Imports
14634,8574,BGR,2018,9,119.036,Imports
14635,8575,CYP,2018,9,0.0,Imports
14636,8576,CZE,2018,9,749.163,Imports
14637,8577,DEU,2018,9,2616.889,Imports
14638,8578,DNK,2018,9,1043.255,Imports
14639,8579,EST,2018,9,292.0,Imports
14641,8580,ESP,2018,9,1991.738,Imports
14643,8581,FIN,2018,9,1879.0,Imports
14644,8582,FRA,2018,9,703.928,Imports
14645,8583,HRV,2018,9,1031.685,Imports
14646,8584,HUN,2018,9,1328.023,Imports
14647,8585,IRL,2018,9,174.238,Imports
14648,8586,ISL,2018,9,0.0,Imports
14649,8587,ITA,2018,9,3168.0,Imports
14650,8588,LTU,2018,9,902.637,Imports
14651,8589,LUX,2018,9,597.692,Imports
14652,8590,LVA,2018,9,439.0,Imports
14653,8591,MNE,2018,9,671.0,Imports
14654,8592,MKD,2018,9,589.633,Imports
14655,8593,MLT,2018,9,53.889,Imports
14656,8594,NLD,2018,9,2420.0,Imports
14657,8595,NOR,2018,9,447.228,Imports
14658,8596,POL,2018,9,1081.084,Imports
14659,8597,PRT,2018,9,484.0,Imports
14660,8598,ROU,2018,9,289.0,Imports
14661,8599,SRB,2018,9,535.075,Imports
14662,8600,SWE,2018,9,969.316,Imports
14663,8601,SVN,2018,9,582.123,Imports
14664,8602,SVK,2018,9,1083.0,Imports
14665,8603,TUR,2018,9,204.569,Imports
14668,8604,ALB,2018,9,489.469,Production
14669,8605,AUT,2018,9,4583.06,Production
14671,8606,BEL,2018,9,4536.412,Production
14672,8607,BGR,2018,9,3252.849,Production
14673,8608,CYP,2018,9,454.43,Production
14674,8609,CZE,2018,9,6617.478,Production
14675,8610,DEU,2018,9,44799.287,Production
14676,8611,DNK,2018,9,2161.118,Production
14677,8612,EST,2018,9,846.0,Production
14679,8613,ESP,2018,9,21045.757,Production
14681,8614,FIN,2018,9,4737.0,Production
14682,8615,FRA,2018,9,38929.71,Production
14683,8616,HRV,2018,9,782.679,Production
14684,8617,HUN,2018,9,2571.073,Production
14685,8618,IRL,2018,9,2221.972,Production
14686,8619,ISL,2018,9,1611.454,Production
14687,8620,ITA,2018,9,24076.0,Production
14688,8621,LTU,2018,9,287.356,Production
14689,8622,LUX,2018,9,152.895,Production
14690,8623,LVA,2018,9,381.0,Production
14691,8624,MNE,2018,9,218.0,Production
14692,8625,MKD,2018,9,416.941,Production
14693,8626,MLT,2018,9,184.882,Production
14694,8627,NLD,2018,9,8050.371,Production
14695,8628,NOR,2018,9,11197.753,Production
14696,8629,POL,2018,9,12254.572,Production
14697,8630,PRT,2018,9,4564.0,Production
14698,8631,ROU,2018,9,4407.0,Production
14699,8632,SRB,2018,9,2420.649,Production
14700,8633,SWE,2018,9,10781.0,Production
14701,8634,SVN,2018,9,1263.067,Production
14702,8635,SVK,2018,9,1735.0,Production
14703,8636,TUR,2018,9,24187.139,Production
14706,8637,ALB,2018,10,497.155,Consumption
14707,8638,AUT,2018,10,5500.696,Consumption
14709,8639,BEL,2018,10,6773.29,Consumption
14710,8640,BGR,2018,10,2414.576,Consumption
14711,8641,CYP,2018,10,382.412,Consumption
14712,8642,CZE,2018,10,5248.375,Consumption
14713,8643,DEU,2018,10,40811.183,Consumption
14714,8644,DNK,2018,10,2816.629,Consumption
14715,8645,EST,2018,10,718.0,Consumption
15100,8646,FRA,2019,1,2744.05,Imports
14717,8647,ESP,2018,10,19525.267,Consumption
14719,8648,FIN,2018,10,7091.0,Consumption
14720,8649,FRA,2018,10,34374.664,Consumption
14721,8650,HRV,2018,10,1312.394,Consumption
14722,8651,HUN,2018,10,3381.048,Consumption
14723,8652,IRL,2018,10,2435.198,Consumption
14724,8653,ISL,2018,10,1653.306,Consumption
14725,8654,ITA,2018,10,26855.0,Consumption
14726,8655,LTU,2018,10,946.896,Consumption
14727,8656,LUX,2018,10,554.709,Consumption
14728,8657,LVA,2018,10,629.0,Consumption
14729,8658,MNE,2018,10,858.0,Consumption
14730,8659,MKD,2018,10,478.564,Consumption
14731,8660,MLT,2018,10,205.417,Consumption
14732,8661,NLD,2018,10,9086.0,Consumption
14733,8662,NOR,2018,10,10595.5,Consumption
14734,8663,POL,2018,10,12677.432,Consumption
14735,8664,PRT,2018,10,3925.0,Consumption
14736,8665,ROU,2018,10,4614.0,Consumption
14737,8666,SRB,2018,10,2762.008,Consumption
14738,8667,SWE,2018,10,10642.649,Consumption
14739,8668,SVN,2018,10,1131.264,Consumption
14740,8669,SVK,2018,10,2216.0,Consumption
14741,8670,TUR,2018,10,22469.391,Consumption
14744,8671,ALB,2018,10,316.999,Imports
14745,8672,AUT,2018,10,2971.333,Imports
14747,8673,BEL,2018,10,2003.708,Imports
14748,8674,BGR,2018,10,145.644,Imports
14749,8675,CYP,2018,10,0.0,Imports
14750,8676,CZE,2018,10,1218.448,Imports
14751,8677,DEU,2018,10,2843.781,Imports
14752,8678,DNK,2018,10,1224.9,Imports
14753,8679,EST,2018,10,377.0,Imports
14755,8680,ESP,2018,10,1147.606,Imports
14757,8681,FIN,2018,10,2044.0,Imports
14758,8682,FRA,2018,10,1049.634,Imports
14759,8683,HRV,2018,10,1064.83,Imports
14760,8684,HUN,2018,10,1507.078,Imports
14761,8685,IRL,2018,10,191.323,Imports
14762,8686,ISL,2018,10,0.0,Imports
14763,8687,ITA,2018,10,4065.0,Imports
14764,8688,LTU,2018,10,1063.964,Imports
14765,8689,LUX,2018,10,656.871,Imports
14766,8690,LVA,2018,10,511.0,Imports
14767,8691,MNE,2018,10,682.0,Imports
14768,8692,MKD,2018,10,620.215,Imports
14769,8693,MLT,2018,10,38.518,Imports
14770,8694,NLD,2018,10,1843.0,Imports
14771,8695,NOR,2018,10,330.37,Imports
14772,8696,POL,2018,10,1241.943,Imports
14773,8697,PRT,2018,10,615.0,Imports
14774,8698,ROU,2018,10,372.0,Imports
14775,8699,SRB,2018,10,642.66,Imports
14776,8700,SWE,2018,10,1133.135,Imports
14777,8701,SVN,2018,10,731.636,Imports
14778,8702,SVK,2018,10,1394.0,Imports
14779,8703,TUR,2018,10,147.361,Imports
14782,8704,ALB,2018,10,271.923,Production
14783,8705,AUT,2018,10,4997.904,Production
14785,8706,BEL,2018,10,5333.183,Production
14786,8707,BGR,2018,10,3401.962,Production
14787,8708,CYP,2018,10,382.412,Production
14788,8709,CZE,2018,10,7258.882,Production
14789,8710,DEU,2018,10,48722.701,Production
14790,8711,DNK,2018,10,2627.123,Production
14791,8712,EST,2018,10,815.0,Production
14793,8713,ESP,2018,10,22103.062,Production
14795,8714,FIN,2018,10,5638.0,Production
14796,8715,FRA,2018,10,42384.719,Production
14797,8716,HRV,2018,10,875.847,Production
14798,8717,HUN,2018,10,2646.017,Production
14799,8718,IRL,2018,10,2387.728,Production
14800,8719,ISL,2018,10,1702.306,Production
14801,8720,ITA,2018,10,23057.0,Production
14802,8721,LTU,2018,10,334.989,Production
14803,8722,LUX,2018,10,187.265,Production
14804,8723,LVA,2018,10,390.0,Production
14805,8724,MNE,2018,10,227.0,Production
14806,8725,MKD,2018,10,431.464,Production
14807,8726,MLT,2018,10,167.201,Production
14808,8727,NLD,2018,10,9720.0,Production
14809,8728,NOR,2018,10,13281.22,Production
14810,8729,POL,2018,10,13159.518,Production
14811,8730,PRT,2018,10,4349.0,Production
14812,8731,ROU,2018,10,4759.0,Production
14813,8732,SRB,2018,10,2752.194,Production
14814,8733,SWE,2018,10,12941.105,Production
14815,8734,SVN,2018,10,1316.106,Production
14816,8735,SVK,2018,10,1651.0,Production
14817,8736,TUR,2018,10,22684.082,Production
14820,8737,ALB,2018,11,528.975,Consumption
14821,8738,AUT,2018,11,5747.568,Consumption
14823,8739,BEL,2018,11,6949.913,Consumption
14824,8740,BGR,2018,11,2738.452,Consumption
14825,8741,CYP,2018,11,334.243,Consumption
14826,8742,CZE,2018,11,5587.603,Consumption
14827,8743,DEU,2018,11,41295.425,Consumption
14828,8744,DNK,2018,11,2954.005,Consumption
14829,8745,EST,2018,11,766.3,Consumption
14831,8746,ESP,2018,11,19960.208,Consumption
14833,8747,FIN,2018,11,7394.0,Consumption
14834,8748,FRA,2018,11,40617.342,Consumption
14835,8749,HRV,2018,11,1326.109,Consumption
14836,8750,HUN,2018,11,3436.313,Consumption
14837,8751,IRL,2018,11,2516.455,Consumption
14838,8752,ISL,2018,11,1638.149,Consumption
14839,8753,ITA,2018,11,26277.0,Consumption
14840,8754,LTU,2018,11,968.476,Consumption
14841,8755,LUX,2018,11,554.497,Consumption
14842,8756,LVA,2018,11,645.0,Consumption
15101,8757,HRV,2019,1,1082.471,Imports
14843,8758,MNE,2018,11,207.0,Consumption
14844,8759,MKD,2018,11,514.753,Consumption
14845,8760,MLT,2018,11,187.38,Consumption
14846,8761,NLD,2018,11,9982.0,Consumption
14847,8762,NOR,2018,11,11316.174,Consumption
14848,8763,POL,2018,11,12685.124,Consumption
14849,8764,PRT,2018,11,4082.0,Consumption
14850,8765,ROU,2018,11,4919.0,Consumption
14851,8766,SRB,2018,11,3024.479,Consumption
14852,8767,SWE,2018,11,11706.779,Consumption
14853,8768,SVN,2018,11,1128.828,Consumption
14854,8769,SVK,2018,11,2300.0,Consumption
14855,8770,TUR,2018,11,22863.239,Consumption
14858,8771,ALB,2018,11,379.644,Imports
14859,8772,AUT,2018,11,2678.871,Imports
14861,8773,BEL,2018,11,1833.208,Imports
14862,8774,BGR,2018,11,154.158,Imports
14863,8775,CYP,2018,11,0.0,Imports
14864,8776,CZE,2018,11,1147.279,Imports
14865,8777,DEU,2018,11,2474.198,Imports
14866,8778,DNK,2018,11,1422.386,Imports
14867,8779,EST,2018,11,300.0,Imports
14869,8780,ESP,2018,11,1385.727,Imports
14871,8781,FIN,2018,11,1720.0,Imports
14872,8782,FRA,2018,11,2068.257,Imports
14873,8783,HRV,2018,11,881.3,Imports
14874,8784,HUN,2018,11,1501.502,Imports
14875,8785,IRL,2018,11,126.467,Imports
14876,8786,ISL,2018,11,0.0,Imports
14877,8787,ITA,2018,11,2771.0,Imports
14878,8788,LTU,2018,11,1159.418,Imports
14879,8789,LUX,2018,11,634.875,Imports
14880,8790,LVA,2018,11,518.0,Imports
14881,8791,MNE,2018,11,24.0,Imports
14882,8792,MKD,2018,11,722.95,Imports
14883,8793,MLT,2018,11,25.078,Imports
14884,8794,NLD,2018,11,2132.0,Imports
14885,8795,NOR,2018,11,444.289,Imports
14886,8796,POL,2018,11,1056.772,Imports
14887,8797,PRT,2018,11,513.0,Imports
14888,8798,ROU,2018,11,412.0,Imports
14889,8799,SRB,2018,11,680.153,Imports
14890,8800,SWE,2018,11,1124.313,Imports
14891,8801,SVN,2018,11,560.385,Imports
14892,8802,SVK,2018,11,1126.0,Imports
14893,8803,TUR,2018,11,245.836,Imports
14896,8804,ALB,2018,11,263.479,Production
14897,8805,AUT,2018,11,5389.783,Production
14899,8806,BEL,2018,11,5839.314,Production
14900,8807,BGR,2018,11,4006.963,Production
14901,8808,CYP,2018,11,334.243,Production
14902,8809,CZE,2018,11,7520.023,Production
14903,8810,DEU,2018,11,49104.689,Production
14904,8811,DNK,2018,11,2523.126,Production
14905,8812,EST,2018,11,937.0,Production
14907,8813,ESP,2018,11,22231.346,Production
14909,8814,FIN,2018,11,6225.0,Production
14910,8815,FRA,2018,11,46665.629,Production
14911,8816,HRV,2018,11,1087.123,Production
14912,8817,HUN,2018,11,2584.966,Production
14913,8818,IRL,2018,11,2579.041,Production
14914,8819,ISL,2018,11,1686.649,Production
14915,8820,ITA,2018,11,23967.0,Production
14916,8821,LTU,2018,11,208.535,Production
14917,8822,LUX,2018,11,182.564,Production
14918,8823,LVA,2018,11,494.0,Production
14919,8824,MNE,2018,11,273.0,Production
14920,8825,MKD,2018,11,463.287,Production
14921,8826,MLT,2018,11,163.407,Production
14922,8827,NLD,2018,11,10045.0,Production
14923,8828,NOR,2018,11,13665.802,Production
14924,8829,POL,2018,11,13217.455,Production
14925,8830,PRT,2018,11,4889.0,Production
14926,8831,ROU,2018,11,4950.0,Production
14927,8832,SRB,2018,11,2907.507,Production
14928,8833,SWE,2018,11,14156.024,Production
14929,8834,SVN,2018,11,1480.504,Production
14930,8835,SVK,2018,11,1981.0,Production
14931,8836,TUR,2018,11,22946.118,Production
14934,8837,ALB,2018,12,653.736,Consumption
14935,8838,AUT,2018,12,6077.264,Consumption
14937,8839,BEL,2018,12,7194.757,Consumption
14938,8840,BGR,2018,12,3215.684,Consumption
14939,8841,CYP,2018,12,378.553,Consumption
14940,8842,CZE,2018,12,5666.716,Consumption
14941,8843,DEU,2018,12,40976.238,Consumption
14942,8844,DNK,2018,12,2992.108,Consumption
14943,8845,EST,2018,12,851.9,Consumption
14945,8846,ESP,2018,12,20238.816,Consumption
14947,8847,FIN,2018,12,8084.674,Consumption
14948,8848,FRA,2018,12,44008.619,Consumption
14949,8849,HRV,2018,12,1489.245,Consumption
14950,8850,HUN,2018,12,3540.843,Consumption
14951,8851,IRL,2018,12,2572.019,Consumption
14952,8852,ISL,2018,12,1691.787,Consumption
14953,8853,ITA,2018,12,26531.0,Consumption
14954,8854,LTU,2018,12,1053.387,Consumption
14955,8855,LUX,2018,12,530.739,Consumption
14956,8856,LVA,2018,12,685.0,Consumption
14957,8857,MNE,2018,12,826.0,Consumption
14958,8858,MKD,2018,12,646.249,Consumption
14959,8859,MLT,2018,12,192.273,Consumption
14960,8860,NLD,2018,12,10510.0,Consumption
14961,8861,NOR,2018,12,13006.736,Consumption
14962,8862,POL,2018,12,12768.694,Consumption
14963,8863,PRT,2018,12,4239.0,Consumption
14964,8864,ROU,2018,12,5192.0,Consumption
14965,8865,SRB,2018,12,3538.897,Consumption
14966,8866,SWE,2018,12,12868.009,Consumption
14967,8867,SVN,2018,12,1148.812,Consumption
15102,8868,HUN,2019,1,1969.152,Imports
14968,8869,SVK,2018,12,2446.0,Consumption
14969,8870,TUR,2018,12,24553.664,Consumption
14972,8871,ALB,2018,12,352.011,Imports
14973,8872,AUT,2018,12,3057.854,Imports
14975,8873,BEL,2018,12,2130.722,Imports
14976,8874,BGR,2018,12,224.796,Imports
14977,8875,CYP,2018,12,0.0,Imports
14978,8876,CZE,2018,12,1236.068,Imports
14979,8877,DEU,2018,12,2414.223,Imports
14980,8878,DNK,2018,12,1262.16,Imports
14981,8879,EST,2018,12,385.0,Imports
14983,8880,ESP,2018,12,2037.7,Imports
14985,8881,FIN,2018,12,2078.0,Imports
14986,8882,FRA,2018,12,1231.964,Imports
14987,8883,HRV,2018,12,1066.825,Imports
14988,8884,HUN,2018,12,1896.358,Imports
14989,8885,IRL,2018,12,217.52,Imports
14990,8886,ISL,2018,12,0.0,Imports
14991,8887,ITA,2018,12,3967.0,Imports
14992,8888,LTU,2018,12,1151.255,Imports
14993,8889,LUX,2018,12,602.573,Imports
14994,8890,LVA,2018,12,479.0,Imports
14995,8891,MNE,2018,12,564.0,Imports
14996,8892,MKD,2018,12,711.978,Imports
14997,8893,MLT,2018,12,42.613,Imports
14998,8894,NLD,2018,12,2281.0,Imports
14999,8895,NOR,2018,12,1357.399,Imports
15000,8896,POL,2018,12,1069.682,Imports
15001,8897,PRT,2018,12,633.0,Imports
15002,8898,ROU,2018,12,580.0,Imports
15003,8899,SRB,2018,12,818.237,Imports
15004,8900,SWE,2018,12,952.38,Imports
15005,8901,SVN,2018,12,905.126,Imports
15006,8902,SVK,2018,12,1521.0,Imports
15007,8903,TUR,2018,12,132.463,Imports
15010,8904,ALB,2018,12,473.668,Production
15011,8905,AUT,2018,12,6203.315,Production
15013,8906,BEL,2018,12,5656.507,Production
15014,8907,BGR,2018,12,4292.038,Production
15015,8908,CYP,2018,12,378.553,Production
15016,8909,CZE,2018,12,7656.07,Production
15017,8910,DEU,2018,12,50503.94,Production
15018,8911,DNK,2018,12,3121.682,Production
15019,8912,EST,2018,12,758.9,Production
15021,8913,ESP,2018,12,21647.222,Production
15023,8914,FIN,2018,12,6634.674,Production
15024,8915,FRA,2018,12,53828.398,Production
15025,8916,HRV,2018,12,1196.558,Production
15026,8917,HUN,2018,12,2839.877,Production
15027,8918,IRL,2018,12,2501.268,Production
15028,8919,ISL,2018,12,1741.287,Production
15029,8920,ITA,2018,12,23206.0,Production
15030,8921,LTU,2018,12,228.917,Production
15031,8922,LUX,2018,12,200.133,Production
15032,8923,LVA,2018,12,528.0,Production
15033,8924,MNE,2018,12,352.0,Production
15034,8925,MKD,2018,12,576.788,Production
15035,8926,MLT,2018,12,153.334,Production
15036,8927,NLD,2018,12,10452.0,Production
15037,8928,NOR,2018,12,13805.512,Production
15038,8929,POL,2018,12,13990.319,Production
15039,8930,PRT,2018,12,4867.0,Production
15040,8931,ROU,2018,12,5044.0,Production
15041,8932,SRB,2018,12,3123.247,Production
15042,8933,SWE,2018,12,15954.52,Production
15043,8934,SVN,2018,12,1170.891,Production
15044,8935,SVK,2018,12,2205.0,Production
15045,8936,TUR,2018,12,24821.588,Production
15048,8937,ALB,2019,1,631.702,Consumption
15049,8938,AUT,2019,1,6392.332,Consumption
15050,8939,BIH,2019,1,1189.721,Consumption
15051,8940,BEL,2019,1,7598.43,Consumption
15052,8941,BGR,2019,1,3327.901,Consumption
15053,8942,CYP,2019,1,442.695,Consumption
15054,8943,CZE,2019,1,6230.192,Consumption
15055,8944,DEU,2019,1,43146.659,Consumption
15056,8945,DNK,2019,1,3188.21,Consumption
15057,8946,EST,2019,1,895.0,Consumption
15059,8947,ESP,2019,1,22190.762,Consumption
15061,8948,FIN,2019,1,8918.0,Consumption
15062,8949,FRA,2019,1,49913.379,Consumption
15063,8950,HRV,2019,1,1525.749,Consumption
15064,8951,HUN,2019,1,3768.568,Consumption
15065,8952,IRL,2019,1,2737.968,Consumption
15066,8953,ISL,2019,1,1682.444,Consumption
15067,8954,ITA,2019,1,28599.0,Consumption
15068,8955,LTU,2019,1,1047.997,Consumption
15069,8956,LUX,2019,1,586.496,Consumption
15070,8957,LVA,2019,1,707.0,Consumption
15071,8958,MNE,2019,1,548.0,Consumption
15072,8959,MKD,2019,1,703.385,Consumption
15073,8960,MLT,2019,1,224.173,Consumption
15074,8961,NLD,2019,1,10675.679,Consumption
15075,8962,NOR,2019,1,13652.006,Consumption
15076,8963,POL,2019,1,13443.36,Consumption
15077,8964,PRT,2019,1,4577.0,Consumption
15078,8965,ROU,2019,1,5295.0,Consumption
15079,8966,SRB,2019,1,3577.285,Consumption
15080,8967,SWE,2019,1,13867.465,Consumption
15081,8968,SVN,2019,1,1234.858,Consumption
15082,8969,SVK,2019,1,2597.0,Consumption
15083,8970,TUR,2019,1,24578.443,Consumption
15086,8971,ALB,2019,1,392.156,Imports
15087,8972,AUT,2019,1,2916.255,Imports
15088,8973,BIH,2019,1,321.029,Imports
15089,8974,BEL,2019,1,1523.309,Imports
15090,8975,BGR,2019,1,267.719,Imports
15091,8976,CYP,2019,1,0.0,Imports
15092,8977,CZE,2019,1,1285.242,Imports
15093,8978,DEU,2019,1,1538.475,Imports
15094,8979,DNK,2019,1,1104.064,Imports
15095,8980,EST,2019,1,225.0,Imports
15103,8981,IRL,2019,1,266.896,Imports
15104,8982,ISL,2019,1,0.0,Imports
15105,8983,ITA,2019,1,3352.0,Imports
15106,8984,LTU,2019,1,1195.528,Imports
15107,8985,LUX,2019,1,672.728,Imports
15108,8986,LVA,2019,1,460.0,Imports
15109,8987,MNE,2019,1,493.0,Imports
15110,8988,MKD,2019,1,620.927,Imports
15111,8989,MLT,2019,1,46.959,Imports
15112,8990,NLD,2019,1,1607.005,Imports
15113,8991,NOR,2019,1,1195.071,Imports
15114,8992,POL,2019,1,1213.481,Imports
15115,8993,PRT,2019,1,674.0,Imports
15116,8994,ROU,2019,1,608.0,Imports
15117,8995,SRB,2019,1,723.817,Imports
15118,8996,SWE,2019,1,1377.875,Imports
15119,8997,SVN,2019,1,905.543,Imports
15120,8998,SVK,2019,1,1600.0,Imports
15121,8999,TUR,2019,1,142.597,Imports
15124,9000,ALB,2019,1,419.847,Production
15125,9001,AUT,2019,1,6653.671,Production
15126,9002,BIH,2019,1,1381.712,Production
15127,9003,BEL,2019,1,7374.325,Production
15128,9004,BGR,2019,1,4229.581,Production
15129,9005,CYP,2019,1,442.695,Production
15130,9006,CZE,2019,1,8000.632,Production
15131,9007,DEU,2019,1,53992.955,Production
15132,9008,DNK,2019,1,3452.783,Production
15133,9009,EST,2019,1,1045.0,Production
15135,9010,ESP,2019,1,24569.178,Production
15137,9011,FIN,2019,1,6969.0,Production
15138,9012,FRA,2019,1,56569.387,Production
15139,9013,HRV,2019,1,1200.594,Production
15140,9014,HUN,2019,1,3182.533,Production
15141,9015,IRL,2019,1,2604.425,Production
15142,9016,ISL,2019,1,1731.944,Production
15143,9017,ITA,2019,1,26029.0,Production
15144,9018,LTU,2019,1,310.904,Production
15145,9019,LUX,2019,1,186.399,Production
15146,9020,LVA,2019,1,599.0,Production
15147,9021,MNE,2019,1,334.0,Production
15148,9022,MKD,2019,1,642.749,Production
15149,9023,MLT,2019,1,177.593,Production
15150,9024,NLD,2019,1,11678.25,Production
15151,9025,NOR,2019,1,14706.643,Production
15152,9026,POL,2019,1,14539.677,Production
15153,9027,PRT,2019,1,5057.0,Production
15154,9028,ROU,2019,1,4995.0,Production
15155,9029,SRB,2019,1,3235.857,Production
15156,9030,SWE,2019,1,16379.054,Production
15157,9031,SVN,2019,1,1194.037,Production
15158,9032,SVK,2019,1,2386.0,Production
15159,9033,TUR,2019,1,24687.436,Production
15162,9034,ALB,2019,2,545.847,Consumption
15163,9035,AUT,2019,2,5573.692,Consumption
15164,9036,BIH,2019,2,1001.703,Consumption
15165,9037,BEL,2019,2,6688.507,Consumption
15166,9038,BGR,2019,2,2806.37,Consumption
15167,9039,CYP,2019,2,363.488,Consumption
15168,9040,CZE,2019,2,5445.047,Consumption
15169,9041,DEU,2019,2,39282.431,Consumption
15170,9042,DNK,2019,2,2766.003,Consumption
15171,9043,EST,2019,2,765.0,Consumption
15173,9044,ESP,2019,2,19217.932,Consumption
15175,9045,FIN,2019,2,7520.0,Consumption
15176,9046,FRA,2019,2,41263.973,Consumption
15177,9047,HRV,2019,2,1312.198,Consumption
15178,9048,HUN,2019,2,3344.633,Consumption
