index,level_0,country,year,month,gwh,indicator
5175,2386,DEU,2011,10,3896.0,Imports
5176,2387,DNK,2011,10,945.0,Imports
5177,2388,EST,2011,10,237.0,Imports
5179,2389,ESP,2011,10,740.0,Imports
5181,2390,FIN,2011,10,1440.0,Imports
5182,2391,FRA,2011,10,841.0,Imports
5183,2392,HRV,2011,10,766.0,Imports
5184,2393,HUN,2011,10,1451.0,Imports
5185,2394,IRL,2011,10,9.0,Imports
5187,2395,ITA,2011,10,4816.0,Imports
5188,2396,LTU,2011,10,724.0,Imports
5189,2397,LUX,2011,10,620.0,Imports
5190,2398,LVA,2011,10,440.0,Imports
5193,2399,MLT,2011,10,0.0,Imports
5194,2400,NLD,2011,10,1599.0,Imports
5195,2401,NOR,2011,10,225.0,Imports
5196,2402,POL,2011,10,709.0,Imports
5197,2403,PRT,2011,10,597.0,Imports
5198,2404,ROU,2011,10,84.0,Imports
5200,2405,SWE,2011,10,765.0,Imports
5201,2406,SVN,2011,10,914.0,Imports
5202,2407,SVK,2011,10,1299.0,Imports
5203,2408,TUR,2011,10,426.0,Imports
5245,2409,AUT,2011,11,5814.0,Consumption
5247,2410,BEL,2011,11,7112.0,Consumption
5248,2411,BGR,2011,11,3161.0,Consumption
5249,2412,CYP,2011,11,338.0,Consumption
5250,2413,CZE,2011,11,5718.0,Consumption
5251,2414,DEU,2011,11,42057.0,Consumption
5252,2415,DNK,2011,11,3014.0,Consumption
5253,2416,EST,2011,11,705.0,Consumption
5255,2417,ESP,2011,11,20655.0,Consumption
5257,2418,FIN,2011,11,7246.0,Consumption
5258,2419,FRA,2011,11,42119.0,Consumption
5259,2420,HRV,2011,11,1539.0,Consumption
5260,2421,HUN,2011,11,3486.0,Consumption
5261,2422,IRL,2011,11,2260.0,Consumption
5263,2423,ITA,2011,11,27093.0,Consumption
5264,2424,LTU,2011,11,849.0,Consumption
5265,2425,LUX,2011,11,531.0,Consumption
5266,2426,LVA,2011,11,627.0,Consumption
5269,2427,MLT,2011,11,156.0,Consumption
5270,2428,NLD,2011,11,10610.0,Consumption
5271,2429,NOR,2011,11,10883.0,Consumption
5272,2430,POL,2011,11,12321.0,Consumption
5273,2431,PRT,2011,11,3340.0,Consumption
5274,2432,ROU,2011,11,4652.0,Consumption
5276,2433,SWE,2011,11,11814.0,Consumption
5277,2434,SVN,2011,11,1167.0,Consumption
5278,2435,SVK,2011,11,2316.0,Consumption
5279,2436,TUR,2011,11,18234.0,Consumption
5283,2437,AUT,2011,11,2568.0,Imports
5285,2438,BEL,2011,11,927.0,Imports
5286,2439,BGR,2011,11,181.0,Imports
5287,2440,CYP,2011,11,0.0,Imports
5288,2441,CZE,2011,11,1214.0,Imports
5289,2442,DEU,2011,11,4434.0,Imports
5290,2443,DNK,2011,11,931.0,Imports
5291,2444,EST,2011,11,128.0,Imports
5293,2445,ESP,2011,11,494.0,Imports
5295,2446,FIN,2011,11,1339.0,Imports
5296,2447,FRA,2011,11,1262.0,Imports
5297,2448,HRV,2011,11,860.0,Imports
5298,2449,HUN,2011,11,1456.0,Imports
5299,2450,IRL,2011,11,6.0,Imports
5301,2451,ITA,2011,11,4663.0,Imports
5302,2452,LTU,2011,11,729.0,Imports
5303,2453,LUX,2011,11,560.0,Imports
5304,2454,LVA,2011,11,350.0,Imports
5307,2455,MLT,2011,11,0.0,Imports
5308,2456,NLD,2011,11,1488.0,Imports
5309,2457,NOR,2011,11,162.0,Imports
5310,2458,POL,2011,11,910.0,Imports
5311,2459,PRT,2011,11,526.0,Imports
5312,2460,ROU,2011,11,88.0,Imports
5314,2461,SWE,2011,11,1157.0,Imports
5315,2462,SVN,2011,11,888.0,Imports
5316,2463,SVK,2011,11,1452.0,Imports
5317,2464,TUR,2011,11,410.0,Imports
5359,2465,AUT,2011,12,6042.0,Consumption
5361,2466,BEL,2011,12,7551.0,Consumption
5362,2467,BGR,2011,12,3316.0,Consumption
5363,2468,CYP,2011,12,377.0,Consumption
5364,2469,CZE,2011,12,5718.0,Consumption
5365,2470,DEU,2011,12,42092.0,Consumption
5366,2471,DNK,2011,12,3152.0,Consumption
5367,2472,EST,2011,12,762.0,Consumption
5369,2473,ESP,2011,12,22002.0,Consumption
5371,2474,FIN,2011,12,7471.0,Consumption
5372,2475,FRA,2011,12,48367.0,Consumption
5373,2476,HRV,2011,12,1628.0,Consumption
5374,2477,HUN,2011,12,3470.0,Consumption
5375,2478,IRL,2011,12,2433.0,Consumption
5377,2479,ITA,2011,12,27282.0,Consumption
5378,2480,LTU,2011,12,863.0,Consumption
5379,2481,LUX,2011,12,515.0,Consumption
5380,2482,LVA,2011,12,667.0,Consumption
5383,2483,MLT,2011,12,160.0,Consumption
5384,2484,NLD,2011,12,11073.0,Consumption
5385,2485,NOR,2011,12,12384.0,Consumption
5386,2486,POL,2011,12,12703.0,Consumption
5387,2487,PRT,2011,12,3598.0,Consumption
5388,2488,ROU,2011,12,4780.0,Consumption
5390,2489,SWE,2011,12,13432.0,Consumption
5391,2490,SVN,2011,12,1153.0,Consumption
5392,2491,SVK,2011,12,2369.0,Consumption
5393,2492,TUR,2011,12,20122.0,Consumption
5397,2493,AUT,2011,12,3080.0,Imports
5399,2494,BEL,2011,12,1160.0,Imports
5400,2495,BGR,2011,12,153.0,Imports
5401,2496,CYP,2011,12,0.0,Imports
5402,2497,CZE,2011,12,1584.0,Imports
5403,2498,DEU,2011,12,4173.0,Imports
5404,2499,DNK,2011,12,860.0,Imports
5405,2500,EST,2011,12,139.0,Imports
5407,2501,ESP,2011,12,815.0,Imports
5409,2502,FIN,2011,12,1407.0,Imports
5410,2503,FRA,2011,12,943.0,Imports
5411,2504,HRV,2011,12,767.0,Imports
5412,2505,HUN,2011,12,1618.0,Imports
5413,2506,IRL,2011,12,3.0,Imports
5415,2507,ITA,2011,12,4393.0,Imports
5416,2508,LTU,2011,12,615.0,Imports
5417,2509,LUX,2011,12,548.0,Imports
5418,2510,LVA,2011,12,270.0,Imports
5421,2511,MLT,2011,12,0.0,Imports
5422,2512,NLD,2011,12,1697.0,Imports
5423,2513,NOR,2011,12,869.0,Imports
5424,2514,POL,2011,12,1119.0,Imports
5425,2515,PRT,2011,12,721.0,Imports
5426,2516,ROU,2011,12,141.0,Imports
5428,2517,SWE,2011,12,652.0,Imports
5429,2518,SVN,2011,12,550.0,Imports
5430,2519,SVK,2011,12,1595.0,Imports
5431,2520,TUR,2011,12,429.0,Imports
5473,2521,AUT,2012,1,6184.0,Consumption
5475,2522,BEL,2012,1,7826.0,Consumption
5476,2523,BGR,2012,1,3619.0,Consumption
5477,2524,CYP,2012,1,408.0,Consumption
5478,2525,CZE,2012,1,6029.0,Consumption
5479,2526,DEU,2012,1,44258.0,Consumption
5480,2527,DNK,2012,1,3264.0,Consumption
5481,2528,EST,2012,1,858.0,Consumption
5483,2529,ESP,2012,1,23099.0,Consumption
5485,2530,FIN,2012,1,8525.0,Consumption
5486,2531,FRA,2012,1,51067.0,Consumption
5487,2532,HRV,2012,1,1618.0,Consumption
5488,2533,HUN,2012,1,3564.0,Consumption
5489,2534,IRL,2012,1,2384.0,Consumption
5491,2535,ITA,2012,1,28093.0,Consumption
5492,2536,LTU,2012,1,894.0,Consumption
5493,2537,LUX,2012,1,572.0,Consumption
5494,2538,LVA,2012,1,715.0,Consumption
5497,2539,MLT,2012,1,171.0,Consumption
5498,2540,NLD,2012,1,10960.0,Consumption
5499,2541,NOR,2012,1,13394.0,Consumption
5500,2542,POL,2012,1,12984.0,Consumption
5501,2543,PRT,2012,1,3923.0,Consumption
5502,2544,ROU,2012,1,4848.0,Consumption
5504,2545,SWE,2012,1,14582.0,Consumption
5505,2546,SVN,2012,1,1213.0,Consumption
5506,2547,SVK,2012,1,2442.0,Consumption
5507,2548,TUR,2012,1,20448.0,Consumption
5511,2549,AUT,2012,1,2507.0,Imports
5513,2550,BEL,2012,1,1119.0,Imports
5514,2551,BGR,2012,1,337.0,Imports
5515,2552,CYP,2012,1,0.0,Imports
5516,2553,CZE,2012,1,1281.0,Imports
5517,2554,DEU,2012,1,4235.0,Imports
5518,2555,DNK,2012,1,909.0,Imports
5519,2556,EST,2012,1,228.0,Imports
5521,2557,ESP,2012,1,958.0,Imports
5523,2558,FIN,2012,1,1918.0,Imports
5524,2559,FRA,2012,1,721.0,Imports
5525,2560,HRV,2012,1,827.0,Imports
5526,2561,HUN,2012,1,1724.0,Imports
5527,2562,IRL,2012,1,3.0,Imports
5529,2563,ITA,2012,1,4381.0,Imports
5530,2564,LTU,2012,1,620.0,Imports
5531,2565,LUX,2012,1,599.0,Imports
5532,2566,LVA,2012,1,353.0,Imports
5535,2567,MLT,2012,1,0.0,Imports
5536,2568,NLD,2012,1,1977.0,Imports
5537,2569,NOR,2012,1,345.0,Imports
5538,2570,POL,2012,1,854.0,Imports
5539,2571,PRT,2012,1,1042.0,Imports
5540,2572,ROU,2012,1,100.0,Imports
5542,2573,SWE,2012,1,1635.0,Imports
5543,2574,SVN,2012,1,629.0,Imports
5544,2575,SVK,2012,1,1438.0,Imports
5545,2576,TUR,2012,1,388.0,Imports
5587,2577,AUT,2012,2,6184.0,Consumption
5589,2578,BEL,2012,2,7877.0,Consumption
5590,2579,BGR,2012,2,3636.0,Consumption
5591,2580,CYP,2012,2,365.0,Consumption
5592,2581,CZE,2012,2,6165.0,Consumption
5593,2582,DEU,2012,2,43947.0,Consumption
5594,2583,DNK,2012,2,3153.0,Consumption
5595,2584,EST,2012,2,874.0,Consumption
5597,2585,ESP,2012,2,23281.0,Consumption
5599,2586,FIN,2012,2,8331.0,Consumption
5600,2587,FRA,2012,2,54143.0,Consumption
5601,2588,HRV,2012,2,1682.0,Consumption
5602,2589,HUN,2012,2,3480.0,Consumption
5603,2590,IRL,2012,2,2222.0,Consumption
5605,2591,ITA,2012,2,27985.0,Consumption
5606,2592,LTU,2012,2,887.0,Consumption
5607,2593,LUX,2012,2,549.0,Consumption
5608,2594,LVA,2012,2,721.0,Consumption
5611,2595,MLT,2012,2,167.0,Consumption
5612,2596,NLD,2012,2,9843.0,Consumption
5613,2597,NOR,2012,2,12604.0,Consumption
5614,2598,POL,2012,2,12875.0,Consumption
5615,2599,PRT,2012,2,3124.0,Consumption
5616,2600,ROU,2012,2,4865.0,Consumption
5618,2601,SWE,2012,2,14305.0,Consumption
5619,2602,SVN,2012,2,1207.0,Consumption
5620,2603,SVK,2012,2,2427.0,Consumption
5621,2604,TUR,2012,2,19214.0,Consumption
5625,2605,AUT,2012,2,2492.0,Imports
5627,2606,BEL,2012,2,1243.0,Imports
5628,2607,BGR,2012,2,259.0,Imports
5629,2608,CYP,2012,2,0.0,Imports
5630,2609,CZE,2012,2,1524.0,Imports
5631,2610,DEU,2012,2,3068.0,Imports
5632,2611,DNK,2012,2,766.0,Imports
5633,2612,EST,2012,2,215.0,Imports
5635,2613,ESP,2012,2,462.0,Imports
5637,2614,FIN,2012,2,1568.0,Imports
5638,2615,FRA,2012,2,3166.0,Imports
5639,2616,HRV,2012,2,824.0,Imports
5640,2617,HUN,2012,2,1621.0,Imports
5641,2618,IRL,2012,2,25.0,Imports
5643,2619,ITA,2012,2,3274.0,Imports
5644,2620,LTU,2012,2,623.0,Imports
5645,2621,LUX,2012,2,569.0,Imports
5646,2622,LVA,2012,2,481.0,Imports
5649,2623,MLT,2012,2,0.0,Imports
5650,2624,NLD,2012,2,1556.0,Imports
5651,2625,NOR,2012,2,261.0,Imports
5652,2626,POL,2012,2,871.0,Imports
5653,2627,PRT,2012,2,933.0,Imports
5654,2628,ROU,2012,2,77.0,Imports
5656,2629,SWE,2012,2,1313.0,Imports
5657,2630,SVN,2012,2,604.0,Imports
5658,2631,SVK,2012,2,1369.0,Imports
5659,2632,TUR,2012,2,391.0,Imports
5701,2633,AUT,2012,3,5881.0,Consumption
5703,2634,BEL,2012,3,7415.0,Consumption
5704,2635,BGR,2012,3,3121.0,Consumption
5705,2636,CYP,2012,3,330.0,Consumption
5706,2637,CZE,2012,3,5595.0,Consumption
5707,2638,DEU,2012,3,42311.0,Consumption
5708,2639,DNK,2012,3,2980.0,Consumption
5709,2640,EST,2012,3,948.0,Consumption
5711,2641,ESP,2012,3,22149.0,Consumption
5713,2642,FIN,2012,3,7728.0,Consumption
5714,2643,FRA,2012,3,42887.0,Consumption
5715,2644,HRV,2012,3,1403.0,Consumption
5716,2645,HUN,2012,3,3338.0,Consumption
5717,2646,IRL,2012,3,2221.0,Consumption
5719,2647,ITA,2012,3,27641.0,Consumption
5720,2648,LTU,2012,3,836.0,Consumption
5721,2649,LUX,2012,3,558.0,Consumption
5722,2650,LVA,2012,3,667.0,Consumption
5725,2651,MLT,2012,3,161.0,Consumption
5726,2652,NLD,2012,3,10333.0,Consumption
5727,2653,NOR,2012,3,11466.0,Consumption
5728,2654,POL,2012,3,12411.0,Consumption
5729,2655,PRT,2012,3,3177.0,Consumption
5730,2656,ROU,2012,3,4556.0,Consumption
5732,2657,SWE,2012,3,12688.0,Consumption
5733,2658,SVN,2012,3,1158.0,Consumption
5734,2659,SVK,2012,3,2287.0,Consumption
5735,2660,TUR,2012,3,19673.0,Consumption
5739,2661,AUT,2012,3,2535.0,Imports
5741,2662,BEL,2012,3,1828.0,Imports
5742,2663,BGR,2012,3,162.0,Imports
5743,2664,CYP,2012,3,0.0,Imports
5744,2665,CZE,2012,3,840.0,Imports
5745,2666,DEU,2012,3,4165.0,Imports
5746,2667,DNK,2012,3,1337.0,Imports
5747,2668,EST,2012,3,264.0,Imports
5749,2669,ESP,2012,3,705.0,Imports
5751,2670,FIN,2012,3,1649.0,Imports
5752,2671,FRA,2012,3,436.0,Imports
5753,2672,HRV,2012,3,756.0,Imports
5754,2673,HUN,2012,3,1473.0,Imports
5755,2674,IRL,2012,3,88.0,Imports
5757,2675,ITA,2012,3,4720.0,Imports
5758,2676,LTU,2012,3,697.0,Imports
5759,2677,LUX,2012,3,622.0,Imports
5760,2678,LVA,2012,3,483.0,Imports
5763,2679,MLT,2012,3,0.0,Imports
5764,2680,NLD,2012,3,2881.0,Imports
5765,2681,NOR,2012,3,332.0,Imports
5766,2682,POL,2012,3,966.0,Imports
5767,2683,PRT,2012,3,979.0,Imports
5768,2684,ROU,2012,3,94.0,Imports
5770,2685,SWE,2012,3,574.0,Imports
5771,2686,SVN,2012,3,720.0,Imports
5772,2687,SVK,2012,3,1074.0,Imports
5773,2688,TUR,2012,3,415.0,Imports
5815,2689,AUT,2012,4,5298.0,Consumption
5817,2690,BEL,2012,4,6849.0,Consumption
5818,2691,BGR,2012,4,2444.0,Consumption
5819,2692,CYP,2012,4,292.0,Consumption
5820,2693,CZE,2012,4,5089.0,Consumption
5821,2694,DEU,2012,4,38501.0,Consumption
5822,2695,DNK,2012,4,2694.0,Consumption
5823,2696,EST,2012,4,696.0,Consumption
5825,2697,ESP,2012,4,19467.0,Consumption
5827,2698,FIN,2012,4,6883.0,Consumption
5828,2699,FRA,2012,4,39650.0,Consumption
5829,2700,HRV,2012,4,1312.0,Consumption
5830,2701,HUN,2012,4,3134.0,Consumption
5831,2702,IRL,2012,4,2086.0,Consumption
5833,2703,ITA,2012,4,24728.0,Consumption
5834,2704,LTU,2012,4,751.0,Consumption
5835,2705,LUX,2012,4,520.0,Consumption
5836,2706,LVA,2012,4,591.0,Consumption
5839,2707,MLT,2012,4,150.0,Consumption
5840,2708,NLD,2012,4,8998.0,Consumption
5841,2709,NOR,2012,4,10411.0,Consumption
5842,2710,POL,2012,4,11275.0,Consumption
5843,2711,PRT,2012,4,3124.0,Consumption
5844,2712,ROU,2012,4,4154.0,Consumption
5846,2713,SWE,2012,4,11662.0,Consumption
5847,2714,SVN,2012,4,1065.0,Consumption
5848,2715,SVK,2012,4,2052.0,Consumption
5849,2716,TUR,2012,4,17428.0,Consumption
5853,2717,AUT,2012,4,2021.0,Imports
5855,2718,BEL,2012,4,1276.0,Imports
5856,2719,BGR,2012,4,98.0,Imports
5857,2720,CYP,2012,4,0.0,Imports
5858,2721,CZE,2012,4,675.0,Imports
5859,2722,DEU,2012,4,4007.0,Imports
5860,2723,DNK,2012,4,1427.0,Imports
5861,2724,EST,2012,4,244.0,Imports
5863,2725,ESP,2012,4,468.0,Imports
5865,2726,FIN,2012,4,1599.0,Imports
5866,2727,FRA,2012,4,939.0,Imports
5867,2728,HRV,2012,4,687.0,Imports
5868,2729,HUN,2012,4,1461.0,Imports
5869,2730,IRL,2012,4,66.0,Imports
5871,2731,ITA,2012,4,3849.0,Imports
5872,2732,LTU,2012,4,720.0,Imports
5873,2733,LUX,2012,4,558.0,Imports
5874,2734,LVA,2012,4,294.0,Imports
5877,2735,MLT,2012,4,0.0,Imports
5878,2736,NLD,2012,4,2514.0,Imports
5879,2737,NOR,2012,4,285.0,Imports
5880,2738,POL,2012,4,638.0,Imports
5881,2739,PRT,2012,4,933.0,Imports
5882,2740,ROU,2012,4,62.0,Imports
5884,2741,SWE,2012,4,848.0,Imports
5885,2742,SVN,2012,4,680.0,Imports
5886,2743,SVK,2012,4,1106.0,Imports
5887,2744,TUR,2012,4,311.0,Imports
5929,2745,AUT,2012,5,5245.0,Consumption
5931,2746,BEL,2012,5,6684.0,Consumption
5932,2747,BGR,2012,5,2368.0,Consumption
5933,2748,CYP,2012,5,331.0,Consumption
5934,2749,CZE,2012,5,4818.0,Consumption
5935,2750,DEU,2012,5,38249.0,Consumption
5936,2751,DNK,2012,5,2653.0,Consumption
5937,2752,EST,2012,5,631.0,Consumption
5939,2753,ESP,2012,5,20316.0,Consumption
5941,2754,FIN,2012,5,6316.0,Consumption
5942,2755,FRA,2012,5,34768.0,Consumption
5943,2756,HRV,2012,5,1300.0,Consumption
5944,2757,HUN,2012,5,3151.0,Consumption
5945,2758,IRL,2012,5,2109.0,Consumption
5947,2759,ITA,2012,5,26141.0,Consumption
5948,2760,LTU,2012,5,707.0,Consumption
5949,2761,LUX,2012,5,498.0,Consumption
5950,2762,LVA,2012,5,564.0,Consumption
5953,2763,MLT,2012,5,162.0,Consumption
5954,2764,NLD,2012,5,8794.0,Consumption
5955,2765,NOR,2012,5,9209.0,Consumption
5956,2766,POL,2012,5,11152.0,Consumption
5957,2767,PRT,2012,5,3177.0,Consumption
5958,2768,ROU,2012,5,4187.0,Consumption
5960,2769,SWE,2012,5,10510.0,Consumption
5961,2770,SVN,2012,5,1087.0,Consumption
5962,2771,SVK,2012,5,2025.0,Consumption
5963,2772,TUR,2012,5,18041.0,Consumption
5967,2773,AUT,2012,5,1503.0,Imports
5969,2774,BEL,2012,5,1146.0,Imports
5970,2775,BGR,2012,5,102.0,Imports
5971,2776,CYP,2012,5,0.0,Imports
5972,2777,CZE,2012,5,604.0,Imports
5973,2778,DEU,2012,5,4524.0,Imports
5974,2779,DNK,2012,5,1518.0,Imports
5975,2780,EST,2012,5,261.0,Imports
5977,2781,ESP,2012,5,696.0,Imports
5979,2782,FIN,2012,5,1535.0,Imports
5980,2783,FRA,2012,5,613.0,Imports
5981,2784,HRV,2012,5,803.0,Imports
5982,2785,HUN,2012,5,1319.0,Imports
5983,2786,IRL,2012,5,67.0,Imports
5985,2787,ITA,2012,5,3477.0,Imports
5986,2788,LTU,2012,5,750.0,Imports
5987,2789,LUX,2012,5,563.0,Imports
5988,2790,LVA,2012,5,448.0,Imports
5991,2791,MLT,2012,5,0.0,Imports
5992,2792,NLD,2012,5,3138.0,Imports
5993,2793,NOR,2012,5,224.0,Imports
5994,2794,POL,2012,5,774.0,Imports
5995,2795,PRT,2012,5,979.0,Imports
5996,2796,ROU,2012,5,81.0,Imports
5998,2797,SWE,2012,5,892.0,Imports
5999,2798,SVN,2012,5,798.0,Imports
6000,2799,SVK,2012,5,854.0,Imports
6001,2800,TUR,2012,5,395.0,Imports
6043,2801,AUT,2012,6,5172.0,Consumption
6045,2802,BEL,2012,6,6475.0,Consumption
6046,2803,BGR,2012,6,2389.0,Consumption
6047,2804,CYP,2012,6,360.0,Consumption
6048,2805,CZE,2012,6,4649.0,Consumption
6049,2806,DEU,2012,6,37725.0,Consumption
6050,2807,DNK,2012,6,2566.0,Consumption
6051,2808,EST,2012,6,587.0,Consumption
6053,2809,ESP,2012,6,21221.0,Consumption
6055,2810,FIN,2012,6,5716.0,Consumption
6056,2811,FRA,2012,6,32579.0,Consumption
6057,2812,HRV,2012,6,1328.0,Consumption
6058,2813,HUN,2012,6,3203.0,Consumption
6059,2814,IRL,2012,6,1943.0,Consumption
6061,2815,ITA,2012,6,27456.0,Consumption
6062,2816,LTU,2012,6,766.0,Consumption
6063,2817,LUX,2012,6,513.0,Consumption
6064,2818,LVA,2012,6,531.0,Consumption
6067,2819,MLT,2012,6,185.0,Consumption
6068,2820,NLD,2012,6,9103.0,Consumption
6069,2821,NOR,2012,6,8295.0,Consumption
6070,2822,POL,2012,6,10826.0,Consumption
6071,2823,PRT,2012,6,3169.0,Consumption
6072,2824,ROU,2012,6,4041.0,Consumption
6074,2825,SWE,2012,6,9789.0,Consumption
6075,2826,SVN,2012,6,1076.0,Consumption
6076,2827,SVK,2012,6,1987.0,Consumption
6077,2828,TUR,2012,6,18966.0,Consumption
6081,2829,AUT,2012,6,1278.0,Imports
6083,2830,BEL,2012,6,1155.0,Imports
6084,2831,BGR,2012,6,112.0,Imports
6085,2832,CYP,2012,6,0.0,Imports
6086,2833,CZE,2012,6,702.0,Imports
6087,2834,DEU,2012,6,4192.0,Imports
6088,2835,DNK,2012,6,1440.0,Imports
6089,2836,EST,2012,6,209.0,Imports
6091,2837,ESP,2012,6,835.0,Imports
6093,2838,FIN,2012,6,1172.0,Imports
6094,2839,FRA,2012,6,633.0,Imports
6095,2840,HRV,2012,6,966.0,Imports
6096,2841,HUN,2012,6,1283.0,Imports
6097,2842,IRL,2012,6,74.0,Imports
6099,2843,ITA,2012,6,3511.0,Imports
6100,2844,LTU,2012,6,670.0,Imports
6101,2845,LUX,2012,6,556.0,Imports
6102,2846,LVA,2012,6,439.0,Imports
6105,2847,MLT,2012,6,0.0,Imports
6106,2848,NLD,2012,6,3080.0,Imports
6107,2849,NOR,2012,6,165.0,Imports
6108,2850,POL,2012,6,542.0,Imports
6109,2851,PRT,2012,6,940.0,Imports
6110,2852,ROU,2012,6,64.0,Imports
6112,2853,SWE,2012,6,980.0,Imports
6113,2854,SVN,2012,6,633.0,Imports
6114,2855,SVK,2012,6,1016.0,Imports
6115,2856,TUR,2012,6,426.0,Imports
6157,2857,AUT,2012,7,5318.0,Consumption
6159,2858,BEL,2012,7,6205.0,Consumption
6160,2859,BGR,2012,7,2602.0,Consumption
6161,2860,CYP,2012,7,506.0,Consumption
6162,2861,CZE,2012,7,4597.0,Consumption
6163,2862,DEU,2012,7,37789.0,Consumption
6164,2863,DNK,2012,7,2452.0,Consumption
6165,2864,EST,2012,7,585.0,Consumption
6167,2865,ESP,2012,7,21779.0,Consumption
6169,2866,FIN,2012,7,5848.0,Consumption
6170,2867,FRA,2012,7,33479.0,Consumption
6171,2868,HRV,2012,7,1538.0,Consumption
6172,2869,HUN,2012,7,3343.0,Consumption
6173,2870,IRL,2012,7,1981.0,Consumption
6175,2871,ITA,2012,7,30569.0,Consumption
6176,2872,LTU,2012,7,795.0,Consumption
6177,2873,LUX,2012,7,526.0,Consumption
6178,2874,LVA,2012,7,554.0,Consumption
6181,2875,MLT,2012,7,227.0,Consumption
6182,2876,NLD,2012,7,9153.0,Consumption
6183,2877,NOR,2012,7,7880.0,Consumption
6184,2878,POL,2012,7,11205.0,Consumption
6185,2879,PRT,2012,7,3424.0,Consumption
6186,2880,ROU,2012,7,4258.0,Consumption
6188,2881,SWE,2012,7,8998.0,Consumption
6189,2882,SVN,2012,7,1099.0,Consumption
6190,2883,SVK,2012,7,2019.0,Consumption
6191,2884,TUR,2012,7,18966.0,Consumption
6195,2885,AUT,2012,7,1460.0,Imports
6197,2886,BEL,2012,7,880.0,Imports
6198,2887,BGR,2012,7,143.0,Imports
6199,2888,CYP,2012,7,0.0,Imports
6200,2889,CZE,2012,7,898.0,Imports
6201,2890,DEU,2012,7,4272.0,Imports
6202,2891,DNK,2012,7,1660.0,Imports
6203,2892,EST,2012,7,297.0,Imports
6205,2893,ESP,2012,7,772.0,Imports
6207,2894,FIN,2012,7,1517.0,Imports
6208,2895,FRA,2012,7,947.0,Imports
6209,2896,HRV,2012,7,984.0,Imports
6210,2897,HUN,2012,7,1574.0,Imports
6211,2898,IRL,2012,7,66.0,Imports
6213,2899,ITA,2012,7,3415.0,Imports
6214,2900,LTU,2012,7,712.0,Imports
6215,2901,LUX,2012,7,534.0,Imports
6216,2902,LVA,2012,7,472.0,Imports
6219,2903,MLT,2012,7,0.0,Imports
6220,2904,NLD,2012,7,3045.0,Imports
6221,2905,NOR,2012,7,124.0,Imports
6222,2906,POL,2012,7,1017.0,Imports
6223,2907,PRT,2012,7,832.0,Imports
6224,2908,ROU,2012,7,64.0,Imports
6226,2909,SWE,2012,7,836.0,Imports
6227,2910,SVN,2012,7,562.0,Imports
6228,2911,SVK,2012,7,1283.0,Imports
6229,2912,TUR,2012,7,426.0,Imports
6271,2913,AUT,2012,8,5243.0,Consumption
6273,2914,BEL,2012,8,6218.0,Consumption
6274,2915,BGR,2012,8,2515.0,Consumption
6275,2916,CYP,2012,8,481.0,Consumption
6276,2917,CZE,2012,8,4677.0,Consumption
6277,2918,DEU,2012,8,37877.0,Consumption
6278,2919,DNK,2012,8,2660.0,Consumption
6279,2920,EST,2012,8,574.0,Consumption
6281,2921,ESP,2012,8,22422.0,Consumption
6283,2922,FIN,2012,8,6146.0,Consumption
6284,2923,FRA,2012,8,31577.0,Consumption
6285,2924,HRV,2012,8,1531.0,Consumption
6286,2925,HUN,2012,8,3242.0,Consumption
6287,2926,IRL,2012,8,1990.0,Consumption
6289,2927,ITA,2012,8,26663.0,Consumption
6290,2928,LTU,2012,8,850.0,Consumption
6291,2929,LUX,2012,8,462.0,Consumption
6292,2930,LVA,2012,8,571.0,Consumption
6295,2931,MLT,2012,8,232.0,Consumption
6296,2932,NLD,2012,8,9107.0,Consumption
6297,2933,NOR,2012,8,8289.0,Consumption
6298,2934,POL,2012,8,11347.0,Consumption
6299,2935,PRT,2012,8,3453.0,Consumption
6300,2936,ROU,2012,8,3951.0,Consumption
6302,2937,SWE,2012,8,9651.0,Consumption
6303,2938,SVN,2012,8,1071.0,Consumption
6304,2939,SVK,2012,8,1995.0,Consumption
6305,2940,TUR,2012,8,20505.0,Consumption
6309,2941,AUT,2012,8,1646.0,Imports
6311,2942,BEL,2012,8,1141.0,Imports
6312,2943,BGR,2012,8,203.0,Imports
6313,2944,CYP,2012,8,0.0,Imports
6314,2945,CZE,2012,8,1149.0,Imports
6315,2946,DEU,2012,8,3618.0,Imports
6316,2947,DNK,2012,8,1857.0,Imports
6317,2948,EST,2012,8,154.0,Imports
6319,2949,ESP,2012,8,758.0,Imports
6321,2950,FIN,2012,8,1858.0,Imports
6322,2951,FRA,2012,8,956.0,Imports
6323,2952,HRV,2012,8,948.0,Imports
6324,2953,HUN,2012,8,1558.0,Imports
6325,2954,IRL,2012,8,96.0,Imports
6327,2955,ITA,2012,8,2230.0,Imports
6328,2956,LTU,2012,8,657.0,Imports
6329,2957,LUX,2012,8,494.0,Imports
6330,2958,LVA,2012,8,497.0,Imports
6333,2959,MLT,2012,8,0.0,Imports
6334,2960,NLD,2012,8,2824.0,Imports
6335,2961,NOR,2012,8,44.0,Imports
6336,2962,POL,2012,8,1032.0,Imports
6337,2963,PRT,2012,8,725.0,Imports
6338,2964,ROU,2012,8,62.0,Imports
6340,2965,SWE,2012,8,1295.0,Imports
6341,2966,SVN,2012,8,650.0,Imports
6342,2967,SVK,2012,8,1219.0,Imports
6343,2968,TUR,2012,8,522.0,Imports
