index,level_0,country,year,ktoe,indicator
1620,1387,LTU,2013,2164.51,Natural gas
1621,1388,LUX,2013,889.903,Natural gas
1622,1389,LVA,2013,1204.686,Natural gas
1623,1390,MDA,2013,752.171,Natural gas
1624,1391,MNE,2013,0.0,Natural gas
1625,1392,MKD,2013,129.557,Natural gas
1626,1393,MLT,2013,0.0,Natural gas
1627,1394,NLD,2013,33380.679,Natural gas
1628,1395,NOR,2013,5620.457,Natural gas
1629,1396,POL,2013,13735.834,Natural gas
1630,1397,PRT,2013,3755.868,Natural gas
1631,1398,ROU,2013,9838.951,Natural gas
1632,1399,SRB,2013,1866.552,Natural gas
1633,1400,SWE,2013,955.288,Natural gas
1634,1401,SVN,2013,691.853,Natural gas
1635,1402,SVK,2013,4558.04,Natural gas
1636,1403,TUR,2013,37555.782,Natural gas
1637,1404,UKR,2013,39460.942,Natural gas
1640,1405,ALB,2013,0.0,Heat
1641,1406,AUT,2013,4.784,Heat
1643,1407,BEL,2013,304.607,Heat
1644,1408,BGR,2013,50.33,Heat
1645,1409,CYP,2013,0.0,Heat
1646,1410,CZE,2013,3.607,Heat
1647,1411,DEU,2013,-3.798,Heat
1648,1412,DNK,2013,3.702,Heat
1649,1413,EST,2013,0.0,Heat
1651,1414,ESP,2013,0.0,Heat
1653,1415,FIN,2013,152.971,Heat
1654,1416,FRA,2013,0.0,Heat
1655,1417,GEO,2013,0.0,Heat
1656,1418,HRV,2013,0.0,Heat
1657,1419,HUN,2013,0.0,Heat
1658,1420,IRL,2013,0.0,Heat
1659,1421,ISL,2013,0.0,Heat
1660,1422,ITA,2013,0.0,Heat
1661,1423,LTU,2013,264.388,Heat
1662,1424,LUX,2013,0.0,Heat
1663,1425,LVA,2013,0.0,Heat
1664,1426,MDA,2013,0.0,Heat
1665,1427,MNE,2013,0.0,Heat
1666,1428,MKD,2013,0.0,Heat
1667,1429,MLT,2013,0.0,Heat
1668,1430,NLD,2013,0.0,Heat
1669,1431,NOR,2013,109.864,Heat
1670,1432,POL,2013,38.994,Heat
1671,1433,PRT,2013,1.787,Heat
1672,1434,ROU,2013,0.0,Heat
1673,1435,SRB,2013,0.0,Heat
1674,1436,SWE,2013,0.0,Heat
1675,1437,SVN,2013,0.0,Heat
1676,1438,SVK,2013,0.0,Heat
1677,1439,TUR,2013,0.0,Heat
1678,1440,UKR,2013,1000.573,Heat
1681,1441,ALB,2013,0.0,Nuclear heat
1682,1442,AUT,2013,0.0,Nuclear heat
1684,1443,BEL,2013,10336.494,Nuclear heat
1685,1444,BGR,2013,3667.58,Nuclear heat
1686,1445,CYP,2013,0.0,Nuclear heat
1687,1446,CZE,2013,7758.521,Nuclear heat
1688,1447,DEU,2013,25052.2,Nuclear heat
1689,1448,DNK,2013,0.0,Nuclear heat
1690,1449,EST,2013,0.0,Nuclear heat
1692,1450,ESP,2013,14785.0,Nuclear heat
1694,1451,FIN,2013,5694.0,Nuclear heat
1695,1452,FRA,2013,110414.916,Nuclear heat
1696,1453,GEO,2013,0.0,Nuclear heat
1697,1454,HRV,2013,0.0,Nuclear heat
1698,1455,HUN,2013,3869.526,Nuclear heat
1699,1456,IRL,2013,0.0,Nuclear heat
1700,1457,ISL,2013,0.0,Nuclear heat
1701,1458,ITA,2013,0.0,Nuclear heat
1702,1459,LTU,2013,0.0,Nuclear heat
1703,1460,LUX,2013,0.0,Nuclear heat
1704,1461,LVA,2013,0.0,Nuclear heat
1705,1462,MDA,2013,0.0,Nuclear heat
1706,1463,MNE,2013,0.0,Nuclear heat
1707,1464,MKD,2013,0.0,Nuclear heat
1708,1465,MLT,2013,0.0,Nuclear heat
1709,1466,NLD,2013,656.2,Nuclear heat
1710,1467,NOR,2013,0.0,Nuclear heat
1711,1468,POL,2013,0.0,Nuclear heat
1712,1469,PRT,2013,0.0,Nuclear heat
1713,1470,ROU,2013,2922.2,Nuclear heat
1714,1471,SRB,2013,0.0,Nuclear heat
1715,1472,SWE,2013,15996.0,Nuclear heat
1716,1473,SVN,2013,1250.9,Nuclear heat
1717,1474,SVK,2013,4110.51,Nuclear heat
1718,1475,TUR,2013,0.0,Nuclear heat
1719,1476,UKR,2013,21954.099,Nuclear heat
1722,1477,ALB,2013,1250.657,Oil and petroleum products (excluding biofuel portion)
1723,1478,AUT,2013,11596.08,Oil and petroleum products (excluding biofuel portion)
1725,1479,BEL,2013,21367.944,Oil and petroleum products (excluding biofuel portion)
1726,1480,BGR,2013,3500.557,Oil and petroleum products (excluding biofuel portion)
1727,1481,CYP,2013,1814.995,Oil and petroleum products (excluding biofuel portion)
1728,1482,CZE,2013,8282.64,Oil and petroleum products (excluding biofuel portion)
1729,1483,DEU,2013,103757.953,Oil and petroleum products (excluding biofuel portion)
1730,1484,DNK,2013,5994.067,Oil and petroleum products (excluding biofuel portion)
1731,1485,EST,2013,467.104,Oil and petroleum products (excluding biofuel portion)
1733,1486,ESP,2013,47174.427,Oil and petroleum products (excluding biofuel portion)
1735,1487,FIN,2013,7721.821,Oil and petroleum products (excluding biofuel portion)
1736,1488,FRA,2013,75357.661,Oil and petroleum products (excluding biofuel portion)
1737,1489,GEO,2013,983.904,Oil and petroleum products (excluding biofuel portion)
1738,1490,HRV,2013,3039.509,Oil and petroleum products (excluding biofuel portion)
1739,1491,HUN,2013,5701.911,Oil and petroleum products (excluding biofuel portion)
1740,1492,IRL,2013,6092.547,Oil and petroleum products (excluding biofuel portion)
1741,1493,ISL,2013,518.339,Oil and petroleum products (excluding biofuel portion)
1742,1494,ITA,2013,53335.433,Oil and petroleum products (excluding biofuel portion)
1743,1495,LTU,2013,2425.192,Oil and petroleum products (excluding biofuel portion)
1744,1496,LUX,2013,2410.305,Oil and petroleum products (excluding biofuel portion)
1745,1497,LVA,2013,1284.825,Oil and petroleum products (excluding biofuel portion)
1746,1498,MDA,2013,764.447,Oil and petroleum products (excluding biofuel portion)
1747,1499,MNE,2013,260.248,Oil and petroleum products (excluding biofuel portion)
1748,1500,MKD,2013,902.292,Oil and petroleum products (excluding biofuel portion)
1749,1501,MLT,2013,764.259,Oil and petroleum products (excluding biofuel portion)
1750,1502,NLD,2013,27577.237,Oil and petroleum products (excluding biofuel portion)
1751,1503,NOR,2013,11854.607,Oil and petroleum products (excluding biofuel portion)
1752,1504,POL,2013,22288.676,Oil and petroleum products (excluding biofuel portion)
1753,1505,PRT,2013,9346.255,Oil and petroleum products (excluding biofuel portion)
1754,1506,ROU,2013,7806.431,Oil and petroleum products (excluding biofuel portion)
1755,1507,SRB,2013,3407.901,Oil and petroleum products (excluding biofuel portion)
1756,1508,SWE,2013,11840.109,Oil and petroleum products (excluding biofuel portion)
1757,1509,SVN,2013,2326.818,Oil and petroleum products (excluding biofuel portion)
1758,1510,SVK,2013,3053.335,Oil and petroleum products (excluding biofuel portion)
1759,1511,TUR,2013,31955.071,Oil and petroleum products (excluding biofuel portion)
1760,1512,UKR,2013,9895.834,Oil and petroleum products (excluding biofuel portion)
1763,1513,ALB,2013,0.0,Peat and peat products
1764,1514,AUT,2013,0.21,Peat and peat products
1766,1515,BEL,2013,0.0,Peat and peat products
1767,1516,BGR,2013,0.0,Peat and peat products
1768,1517,CYP,2013,0.0,Peat and peat products
1769,1518,CZE,2013,0.0,Peat and peat products
1770,1519,DEU,2013,0.0,Peat and peat products
1771,1520,DNK,2013,0.0,Peat and peat products
1772,1521,EST,2013,44.082,Peat and peat products
1774,1522,ESP,2013,0.0,Peat and peat products
1776,1523,FIN,2013,1350.351,Peat and peat products
1777,1524,FRA,2013,0.0,Peat and peat products
1778,1525,GEO,2013,0.0,Peat and peat products
1779,1526,HRV,2013,0.0,Peat and peat products
1780,1527,HUN,2013,0.0,Peat and peat products
1781,1528,IRL,2013,385.659,Peat and peat products
1782,1529,ISL,2013,0.0,Peat and peat products
1783,1530,ITA,2013,0.0,Peat and peat products
1784,1531,LTU,2013,40.954,Peat and peat products
1785,1532,LUX,2013,0.0,Peat and peat products
1786,1533,LVA,2013,1.92,Peat and peat products
1787,1534,MDA,2013,0.0,Peat and peat products
1788,1535,MNE,2013,0.0,Peat and peat products
1789,1536,MKD,2013,0.0,Peat and peat products
1790,1537,MLT,2013,0.0,Peat and peat products
1791,1538,NLD,2013,0.0,Peat and peat products
1792,1539,NOR,2013,0.0,Peat and peat products
1793,1540,POL,2013,0.0,Peat and peat products
1794,1541,PRT,2013,0.0,Peat and peat products
1795,1542,ROU,2013,7.978,Peat and peat products
1796,1543,SRB,2013,0.0,Peat and peat products
1797,1544,SWE,2013,230.805,Peat and peat products
1798,1545,SVN,2013,0.0,Peat and peat products
1799,1546,SVK,2013,0.0,Peat and peat products
1800,1547,TUR,2013,0.0,Peat and peat products
1801,1548,UKR,2013,115.227,Peat and peat products
1804,1549,ALB,2013,811.751,Renewables and biofuels
1805,1550,AUT,2013,10232.191,Renewables and biofuels
1807,1551,BEL,2013,3621.002,Renewables and biofuels
1808,1552,BGR,2013,1881.268,Renewables and biofuels
1809,1553,CYP,2013,139.768,Renewables and biofuels
1810,1554,CZE,2013,4130.887,Renewables and biofuels
1811,1555,DEU,2013,37632.136,Renewables and biofuels
1812,1556,DNK,2013,4455.349,Renewables and biofuels
1813,1557,EST,2013,851.138,Renewables and biofuels
1815,1558,ESP,2013,17716.015,Renewables and biofuels
1817,1559,FIN,2013,9861.519,Renewables and biofuels
1818,1560,FRA,2013,25268.494,Renewables and biofuels
1819,1561,GEO,2013,1207.756,Renewables and biofuels
1820,1562,HRV,2013,2097.312,Renewables and biofuels
1821,1563,HUN,2013,3111.544,Renewables and biofuels
1822,1564,IRL,2013,887.896,Renewables and biofuels
1823,1565,ISL,2013,5284.194,Renewables and biofuels
1824,1566,ITA,2013,26370.626,Renewables and biofuels
1825,1567,LTU,2013,1212.272,Renewables and biofuels
1826,1568,LUX,2013,154.861,Renewables and biofuels
1827,1569,LVA,2013,1611.375,Renewables and biofuels
1828,1570,MDA,2013,588.411,Renewables and biofuels
1829,1571,MNE,2013,382.937,Renewables and biofuels
1830,1572,MKD,2013,368.578,Renewables and biofuels
1831,1573,MLT,2013,12.715,Renewables and biofuels
1832,1574,NLD,2013,3517.454,Renewables and biofuels
1833,1575,NOR,2013,13178.833,Renewables and biofuels
1834,1576,POL,2013,8655.089,Renewables and biofuels
1835,1577,PRT,2013,5300.914,Renewables and biofuels
1836,1578,ROU,2013,5550.959,Renewables and biofuels
1837,1579,SRB,2013,1929.281,Renewables and biofuels
1838,1580,SWE,2013,18382.496,Renewables and biofuels
1839,1581,SVN,2013,1220.693,Renewables and biofuels
1840,1582,SVK,2013,1409.267,Renewables and biofuels
1841,1583,TUR,2013,13064.223,Renewables and biofuels
1842,1584,UKR,2013,3173.289,Renewables and biofuels
1845,1585,ALB,2013,0.0,Oil shale and oil sands
1846,1586,AUT,2013,0.0,Oil shale and oil sands
1848,1587,BEL,2013,0.0,Oil shale and oil sands
1849,1588,BGR,2013,0.0,Oil shale and oil sands
1850,1589,CYP,2013,0.0,Oil shale and oil sands
1851,1590,CZE,2013,0.0,Oil shale and oil sands
1852,1591,DEU,2013,0.0,Oil shale and oil sands
1853,1592,DNK,2013,0.0,Oil shale and oil sands
1854,1593,EST,2013,4098.315,Oil shale and oil sands
1856,1594,ESP,2013,0.0,Oil shale and oil sands
1858,1595,FIN,2013,0.0,Oil shale and oil sands
1859,1596,FRA,2013,0.0,Oil shale and oil sands
1860,1597,GEO,2013,0.0,Oil shale and oil sands
1861,1598,HRV,2013,0.0,Oil shale and oil sands
1862,1599,HUN,2013,0.0,Oil shale and oil sands
1863,1600,IRL,2013,0.0,Oil shale and oil sands
1864,1601,ISL,2013,0.0,Oil shale and oil sands
1865,1602,ITA,2013,0.0,Oil shale and oil sands
1866,1603,LTU,2013,0.0,Oil shale and oil sands
1867,1604,LUX,2013,0.0,Oil shale and oil sands
1868,1605,LVA,2013,0.0,Oil shale and oil sands
1869,1606,MDA,2013,0.0,Oil shale and oil sands
1870,1607,MNE,2013,0.0,Oil shale and oil sands
1871,1608,MKD,2013,0.0,Oil shale and oil sands
1872,1609,MLT,2013,0.0,Oil shale and oil sands
1873,1610,NLD,2013,0.0,Oil shale and oil sands
1874,1611,NOR,2013,0.0,Oil shale and oil sands
1875,1612,POL,2013,0.0,Oil shale and oil sands
1876,1613,PRT,2013,0.0,Oil shale and oil sands
1877,1614,ROU,2013,0.0,Oil shale and oil sands
1878,1615,SRB,2013,0.0,Oil shale and oil sands
1879,1616,SWE,2013,0.0,Oil shale and oil sands
1880,1617,SVN,2013,0.0,Oil shale and oil sands
1881,1618,SVK,2013,0.0,Oil shale and oil sands
1882,1619,TUR,2013,0.0,Oil shale and oil sands
1883,1620,UKR,2013,0.0,Oil shale and oil sands
1886,1621,ALB,2013,2343.73,Total
1887,1622,AUT,2013,33469.027,Total
1889,1623,BEL,2013,55212.594,Total
1890,1624,BGR,2013,16926.06,Total
1891,1625,CYP,2013,1955.962,Total
1892,1626,CZE,2013,43162.612,Total
1893,1627,DEU,2013,322440.619,Total
1894,1628,DNK,2013,17438.248,Total
1895,1629,EST,2013,5839.349,Total
1897,1630,ESP,2013,117058.321,Total
1899,1631,FIN,2013,32985.287,Total
1900,1632,FRA,2013,260588.51,Total
1901,1633,GEO,2013,4159.633,Total
1902,1634,HRV,2013,8434.858,Total
1903,1635,HUN,2013,23757.412,Total
1904,1636,IRL,2013,12779.63,Total
1905,1637,ISL,2013,5900.127,Total
1906,1638,ITA,2013,155390.152,Total
1907,1639,LTU,2013,6946.511,Total
1908,1640,LUX,2013,3966.254,Total
1909,1641,LVA,2013,4343.138,Total
1910,1642,MDA,2013,2538.526,Total
1911,1643,MNE,2013,981.322,Total
1912,1644,MKD,2013,2772.277,Total
1913,1645,MLT,2013,776.974,Total
1914,1646,NLD,2013,75618.986,Total
1915,1647,NOR,2013,31350.142,Total
1916,1648,POL,2013,97971.41,Total
1917,1649,PRT,2013,21463.211,Total
1918,1650,ROU,2013,31702.468,Total
1919,1651,SRB,2013,14895.691,Total
1920,1652,SWE,2013,49103.98,Total
1921,1653,SVN,2013,6756.874,Total
1922,1654,SVK,2013,16715.166,Total
1923,1655,TUR,2013,112932.727,Total
1924,1656,UKR,2013,116258.347,Total
1927,1657,ALB,2013,0.0,Non-renewable waste
1928,1658,AUT,2013,633.266,Non-renewable waste
1930,1659,BEL,2013,656.965,Non-renewable waste
1931,1660,BGR,2013,13.447,Non-renewable waste
1932,1661,CYP,2013,1.075,Non-renewable waste
1933,1662,CZE,2013,216.299,Non-renewable waste
1934,1663,DEU,2013,4107.361,Non-renewable waste
1935,1664,DNK,2013,402.614,Non-renewable waste
1936,1665,EST,2013,104.328,Non-renewable waste
1938,1666,ESP,2013,352.649,Non-renewable waste
1940,1667,FIN,2013,209.181,Non-renewable waste
1941,1668,FRA,2013,1653.443,Non-renewable waste
1942,1669,GEO,2013,0.0,Non-renewable waste
1943,1670,HRV,2013,8.742,Non-renewable waste
1944,1671,HUN,2013,83.142,Non-renewable waste
1945,1672,IRL,2013,61.39,Non-renewable waste
1946,1673,ISL,2013,0.0,Non-renewable waste
1947,1674,ITA,2013,1137.981,Non-renewable waste
1948,1675,LTU,2013,14.88,Non-renewable waste
1949,1676,LUX,2013,33.515,Non-renewable waste
1950,1677,LVA,2013,52.928,Non-renewable waste
1951,1678,MDA,2013,0.0,Non-renewable waste
1952,1679,MNE,2013,0.0,Non-renewable waste
1953,1680,MKD,2013,0.0,Non-renewable waste
1954,1681,MLT,2013,0.0,Non-renewable waste
1955,1682,NLD,2013,795.142,Non-renewable waste
1956,1683,NOR,2013,241.639,Non-renewable waste
1957,1684,POL,2013,451.013,Non-renewable waste
1958,1685,PRT,2013,169.533,Non-renewable waste
1959,1686,ROU,2013,40.986,Non-renewable waste
1960,1687,SRB,2013,0.287,Non-renewable waste
1961,1688,SWE,2013,572.776,Non-renewable waste
1962,1689,SVN,2013,25.533,Non-renewable waste
1963,1690,SVK,2013,125.514,Non-renewable waste
1964,1691,TUR,2013,4.395,Non-renewable waste
1965,1692,UKR,2013,0.0,Non-renewable waste
1968,1693,ALB,2014,86.449,Solid fossil fuels
1969,1694,AUT,2014,3049.524,Solid fossil fuels
1970,1695,BIH,2014,3657.915,Solid fossil fuels
1971,1696,BEL,2014,3476.418,Solid fossil fuels
1972,1697,BGR,2014,6357.28,Solid fossil fuels
1973,1698,CYP,2014,2.218,Solid fossil fuels
1974,1699,CZE,2014,15972.076,Solid fossil fuels
1975,1700,DEU,2014,79604.753,Solid fossil fuels
1976,1701,DNK,2014,2533.67,Solid fossil fuels
1977,1702,EST,2014,33.582,Solid fossil fuels
1979,1703,ESP,2014,11568.18,Solid fossil fuels
1981,1704,FIN,2014,3070.626,Solid fossil fuels
1982,1705,FRA,2014,9845.648,Solid fossil fuels
1983,1706,GEO,2014,290.868,Solid fossil fuels
1984,1707,HRV,2014,646.754,Solid fossil fuels
1985,1708,HUN,2014,2208.787,Solid fossil fuels
1986,1709,IRL,2014,1248.85,Solid fossil fuels
1987,1710,ISL,2014,86.743,Solid fossil fuels
1988,1711,ITA,2014,13058.829,Solid fossil fuels
1989,1712,LTU,2014,195.934,Solid fossil fuels
1990,1713,LUX,2014,52.088,Solid fossil fuels
1991,1714,LVA,2014,58.864,Solid fossil fuels
1992,1715,MDA,2014,92.673,Solid fossil fuels
1993,1716,MNE,2014,358.563,Solid fossil fuels
1994,1717,MKD,2014,1083.575,Solid fossil fuels
1995,1718,MLT,2014,0.0,Solid fossil fuels
1996,1719,NLD,2014,9006.792,Solid fossil fuels
1997,1720,NOR,2014,850.024,Solid fossil fuels
1998,1721,POL,2014,49272.847,Solid fossil fuels
1999,1722,PRT,2014,2680.395,Solid fossil fuels
2000,1723,ROU,2014,5727.532,Solid fossil fuels
2001,1724,SRB,2014,6261.011,Solid fossil fuels
2002,1725,SWE,2014,1932.97,Solid fossil fuels
2003,1726,SVN,2014,1048.665,Solid fossil fuels
2004,1727,SVK,2014,3424.027,Solid fossil fuels
2005,1728,TUR,2014,33884.132,Solid fossil fuels
2006,1729,UKR,2014,35508.976,Solid fossil fuels
2009,1730,ALB,2014,0.0,Manufactured gases
2010,1731,AUT,2014,0.0,Manufactured gases
2011,1732,BIH,2014,0.0,Manufactured gases
2012,1733,BEL,2014,0.0,Manufactured gases
2013,1734,BGR,2014,0.0,Manufactured gases
2014,1735,CYP,2014,0.0,Manufactured gases
2015,1736,CZE,2014,0.0,Manufactured gases
2016,1737,DEU,2014,0.0,Manufactured gases
2017,1738,DNK,2014,0.0,Manufactured gases
2018,1739,EST,2014,0.0,Manufactured gases
2020,1740,ESP,2014,0.0,Manufactured gases
2022,1741,FIN,2014,0.0,Manufactured gases
2023,1742,FRA,2014,0.0,Manufactured gases
2024,1743,GEO,2014,0.0,Manufactured gases
2025,1744,HRV,2014,0.0,Manufactured gases
2026,1745,HUN,2014,0.0,Manufactured gases
2027,1746,IRL,2014,0.0,Manufactured gases
2028,1747,ISL,2014,0.0,Manufactured gases
2029,1748,ITA,2014,0.0,Manufactured gases
2030,1749,LTU,2014,0.0,Manufactured gases
2031,1750,LUX,2014,0.0,Manufactured gases
2032,1751,LVA,2014,0.0,Manufactured gases
2033,1752,MDA,2014,0.0,Manufactured gases
2034,1753,MNE,2014,0.0,Manufactured gases
2035,1754,MKD,2014,0.0,Manufactured gases
2036,1755,MLT,2014,0.0,Manufactured gases
2037,1756,NLD,2014,0.0,Manufactured gases
2038,1757,NOR,2014,0.0,Manufactured gases
2039,1758,POL,2014,0.0,Manufactured gases
2040,1759,PRT,2014,0.0,Manufactured gases
2041,1760,ROU,2014,0.0,Manufactured gases
2042,1761,SRB,2014,0.0,Manufactured gases
2043,1762,SWE,2014,0.0,Manufactured gases
2044,1763,SVN,2014,0.0,Manufactured gases
2045,1764,SVK,2014,0.0,Manufactured gases
2046,1765,TUR,2014,0.0,Manufactured gases
2047,1766,UKR,2014,0.0,Manufactured gases
2050,1767,ALB,2014,263.715,Electricity
2051,1768,AUT,2014,797.483,Electricity
2052,1769,BIH,2014,-243.852,Electricity
2053,1770,BEL,2014,1513.586,Electricity
2054,1771,BGR,2014,-812.984,Electricity
2055,1772,CYP,2014,0.0,Electricity
2056,1773,CZE,2014,-1401.548,Electricity
2057,1774,DEU,2014,-2913.586,Electricity
2058,1775,DNK,2014,245.486,Electricity
2059,1776,EST,2014,-236.801,Electricity
2061,1777,ESP,2014,-292.863,Electricity
2063,1778,FIN,2014,1544.884,Electricity
2064,1779,FRA,2014,-5777.3,Electricity
2065,1780,GEO,2014,21.41,Electricity
2066,1781,HRV,2014,339.897,Electricity
2067,1782,HUN,2014,1151.333,Electricity
2068,1783,IRL,2014,184.786,Electricity
2069,1784,ISL,2014,0.0,Electricity
2070,1785,ITA,2014,3758.899,Electricity
2071,1786,LTU,2014,655.46,Electricity
2072,1787,LUX,2014,420.79,Electricity
2073,1788,LVA,2014,199.226,Electricity
2074,1789,MDA,2014,287.36,Electricity
2075,1790,MNE,2014,22.442,Electricity
2076,1791,MKD,2014,254.514,Electricity
2077,1792,MLT,2014,0.0,Electricity
2078,1793,NLD,2014,1266.294,Electricity
2079,1794,NOR,2014,-1340.069,Electricity
2080,1795,POL,2014,186.242,Electricity
2081,1796,PRT,2014,77.644,Electricity
2082,1797,ROU,2014,-612.726,Electricity
2083,1798,SRB,2014,134.394,Electricity
2084,1799,SWE,2014,-1343.336,Electricity
2085,1800,SVN,2014,-235.856,Electricity
2086,1801,SVK,2014,94.755,Electricity
2087,1802,TUR,2014,452.021,Electricity
2088,1803,UKR,2014,-725.193,Electricity
2091,1804,ALB,2014,24.828,Natural gas
2092,1805,AUT,2014,6467.428,Natural gas
2093,1806,BIH,2014,151.827,Natural gas
2094,1807,BEL,2014,12684.17,Natural gas
2095,1808,BGR,2014,2362.603,Natural gas
2096,1809,CYP,2014,0.0,Natural gas
2097,1810,CZE,2014,6182.115,Natural gas
2098,1811,DEU,2014,63374.143,Natural gas
2099,1812,DNK,2014,2804.025,Natural gas
2100,1813,EST,2014,435.555,Natural gas
2102,1814,ESP,2014,23666.644,Natural gas
2104,1815,FIN,2014,2513.221,Natural gas
2105,1816,FRA,2014,32595.314,Natural gas
2106,1817,GEO,2014,1883.779,Natural gas
2107,1818,HRV,2014,2019.411,Natural gas
2108,1819,HUN,2014,6981.621,Natural gas
2109,1820,IRL,2014,3732.229,Natural gas
2110,1821,ISL,2014,0.0,Natural gas
2111,1822,ITA,2014,50706.083,Natural gas
2112,1823,LTU,2014,2064.51,Natural gas
2113,1824,LUX,2014,843.161,Natural gas
2114,1825,LVA,2014,1081.642,Natural gas
2115,1826,MDA,2014,765.563,Natural gas
2116,1827,MNE,2014,0.0,Natural gas
2117,1828,MKD,2014,111.156,Natural gas
2118,1829,MLT,2014,0.0,Natural gas
2119,1830,NLD,2014,29102.733,Natural gas
2120,1831,NOR,2014,5727.762,Natural gas
2121,1832,POL,2014,13404.428,Natural gas
2122,1833,PRT,2014,3473.345,Natural gas
2123,1834,ROU,2014,9349.205,Natural gas
2124,1835,SRB,2014,1608.952,Natural gas
2125,1836,SWE,2014,794.046,Natural gas
2126,1837,SVN,2014,626.01,Natural gas
2127,1838,SVK,2014,3772.334,Natural gas
2128,1839,TUR,2014,40204.536,Natural gas
2129,1840,UKR,2014,33450.301,Natural gas
2132,1841,ALB,2014,0.0,Heat
2133,1842,AUT,2014,4.579,Heat
2134,1843,BIH,2014,0.0,Heat
2135,1844,BEL,2014,306.333,Heat
2136,1845,BGR,2014,41.698,Heat
2137,1846,CYP,2014,0.0,Heat
2138,1847,CZE,2014,5.704,Heat
2139,1848,DEU,2014,-3.368,Heat
2140,1849,DNK,2014,3.368,Heat
2141,1850,EST,2014,0.0,Heat
2143,1851,ESP,2014,0.0,Heat
2145,1852,FIN,2014,155.049,Heat
2146,1853,FRA,2014,0.0,Heat
2147,1854,GEO,2014,0.0,Heat
2148,1855,HRV,2014,0.0,Heat
2149,1856,HUN,2014,0.0,Heat
2150,1857,IRL,2014,0.0,Heat
2151,1858,ISL,2014,0.0,Heat
2152,1859,ITA,2014,0.0,Heat
2153,1860,LTU,2014,300.506,Heat
2154,1861,LUX,2014,0.0,Heat
2155,1862,LVA,2014,0.0,Heat
2156,1863,MDA,2014,0.0,Heat
2157,1864,MNE,2014,0.0,Heat
2158,1865,MKD,2014,0.0,Heat
2159,1866,MLT,2014,0.0,Heat
2160,1867,NLD,2014,0.0,Heat
2161,1868,NOR,2014,135.392,Heat
2162,1869,POL,2014,51.825,Heat
2163,1870,PRT,2014,2.517,Heat
2164,1871,ROU,2014,0.0,Heat
2165,1872,SRB,2014,0.0,Heat
2166,1873,SWE,2014,0.0,Heat
2167,1874,SVN,2014,0.0,Heat
2168,1875,SVK,2014,1.767,Heat
2169,1876,TUR,2014,0.0,Heat
2170,1877,UKR,2014,745.199,Heat
2173,1878,ALB,2014,0.0,Nuclear heat
2174,1879,AUT,2014,0.0,Nuclear heat
2175,1880,BIH,2014,0.0,Nuclear heat
2176,1881,BEL,2014,8176.237,Nuclear heat
2177,1882,BGR,2014,4046.7,Nuclear heat
2178,1883,CYP,2014,0.0,Nuclear heat
2179,1884,CZE,2014,7630.766,Nuclear heat
2180,1885,DEU,2014,25010.7,Nuclear heat
2181,1886,DNK,2014,0.0,Nuclear heat
2182,1887,EST,2014,0.0,Nuclear heat
2184,1888,ESP,2014,14931.1,Nuclear heat
2186,1889,FIN,2014,5688.5,Nuclear heat
2187,1890,FRA,2014,113747.77,Nuclear heat
2188,1891,GEO,2014,0.0,Nuclear heat
2189,1892,HRV,2014,0.0,Nuclear heat
2190,1893,HUN,2014,3937.414,Nuclear heat
2191,1894,IRL,2014,0.0,Nuclear heat
2192,1895,ISL,2014,0.0,Nuclear heat
2193,1896,ITA,2014,0.0,Nuclear heat
2194,1897,LTU,2014,0.0,Nuclear heat
2195,1898,LUX,2014,0.0,Nuclear heat
2196,1899,LVA,2014,0.0,Nuclear heat
2197,1900,MDA,2014,0.0,Nuclear heat
2198,1901,MNE,2014,0.0,Nuclear heat
2199,1902,MKD,2014,0.0,Nuclear heat
2200,1903,MLT,2014,0.0,Nuclear heat
2201,1904,NLD,2014,941.3,Nuclear heat
2202,1905,NOR,2014,0.0,Nuclear heat
2203,1906,POL,2014,0.0,Nuclear heat
2204,1907,PRT,2014,0.0,Nuclear heat
2205,1908,ROU,2014,2941.2,Nuclear heat
2206,1909,SRB,2014,0.0,Nuclear heat
2207,1910,SWE,2014,16362.0,Nuclear heat
2208,1911,SVN,2014,1499.459,Nuclear heat
2209,1912,SVK,2014,4053.0,Nuclear heat
2210,1913,TUR,2014,0.0,Nuclear heat
2211,1914,UKR,2014,23270.665,Nuclear heat
2214,1915,ALB,2014,1334.483,Oil and petroleum products (excluding biofuel portion)
2215,1916,AUT,2014,11239.348,Oil and petroleum products (excluding biofuel portion)
2216,1917,BIH,2014,1474.343,Oil and petroleum products (excluding biofuel portion)
2217,1918,BEL,2014,21997.563,Oil and petroleum products (excluding biofuel portion)
2218,1919,BGR,2014,3836.227,Oil and petroleum products (excluding biofuel portion)
2219,1920,CYP,2014,1857.156,Oil and petroleum products (excluding biofuel portion)
2220,1921,CZE,2014,8811.363,Oil and petroleum products (excluding biofuel portion)
2221,1922,DEU,2014,101723.81,Oil and petroleum products (excluding biofuel portion)
2222,1923,DNK,2014,5767.986,Oil and petroleum products (excluding biofuel portion)
2223,1924,EST,2014,409.594,Oil and petroleum products (excluding biofuel portion)
2225,1925,ESP,2014,46210.973,Oil and petroleum products (excluding biofuel portion)
2227,1926,FIN,2014,8809.252,Oil and petroleum products (excluding biofuel portion)
2228,1927,FRA,2014,74782.638,Oil and petroleum products (excluding biofuel portion)
