index,country,year,month,indicator,gwh
240,FRA,2008,1,Consumption,0.0007749492945726243
241,FRA,2008,1,Imports,1.2395212304202244e-05
242,FRA,2008,2,Consumption,0.0007032807362122368
243,FRA,2008,2,Imports,8.061547851981159e-06
244,FRA,2008,3,Consumption,0.0007239083576909092
245,FRA,2008,3,Imports,1.421255546158528e-05
246,FRA,2008,4,Consumption,0.0006433239448660956
247,FRA,2008,4,Imports,9.210978566907182e-06
248,FRA,2008,5,Consumption,0.0005496142759046269
249,FRA,2008,5,Imports,4.877314114686096e-06
250,FRA,2008,6,Consumption,0.0005403411659477236
251,FRA,2008,6,Imports,6.927649984554136e-06
252,FRA,2008,7,Consumption,0.000556852582839161
253,FRA,2008,7,Imports,9.987620941857197e-06
254,FRA,2008,8,Consumption,0.0005105336315971421
255,FRA,2008,8,Imports,7.906219376991155e-06
256,FRA,2008,9,Consumption,0.0005535440863218739
257,FRA,2008,9,Imports,1.3637840104122268e-05
258,FRA,2008,10,Consumption,0.0006298880317794604
259,FRA,2008,10,Imports,2.4510833353422484e-05
260,FRA,2008,11,Consumption,0.0006881517427482105
261,FRA,2008,11,Imports,1.4600876649060287e-05
262,FRA,2008,12,Consumption,0.0008012308725409327
263,FRA,2008,12,Imports,2.166832226110543e-05
264,HUN,2008,1,Consumption,0.00037646236551855774
265,HUN,2008,1,Imports,0.00014145979334118867
266,HUN,2008,2,Consumption,0.0003456799175309329
267,HUN,2008,2,Imports,0.00013209555350029309
268,HUN,2008,3,Consumption,0.00034986393958750324
269,HUN,2008,3,Imports,0.00011555870441956258
270,HUN,2008,4,Consumption,0.0003303385033235082
271,HUN,2008,4,Imports,0.00010001805106658692
272,HUN,2008,5,Consumption,0.0003307369816146101
273,HUN,2008,5,Imports,0.00010001805106658692
274,HUN,2008,6,Consumption,0.0003357179602533844
275,HUN,2008,6,Imports,7.989489736593895e-05
276,HUN,2008,7,Consumption,0.00034508220009428
277,HUN,2008,7,Imports,9.971919234826046e-05
278,HUN,2008,8,Consumption,0.00033153393819681403
279,HUN,2008,8,Imports,8.965761549793648e-05
280,HUN,2008,9,Consumption,0.00033521986238950696
281,HUN,2008,9,Imports,8.846218062463066e-05
282,HUN,2008,10,Consumption,0.0003482700264230955
283,HUN,2008,10,Imports,0.00010091462722156629
284,HUN,2008,11,Consumption,0.00034318942821154574
285,HUN,2008,11,Imports,8.627055002357e-05
286,HUN,2008,12,Consumption,0.000338308069145547
287,HUN,2008,12,Imports,8.049261480259187e-05
288,IRL,2008,1,Consumption,0.0005915968303239705
289,IRL,2008,1,Imports,8.24137150677218e-06
290,IRL,2008,2,Consumption,0.0005510581921014696
291,IRL,2008,2,Imports,1.536904416127785e-05
292,IRL,2008,3,Consumption,0.0005633088794764012
293,IRL,2008,3,Imports,2.6283292913489656e-05
294,IRL,2008,4,Consumption,0.0005265568173516063
295,IRL,2008,4,Imports,3.1406307633915606e-05
296,IRL,2008,5,Consumption,0.0004967096881108638
297,IRL,2008,5,Imports,1.8041921406717474e-05
298,IRL,2008,6,Consumption,0.00046730803841102793
299,IRL,2008,6,Imports,6.904932884052367e-06
300,IRL,2008,7,Consumption,0.00048601817912910533
301,IRL,2008,7,Imports,1.3141646456744828e-05
302,IRL,2008,8,Consumption,0.0004822316030313992
303,IRL,2008,8,Imports,1.3141646456744828e-05
304,IRL,2008,9,Consumption,0.0004893592756859049
305,IRL,2008,9,Imports,1.2918906686291526e-05
306,IRL,2008,10,Consumption,0.0005089603754857955
307,IRL,2008,10,Imports,3.1183567863462305e-06
308,IRL,2008,11,Consumption,0.0005470488762333102
309,IRL,2008,11,Imports,2.0046579340797195e-06
310,IRL,2008,12,Consumption,0.0005751140873104262
311,IRL,2008,12,Imports,1.7150962324904266e-05
312,ITA,2008,1,Consumption,0.0005023736573089537
313,ITA,2008,1,Imports,6.607540371400205e-05
314,ITA,2008,2,Consumption,0.00048034285637935586
315,ITA,2008,2,Imports,6.389952214070844e-05
316,ITA,2008,3,Consumption,0.0004809548230718447
317,ITA,2008,3,Imports,6.537844164755645e-05
318,ITA,2008,4,Consumption,0.0004564931544470829
319,ITA,2008,4,Imports,6.308356655072335e-05
320,ITA,2008,5,Consumption,0.00046293580379300697
321,ITA,2008,5,Imports,6.872725938145365e-05
322,ITA,2008,6,Consumption,0.0004756511117369415
323,ITA,2008,6,Imports,5.116721512198256e-05
324,ITA,2008,7,Consumption,0.0005357088429748034
325,ITA,2008,7,Imports,6.490246755339847e-05
326,ITA,2008,8,Consumption,0.00044874157634222444
327,ITA,2008,8,Imports,4.834536870661741e-05
328,ITA,2008,9,Consumption,0.00048731247704381195
329,ITA,2008,9,Imports,5.217016053467258e-05
330,ITA,2008,10,Consumption,0.0004808698276978879
331,ITA,2008,10,Imports,5.2595137404456486e-05
332,ITA,2008,11,Consumption,0.0004552522219873139
333,ITA,2008,11,Imports,6.553143332067866e-05
334,ITA,2008,12,Consumption,0.0004526853616938191
335,ITA,2008,12,Imports,6.933922607394248e-05
336,LTU,2008,1,Consumption,0.0003220530349433796
337,LTU,2008,1,Imports,0.00015883780752547268
338,LTU,2008,2,Consumption,0.0002860956572555266
339,LTU,2008,2,Imports,0.00012131706559032164
340,LTU,2008,3,Consumption,0.00028703367580390536
341,LTU,2008,3,Imports,0.0001272578497300539
342,LTU,2008,4,Consumption,0.0002673352862879511
343,LTU,2008,4,Imports,0.00012506913978383675
344,LTU,2008,5,Consumption,0.00024982560671821393
345,LTU,2008,5,Imports,0.00011068618870869552
346,LTU,2008,6,Consumption,0.000238256711288209
347,LTU,2008,6,Imports,0.0001425788193535739
348,LTU,2008,7,Consumption,0.00025263966236335023
349,LTU,2008,7,Imports,0.00013257328817086695
350,LTU,2008,8,Consumption,0.0002523269895138906
351,LTU,2008,8,Imports,0.0002470115510730776
352,LTU,2008,9,Consumption,0.0002651465763417339
353,LTU,2008,9,Imports,0.0002263751430087445
354,LTU,2008,10,Consumption,0.00028171823736309226
355,LTU,2008,10,Imports,0.00013663803521384165
356,LTU,2008,11,Consumption,0.0002889097129006629
357,LTU,2008,11,Imports,0.00010755946021409961
358,LTU,2008,12,Consumption,0.0002901604042985013
359,LTU,2008,12,Imports,0.00013038457822464982
360,LUX,2008,1,Consumption,0.001266755346362427
361,LUX,2008,1,Imports,0.001254476619257137
362,LUX,2008,2,Consumption,0.0011992223472833317
363,LUX,2008,2,Imports,0.0011910365292131383
364,LUX,2008,3,Consumption,0.0012565230737746854
365,LUX,2008,3,Imports,0.0012381049831167502
366,LUX,2008,4,Consumption,0.0012115010743886218
367,LUX,2008,4,Imports,0.0012299191650465568
368,LUX,2008,5,Consumption,0.0011685255295201065
369,LUX,2008,5,Imports,0.0013076844367133941
370,LUX,2008,6,Consumption,0.0011214570756164944
371,LUX,2008,6,Imports,0.0012503837102220403
372,LUX,2008,7,Consumption,0.0011746648930727516
373,LUX,2008,7,Imports,0.0012994986186432007
374,LUX,2008,8,Consumption,0.0010314130768443671
375,LUX,2008,8,Imports,0.0010743886217128825
376,LUX,2008,9,Consumption,0.001088713803335721
377,LUX,2008,9,Imports,0.0010825744397830758
378,LUX,2008,10,Consumption,0.0011275964391691394
379,LUX,2008,10,Imports,0.0010907602578532692
380,LUX,2008,11,Consumption,0.0010048091681162385
381,LUX,2008,11,Imports,0.0009966233500460452
382,LUX,2008,12,Consumption,0.0009209045328967564
383,LUX,2008,12,Imports,0.0009618336232477233
384,LVA,2008,1,Consumption,0.00035640112027527396
385,LVA,2008,1,Imports,0.00022229142037787704
386,LVA,2008,2,Consumption,0.0003201180165359097
387,LVA,2008,2,Imports,0.00018830471560935864
388,LVA,2008,3,Consumption,0.0003201180165359097
389,LVA,2008,3,Imports,0.00012492410401401355
390,LVA,2008,4,Consumption,0.0002806199542373613
391,LVA,2008,4,Imports,0.00011252354957144603
392,LVA,2008,5,Consumption,0.0002581152443230721
393,LVA,2008,5,Imports,0.00018233407828515948
394,LVA,2008,6,Consumption,0.00023882549296796708
395,LVA,2008,6,Imports,0.00017406704199011446
396,LVA,2008,7,Consumption,0.0002493889282338579
397,LVA,2008,7,Imports,0.00021356510428866286
398,LVA,2008,8,Consumption,0.00025627812514639545
399,LVA,2008,8,Imports,0.00020392022861111033
400,LVA,2008,9,Consumption,0.0002709750785598088
401,LVA,2008,9,Imports,0.00022091358099536954
402,LVA,2008,10,Consumption,0.00029899114600412803
403,LVA,2008,10,Imports,0.00021035014572947869
404,LVA,2008,11,Consumption,0.0003077174620933422
405,LVA,2008,11,Imports,0.00018325263787349782
406,LVA,2008,12,Consumption,0.0003265479336542781
407,LVA,2008,12,Imports,0.00018325263787349782
408,NLD,2008,1,Consumption,0.0006538529805522975
409,NLD,2008,1,Imports,0.00013821331951970354
410,NLD,2008,2,Consumption,0.0005915870592200597
411,NLD,2008,2,Imports,0.00011437714650970628
412,NLD,2008,3,Consumption,0.0006339084276255651
413,NLD,2008,3,Imports,0.00014921930756768697
414,NLD,2008,4,Consumption,0.0005588123213313134
415,NLD,2008,4,Imports,0.00012653845926990896
416,NLD,2008,5,Consumption,0.0005661699155512361
417,NLD,2008,5,Imports,0.00014447639559120792
418,NLD,2008,6,Consumption,0.0005606973248091449
419,NLD,2008,6,Imports,0.00013772686700929543
420,NLD,2008,7,Consumption,0.0005620350692127673
421,NLD,2008,7,Imports,0.00012957878745995964
422,NLD,2008,8,Consumption,0.0005639200726905986
423,NLD,2008,8,Imports,0.00014186171334776437
424,NLD,2008,9,Consumption,0.0005769326773440155
425,NLD,2008,9,Imports,0.00011437714650970628
426,NLD,2008,10,Consumption,0.0006183419472925056
427,NLD,2008,10,Imports,9.5040659220984e-05
428,NLD,2008,11,Consumption,0.0006349421392101823
429,NLD,2008,11,Imports,0.00010568180788616135
430,NLD,2008,12,Consumption,0.0006545826593179096
431,NLD,2008,12,Imports,0.00012361974420746033
432,POL,2008,1,Consumption,0.0003404522386033023
433,POL,2008,1,Imports,2.643881791310699e-05
434,POL,2008,2,Consumption,0.00031060365250695733
435,POL,2008,2,Imports,2.5232284555961234e-05
436,POL,2008,3,Consumption,0.00031393473373212056
437,POL,2008,3,Imports,2.491753672366234e-05
438,POL,2008,4,Consumption,0.0002956006725007101
439,POL,2008,4,Imports,1.83340612314105e-05
440,POL,2008,5,Consumption,0.00028044031857831343
441,POL,2008,5,Imports,1.5291498852521204e-05
442,POL,2008,6,Consumption,0.00027606007791215384
443,POL,2008,6,Imports,1.177681472518357e-05
444,POL,2008,7,Consumption,0.0002848467882304979
445,POL,2008,7,Imports,1.8412748189485223e-05
446,POL,2008,8,Consumption,0.0002826960113764555
447,POL,2008,8,Imports,1.3953820565250912e-05
448,POL,2008,9,Consumption,0.00029389578840909107
449,POL,2008,9,Imports,1.5265269866496297e-05
450,POL,2008,10,Consumption,0.00031592813667001356
451,POL,2008,10,Imports,2.0484838085452934e-05
452,POL,2008,11,Consumption,0.00030467590166532814
453,POL,2008,11,Imports,1.843897717551013e-05
454,POL,2008,12,Consumption,0.0003159543656560385
455,POL,2008,12,Imports,1.3901362593201095e-05
456,PRT,2008,1,Consumption,0.0003555538044115002
