Date,AT,BE,HR,CY,DK,EE,FI,FR,DE,IE,IT,LV,LU,NL,NO,PL,RO,ES,SE,CH,GB
1913-09,12.0,,17.0,,13.0,12.0,7.0,19.0,13.0,12.0,20.0,13.0,,14.0,10.0,,18.0,20.0,10.0,11.0,14.0
1913-10,9.0,,13.0,,9.0,6.0,-2.0,17.0,10.0,10.0,16.0,7.0,,11.0,5.0,,12.0,16.0,5.0,9.0,11.0
1913-11,5.0,,9.0,,8.0,4.0,-3.0,13.0,7.0,8.0,11.0,5.0,,9.0,3.0,,7.0,13.0,3.0,5.0,8.0
1913-12,-0.0,,3.0,,4.0,-1.0,-12.0,7.0,2.0,5.0,5.0,-0.0,,5.0,-4.0,,2.0,7.0,-4.0,-0.0,5.0
1914-01,-6.0,,-3.0,,1.0,-5.0,-14.0,3.0,-3.0,5.0,2.0,-3.0,,0.0,-5.0,,-5.0,4.0,-4.0,-4.0,3.0
1914-02,-1.0,,1.0,,4.0,-0.0,-12.0,9.0,4.0,7.0,7.0,1.0,,6.0,-0.0,,-2.0,10.0,-1.0,1.0,7.0
1914-03,4.0,,8.0,,3.0,-1.0,-9.0,10.0,5.0,6.0,11.0,1.0,,6.0,-1.0,,8.0,12.0,-2.0,3.0,6.0
1914-04,9.0,,12.0,,8.0,4.0,-1.0,14.0,10.0,9.0,15.0,5.0,,10.0,4.0,,12.0,15.0,5.0,8.0,10.0
1914-05,11.0,,15.0,,10.0,10.0,4.0,15.0,11.0,10.0,17.0,11.0,,11.0,6.0,,16.0,16.0,8.0,9.0,10.0
1914-06,14.0,,18.0,,15.0,15.0,11.0,18.0,15.0,13.0,21.0,16.0,,14.0,12.0,,19.0,19.0,14.0,12.0,14.0
1914-07,16.0,,20.0,,18.0,21.0,16.0,21.0,18.0,15.0,24.0,22.0,,18.0,17.0,,22.0,22.0,19.0,14.0,16.0
1914-08,17.0,,21.0,,17.0,15.0,11.0,21.0,18.0,15.0,24.0,15.0,,17.0,14.0,,21.0,22.0,15.0,15.0,16.0
1914-09,12.0,,16.0,,13.0,11.0,7.0,18.0,13.0,13.0,20.0,12.0,,14.0,10.0,,16.0,21.0,10.0,11.0,13.0
1914-10,7.0,,11.0,,9.0,4.0,0.0,14.0,8.0,10.0,14.0,5.0,,10.0,5.0,,10.0,16.0,5.0,7.0,11.0
1914-11,2.0,,6.0,,5.0,1.0,-6.0,10.0,4.0,6.0,9.0,1.0,,6.0,-0.0,,3.0,10.0,-0.0,2.0,7.0
1914-12,0.0,,6.0,,3.0,1.0,-7.0,9.0,4.0,4.0,6.0,2.0,,5.0,-2.0,,1.0,9.0,-0.0,1.0,5.0
1915-01,-1.0,,3.0,,0.0,-6.0,-15.0,6.0,0.0,4.0,4.0,-4.0,,3.0,-5.0,,3.0,7.0,-7.0,-2.0,4.0
1915-02,-1.0,,4.0,,1.0,-4.0,-12.0,7.0,1.0,5.0,5.0,-3.0,,3.0,-3.0,,3.0,8.0,-4.0,-1.0,4.0
1915-03,2.0,,6.0,,1.0,-6.0,-13.0,10.0,2.0,6.0,10.0,-5.0,,4.0,-3.0,,5.0,11.0,-5.0,2.0,5.0
1915-04,7.0,,11.0,,6.0,3.0,-2.0,12.0,7.0,8.0,13.0,4.0,,7.0,3.0,,11.0,12.0,3.0,5.0,8.0
1915-05,14.0,,17.0,,9.0,8.0,3.0,18.0,13.0,10.0,19.0,9.0,,12.0,6.0,,16.0,18.0,6.0,13.0,10.0
1915-06,17.0,,20.0,,13.0,13.0,9.0,21.0,18.0,13.0,22.0,14.0,,15.0,10.0,,21.0,21.0,11.0,15.0,14.0
1915-07,16.0,,21.0,,14.0,18.0,17.0,21.0,17.0,14.0,24.0,17.0,,16.0,13.0,,22.0,23.0,15.0,15.0,15.0
1915-08,15.0,,20.0,,15.0,15.0,11.0,21.0,16.0,14.0,23.0,,,16.0,13.0,,20.0,24.0,14.0,14.0,15.0
1915-09,11.0,,15.0,,12.0,10.0,5.0,18.0,12.0,13.0,19.0,11.0,,14.0,8.0,,16.0,20.0,9.0,10.0,14.0
1915-10,6.0,,10.0,,7.0,2.0,-1.0,13.0,6.0,9.0,13.0,3.0,,8.0,3.0,,11.0,15.0,3.0,5.0,9.0
1915-11,-0.0,,6.0,,3.0,-2.0,-11.0,9.0,2.0,4.0,8.0,-1.0,,3.0,-2.0,,5.0,11.0,-2.0,0.0,4.0
1915-12,2.0,,8.0,,0.0,-9.0,-22.0,10.0,3.0,6.0,7.0,-7.0,,5.0,-9.0,,4.0,10.0,-10.0,3.0,5.0
1916-01,2.0,,4.0,,4.0,-4.0,-11.0,9.0,4.0,8.0,5.0,-4.0,,6.0,-2.0,,2.0,8.0,-3.0,1.0,7.0
1916-02,-0.0,,4.0,,1.0,-4.0,-10.0,8.0,1.0,4.0,7.0,-4.0,,3.0,-3.0,,2.0,9.0,-4.0,-0.0,4.0
1916-03,5.0,,10.0,,0.0,-4.0,-11.0,10.0,4.0,4.0,11.0,-2.0,,4.0,-3.0,,9.0,11.0,-4.0,2.0,3.0
1916-04,8.0,,12.0,,7.0,5.0,-2.0,13.0,9.0,7.0,14.0,6.0,,9.0,3.0,,11.0,13.0,3.0,6.0,8.0
1916-05,13.0,,16.0,,10.0,9.0,2.0,17.0,13.0,10.0,19.0,10.0,,13.0,7.0,,16.0,18.0,7.0,11.0,11.0
1916-06,14.0,,20.0,,12.0,13.0,10.0,19.0,13.0,11.0,22.0,14.0,,12.0,11.0,,21.0,20.0,12.0,12.0,12.0
1916-07,16.0,,22.0,,16.0,18.0,17.0,22.0,16.0,15.0,24.0,18.0,,15.0,15.0,,23.0,23.0,16.0,15.0,15.0
1916-08,16.0,,20.0,,14.0,13.0,10.0,22.0,16.0,16.0,24.0,13.0,,16.0,12.0,,21.0,25.0,13.0,15.0,17.0
1916-09,11.0,,15.0,,11.0,9.0,5.0,18.0,12.0,13.0,18.0,9.0,,14.0,8.0,,15.0,19.0,9.0,10.0,13.0
1916-10,8.0,,12.0,,8.0,4.0,-3.0,14.0,9.0,11.0,15.0,4.0,,10.0,3.0,,12.0,16.0,3.0,7.0,10.0
1916-11,4.0,,9.0,,6.0,3.0,-3.0,11.0,5.0,7.0,10.0,2.0,,6.0,2.0,,,12.0,2.0,3.0,7.0
1916-12,1.0,,7.0,,2.0,-3.0,-10.0,9.0,2.0,3.0,7.0,-3.0,,3.0,-3.0,,,9.0,-3.0,-0.0,2.0
1917-01,-4.0,,3.0,,-2.0,-9.0,-16.0,4.0,-2.0,3.0,2.0,,,-0.0,-9.0,,,6.0,-9.0,-3.0,2.0
1917-02,-5.0,,-2.0,,-1.0,-12.0,-16.0,6.0,-3.0,3.0,2.0,,,-2.0,-5.0,,,8.0,-7.0,-3.0,1.0
1917-03,1.0,,5.0,,-1.0,-11.0,-15.0,8.0,-0.0,5.0,7.0,,,2.0,-5.0,,,10.0,-6.0,0.0,3.0
1917-04,4.0,,10.0,,3.0,2.0,-4.0,10.0,5.0,6.0,12.0,,,4.0,-0.0,,,12.0,0.0,3.0,5.0
1917-05,14.0,,17.0,,10.0,8.0,1.0,17.0,15.0,12.0,19.0,,,14.0,6.0,,,18.0,7.0,13.0,12.0
1917-06,17.0,,21.0,,16.0,19.0,12.0,20.0,19.0,13.0,23.0,,,18.0,13.0,,,21.0,15.0,16.0,15.0
1917-07,18.0,,22.0,,16.0,16.0,12.0,21.0,18.0,15.0,24.0,,,17.0,13.0,,,24.0,15.0,16.0,16.0
1917-08,17.0,,22.0,,17.0,18.0,15.0,20.0,17.0,15.0,25.0,,,16.0,15.0,,23.0,23.0,17.0,14.0,15.0
1917-09,15.0,,19.0,,14.0,11.0,6.0,20.0,15.0,13.0,22.0,,,15.0,9.0,,18.0,23.0,11.0,14.0,14.0
1917-10,7.0,,13.0,,8.0,7.0,3.0,13.0,7.0,8.0,14.0,,,8.0,4.0,,14.0,15.0,6.0,5.0,8.0
1917-11,3.0,,7.0,,6.0,2.0,-6.0,10.0,5.0,9.0,8.0,,,7.0,0.0,,8.0,11.0,1.0,2.0,8.0
1917-12,-4.0,,1.0,,2.0,-5.0,-12.0,4.0,-2.0,4.0,4.0,,,1.0,-4.0,,-1.0,6.0,-4.0,-4.0,3.0
1918-01,-2.0,,3.0,,0.0,-7.0,-20.0,7.0,1.0,5.0,3.0,,,3.0,-7.0,,1.0,8.0,-8.0,-1.0,3.0
1918-02,-0.0,,2.0,,1.0,-5.0,-11.0,8.0,2.0,8.0,6.0,,,4.0,-3.0,,1.0,9.0,-3.0,-0.0,6.0
1918-03,4.0,,7.0,,3.0,-3.0,-5.0,9.0,4.0,6.0,9.0,,,5.0,-1.0,,6.0,10.0,-1.0,2.0,6.0
1918-04,9.0,,13.0,,6.0,7.0,-0.0,11.0,9.0,7.0,12.0,,,8.0,3.0,,12.0,12.0,3.0,6.0,7.0
1918-05,13.0,,16.0,,11.0,9.0,4.0,16.0,14.0,11.0,18.0,,,14.0,8.0,,15.0,17.0,9.0,12.0,12.0
1918-06,13.0,,17.0,,12.0,13.0,11.0,18.0,13.0,13.0,20.0,,,14.0,10.0,,18.0,20.0,12.0,12.0,13.0
1918-07,16.0,,21.0,,15.0,18.0,15.0,21.0,17.0,14.0,24.0,,,16.0,14.0,,22.0,23.0,16.0,16.0,15.0
1918-08,16.0,,20.0,,15.0,14.0,10.0,21.0,16.0,15.0,24.0,,,16.0,13.0,,21.0,24.0,14.0,15.0,16.0
1918-09,14.0,,20.0,,12.0,11.0,6.0,19.0,13.0,13.0,22.0,,,13.0,8.0,,19.0,22.0,9.0,13.0,12.0
1918-10,7.0,,10.0,,10.0,8.0,2.0,13.0,8.0,9.0,13.0,,,10.0,6.0,,14.0,14.0,6.0,6.0,9.0
1918-11,2.0,,4.0,,5.0,2.0,-1.0,11.0,3.0,6.0,8.0,,,5.0,2.0,,5.0,12.0,3.0,2.0,6.0
1918-12,1.0,,2.0,,4.0,-4.0,-9.0,10.0,4.0,7.0,6.0,,,6.0,-3.0,,2.0,11.0,-3.0,2.0,7.0
1919-01,-0.0,,3.0,,2.0,-5.0,-10.0,7.0,1.0,4.0,6.0,,,2.0,-3.0,,2.0,7.0,-3.0,-1.0,3.0
1919-02,-2.0,,0.0,,-1.0,-7.0,-18.0,7.0,-0.0,4.0,5.0,,,1.0,-7.0,,-1.0,10.0,-6.0,-1.0,2.0
1919-03,3.0,,7.0,,1.0,-5.0,-9.0,10.0,3.0,4.0,10.0,,,4.0,-3.0,,6.0,12.0,-3.0,2.0,4.0
1919-04,5.0,,10.0,,6.0,3.0,-4.0,11.0,6.0,8.0,13.0,,,6.0,1.0,,12.0,13.0,2.0,4.0,7.0
1919-05,9.0,,13.0,,11.0,11.0,6.0,16.0,12.0,12.0,17.0,11.0,,13.0,9.0,,12.0,18.0,9.0,10.0,13.0
1919-06,15.0,,17.0,,13.0,15.0,13.0,19.0,15.0,13.0,22.0,15.0,,14.0,11.0,,19.0,22.0,13.0,14.0,14.0
1919-07,14.0,,19.0,,15.0,19.0,17.0,19.0,15.0,13.0,22.0,18.0,,14.0,15.0,,20.0,22.0,16.0,13.0,14.0
1919-08,17.0,,20.0,,13.0,14.0,11.0,22.0,16.0,15.0,25.0,,,16.0,11.0,,20.0,26.0,13.0,17.0,16.0
1919-09,15.0,,18.0,,13.0,13.0,7.0,20.0,15.0,12.0,22.0,13.0,,15.0,9.0,,19.0,22.0,11.0,14.0,13.0
1919-10,6.0,,9.0,,7.0,6.0,-1.0,12.0,6.0,9.0,13.0,5.0,,7.0,3.0,,11.0,13.0,4.0,4.0,8.0
1919-11,0.0,,5.0,,1.0,-5.0,-10.0,8.0,0.0,3.0,7.0,-5.0,,2.0,-4.0,,4.0,10.0,-3.0,0.0,3.0
1919-12,-1.0,,1.0,,1.0,-6.0,-13.0,9.0,1.0,6.0,5.0,-6.0,,4.0,-6.0,,0.0,9.0,-6.0,0.0,5.0
1920-01,1.0,,3.0,,2.0,-7.0,-14.0,8.0,2.0,6.0,7.0,-7.0,,4.0,-4.0,,1.0,8.0,-4.0,1.0,5.0
1920-02,1.0,,3.0,,4.0,-2.0,-9.0,9.0,3.0,7.0,8.0,,,6.0,-1.0,,-1.0,9.0,-1.0,2.0,6.0
1920-03,6.0,,8.0,,5.0,1.0,-2.0,11.0,6.0,6.0,12.0,2.0,,8.0,2.0,,7.0,11.0,2.0,5.0,7.0
1920-04,10.0,,13.0,,7.0,7.0,0.0,13.0,10.0,8.0,14.0,9.0,,10.0,3.0,,14.0,14.0,4.0,7.0,8.0
1920-05,14.0,,17.0,,11.0,12.0,7.0,18.0,14.0,11.0,21.0,,,13.0,8.0,,18.0,19.0,9.0,13.0,11.0
1920-06,14.0,,18.0,,14.0,13.0,11.0,19.0,15.0,13.0,22.0,13.0,,16.0,12.0,,18.0,22.0,13.0,14.0,14.0
1920-07,17.0,,21.0,,16.0,18.0,15.0,20.0,18.0,13.0,25.0,19.0,,16.0,14.0,,22.0,24.0,16.0,16.0,14.0
1920-08,15.0,,19.0,,15.0,16.0,12.0,20.0,15.0,13.0,23.0,,,14.0,12.0,,21.0,24.0,13.0,14.0,14.0
1920-09,13.0,,16.0,,12.0,12.0,9.0,18.0,13.0,12.0,21.0,12.0,,13.0,10.0,,16.0,21.0,11.0,12.0,13.0
1920-10,7.0,,8.0,,7.0,4.0,-0.0,15.0,7.0,10.0,14.0,3.0,,9.0,4.0,,7.0,15.0,5.0,8.0,11.0
1920-11,0.0,,1.0,,5.0,2.0,-2.0,9.0,1.0,9.0,7.0,1.0,,4.0,1.0,,0.0,11.0,2.0,2.0,7.0
1920-12,-1.0,,2.0,,2.0,-3.0,-8.0,6.0,1.0,4.0,6.0,-4.0,,2.0,-3.0,-1.0,0.0,8.0,-3.0,-0.0,4.0
1921-01,2.0,,4.0,,4.0,-4.0,-15.0,8.0,4.0,7.0,7.0,-4.0,,6.0,-4.0,4.0,3.0,8.0,-3.0,2.0,7.0
1921-02,-0.0,,1.0,,3.0,-7.0,-13.0,7.0,1.0,6.0,6.0,-6.0,,4.0,-3.0,1.0,-1.0,8.0,-3.0,-0.0,5.0
1921-03,5.0,,8.0,,6.0,2.0,-5.0,9.0,6.0,7.0,11.0,3.0,,7.0,1.0,7.0,6.0,10.0,2.0,4.0,7.0
1921-04,6.0,,10.0,,8.0,7.0,2.0,11.0,8.0,8.0,12.0,9.0,,9.0,5.0,9.0,11.0,12.0,6.0,5.0,8.0
1921-05,14.0,,17.0,,12.0,13.0,7.0,15.0,14.0,10.0,19.0,14.0,,13.0,8.0,15.0,17.0,16.0,11.0,12.0,11.0
1921-06,14.0,,17.0,,12.0,14.0,12.0,19.0,15.0,14.0,22.0,14.0,,15.0,10.0,15.0,19.0,21.0,12.0,15.0,14.0
1921-07,18.0,,22.0,,14.0,15.0,13.0,22.0,19.0,17.0,26.0,15.0,,18.0,13.0,18.0,21.0,25.0,15.0,18.0,18.0
1921-08,17.0,,21.0,,15.0,16.0,13.0,20.0,18.0,14.0,24.0,16.0,,17.0,12.0,19.0,22.0,24.0,14.0,16.0,15.0
1921-09,14.0,,16.0,,12.0,11.0,7.0,19.0,14.0,13.0,21.0,10.0,,15.0,8.0,13.0,15.0,21.0,10.0,14.0,14.0
1921-10,10.0,,11.0,,10.0,6.0,-2.0,17.0,11.0,12.0,18.0,5.0,,13.0,4.0,10.0,10.0,18.0,6.0,10.0,13.0
1921-11,-1.0,,2.0,,2.0,-3.0,-11.0,7.0,0.0,8.0,9.0,-4.0,,2.0,-2.0,1.0,4.0,11.0,-2.0,1.0,5.0
1921-12,-2.0,,-1.0,,4.0,-4.0,-11.0,6.0,1.0,8.0,5.0,-6.0,,4.0,-2.0,1.0,-0.0,8.0,-2.0,-0.0,6.0
1922-01,-4.0,,-2.0,,-0.0,-8.0,-14.0,6.0,-3.0,5.0,3.0,-9.0,,1.0,-6.0,,-4.0,7.0,-7.0,-2.0,3.0
1922-02,-3.0,,-3.0,,-1.0,-7.0,-14.0,7.0,-1.0,6.0,5.0,-5.0,,2.0,-5.0,,-2.0,9.0,-6.0,-0.0,4.0
1922-03,4.0,,8.0,,2.0,-4.0,-9.0,9.0,4.0,6.0,12.0,-2.0,,4.0,-2.0,,7.0,10.0,-2.0,3.0,5.0
1922-04,5.0,,10.0,,5.0,2.0,-2.0,10.0,6.0,5.0,13.0,4.0,,6.0,1.0,,10.0,13.0,1.0,4.0,5.0
1922-05,12.0,,16.0,,10.0,10.0,6.0,16.0,14.0,11.0,20.0,10.0,,13.0,7.0,,13.0,19.0,9.0,13.0,12.0
1922-06,16.0,,19.0,,12.0,14.0,13.0,18.0,16.0,13.0,23.0,13.0,,15.0,11.0,,18.0,20.0,13.0,15.0,14.0
1922-07,15.0,,20.0,,14.0,17.0,15.0,18.0,16.0,13.0,25.0,17.0,,15.0,14.0,,22.0,24.0,15.0,15.0,14.0
1922-08,16.0,,21.0,,14.0,15.0,12.0,19.0,15.0,13.0,26.0,15.0,,15.0,12.0,,21.0,24.0,13.0,15.0,14.0
1922-09,11.0,,15.0,,11.0,11.0,9.0,15.0,11.0,12.0,19.0,12.0,,12.0,8.0,,15.0,19.0,10.0,10.0,12.0
1922-10,5.0,,9.0,,6.0,4.0,-1.0,11.0,5.0,9.0,14.0,4.0,,7.0,3.0,,10.0,16.0,4.0,6.0,9.0
1922-11,-0.0,,3.0,,5.0,0.0,-7.0,7.0,3.0,6.0,8.0,1.0,,5.0,-0.0,,2.0,10.0,-0.0,1.0,6.0
1922-12,-1.0,,2.0,,5.0,-3.0,-14.0,6.0,2.0,6.0,6.0,-1.0,,5.0,-2.0,,-2.0,7.0,-2.0,-1.0,6.0
1923-01,-1.0,,0.0,,4.0,-2.0,-8.0,5.0,2.0,6.0,4.0,-0.0,,4.0,-2.0,,-0.0,6.0,-1.0,-2.0,6.0
1923-02,-0.0,,1.0,,-0.0,-12.0,-14.0,8.0,1.0,6.0,6.0,-9.0,,3.0,-6.0,,-0.0,9.0,-7.0,1.0,5.0
1923-03,4.0,,6.0,,4.0,-4.0,-6.0,9.0,5.0,6.0,10.0,-1.0,,6.0,-0.0,,7.0,11.0,-1.0,3.0,6.0
1923-04,7.0,,10.0,,5.0,1.0,-4.0,11.0,7.0,7.0,14.0,2.0,,8.0,1.0,,11.0,11.0,1.0,6.0,7.0
1923-05,13.0,,17.0,,8.0,8.0,3.0,13.0,12.0,8.0,19.0,9.0,,10.0,5.0,,19.0,17.0,7.0,11.0,9.0
1923-06,11.0,,15.0,,10.0,11.0,8.0,15.0,11.0,13.0,19.0,11.0,,11.0,8.0,,19.0,19.0,9.0,11.0,12.0
1923-07,18.0,,21.0,,16.0,17.0,14.0,21.0,19.0,16.0,26.0,17.0,,18.0,13.0,,21.0,25.0,16.0,18.0,17.0
1923-08,17.0,,21.0,,14.0,14.0,10.0,20.0,16.0,14.0,26.0,15.0,,16.0,11.0,,20.0,26.0,13.0,17.0,15.0
1923-09,13.0,,16.0,,12.0,12.0,7.0,17.0,13.0,12.0,20.0,13.0,,13.0,8.0,,18.0,20.0,10.0,12.0,12.0
1923-10,10.0,,14.0,,10.0,7.0,1.0,14.0,10.0,10.0,18.0,8.0,,11.0,4.0,,12.0,18.0,6.0,9.0,10.0
1923-11,3.0,,8.0,,4.0,3.0,-6.0,7.0,3.0,4.0,11.0,3.0,,4.0,-2.0,,9.0,10.0,-1.0,2.0,4.0
1923-12,-2.0,,1.0,,-0.0,-3.0,-10.0,5.0,-2.0,5.0,6.0,-3.0,,1.0,-5.0,,2.0,7.0,-5.0,-1.0,4.0
1924-01,-5.0,,-3.0,,-1.0,-9.0,-11.0,5.0,-3.0,6.0,3.0,-9.0,,1.0,-4.0,,-6.0,8.0,-6.0,-2.0,4.0
1924-02,-4.0,,-1.0,,-0.0,-8.0,-15.0,3.0,-3.0,4.0,6.0,-7.0,,1.0,-6.0,,-1.0,6.0,-8.0,-3.0,3.0
1924-03,2.0,,4.0,,-0.0,-4.0,-10.0,8.0,2.0,5.0,9.0,-3.0,,3.0,-4.0,,5.0,11.0,-5.0,2.0,4.0
1924-04,7.0,,10.0,,4.0,1.0,-3.0,11.0,6.0,6.0,14.0,2.0,,6.0,1.0,,11.0,13.0,1.0,6.0,7.0
1924-05,14.0,,17.0,,11.0,10.0,4.0,16.0,14.0,10.0,20.0,11.0,,13.0,6.0,,19.0,18.0,7.0,12.0,11.0
1924-06,15.0,,19.0,,13.0,14.0,9.0,17.0,15.0,13.0,22.0,15.0,,15.0,10.0,,22.0,21.0,12.0,14.0,14.0
1924-07,17.0,,20.0,,14.0,17.0,16.0,20.0,17.0,14.0,25.0,16.0,,16.0,14.0,,22.0,24.0,16.0,16.0,15.0
1924-08,14.0,,18.0,,15.0,17.0,15.0,17.0,15.0,14.0,22.0,17.0,,15.0,13.0,,21.0,22.0,15.0,12.0,14.0
1924-09,14.0,,17.0,,14.0,13.0,9.0,17.0,14.0,12.0,21.0,13.0,,14.0,10.0,,19.0,20.0,12.0,12.0,13.0
1924-10,8.0,,10.0,,10.0,8.0,4.0,13.0,10.0,9.0,15.0,9.0,,11.0,6.0,,12.0,17.0,7.0,8.0,10.0
1924-11,2.0,,4.0,,6.0,3.0,-5.0,9.0,3.0,8.0,9.0,4.0,,6.0,1.0,,3.0,11.0,2.0,3.0,7.0
1924-12,-1.0,,1.0,,5.0,-0.0,-6.0,6.0,2.0,7.0,8.0,-0.0,,4.0,1.0,,-1.0,9.0,1.0,-0.0,7.0
1925-01,-1.0,,1.0,,4.0,1.0,-4.0,6.0,3.0,6.0,6.0,2.0,,4.0,-0.0,,-0.0,8.0,0.0,1.0,5.0
1925-02,2.0,,5.0,,3.0,0.0,-9.0,7.0,4.0,4.0,8.0,1.0,,5.0,-2.0,,5.0,8.0,-1.0,1.0,5.0
1925-03,1.0,,5.0,,2.0,-3.0,-12.0,5.0,1.0,5.0,8.0,-1.0,,4.0,-3.0,,7.0,8.0,-4.0,-0.0,5.0
1925-04,8.0,,11.0,,7.0,6.0,-1.0,11.0,8.0,7.0,14.0,7.0,,8.0,3.0,,12.0,13.0,4.0,6.0,7.0
1925-05,13.0,,16.0,,12.0,11.0,5.0,14.0,14.0,10.0,18.0,13.0,,13.0,8.0,,17.0,16.0,9.0,11.0,11.0
1925-06,15.0,,17.0,,13.0,13.0,11.0,19.0,15.0,14.0,22.0,13.0,,15.0,12.0,,18.0,20.0,13.0,15.0,15.0
1925-07,17.0,,20.0,,18.0,19.0,18.0,19.0,18.0,15.0,24.0,19.0,,18.0,17.0,,22.0,22.0,18.0,15.0,17.0
1925-08,16.0,,20.0,,16.0,15.0,12.0,19.0,17.0,15.0,25.0,16.0,,16.0,13.0,,21.0,24.0,15.0,16.0,16.0
1925-09,11.0,,14.0,,12.0,11.0,7.0,15.0,11.0,11.0,19.0,11.0,,12.0,9.0,,16.0,20.0,10.0,11.0,12.0
1925-10,8.0,,11.0,,8.0,4.0,-2.0,14.0,9.0,10.0,16.0,5.0,,10.0,3.0,,12.0,17.0,3.0,9.0,11.0
1925-11,2.0,,6.0,,3.0,-2.0,-10.0,7.0,2.0,4.0,10.0,-0.0,,3.0,-3.0,,8.0,10.0,-3.0,2.0,4.0
1925-12,-3.0,,-0.0,,-1.0,-5.0,-14.0,6.0,-0.0,4.0,4.0,-3.0,,2.0,-7.0,,-4.0,9.0,-6.0,-0.0,3.0
1926-01,-3.0,,-1.0,,0.0,-10.0,-15.0,6.0,0.0,6.0,3.0,-7.0,,2.0,-4.0,,-1.0,8.0,-5.0,-0.0,4.0
1926-02,3.0,,6.0,,0.0,-7.0,-15.0,10.0,4.0,7.0,7.0,-4.0,,6.0,-5.0,,3.0,11.0,-6.0,4.0,6.0
1926-03,3.0,,5.0,,3.0,-3.0,-7.0,9.0,4.0,7.0,10.0,-1.0,,6.0,-1.0,,5.0,12.0,-1.0,5.0,6.0
1926-04,9.0,,13.0,,7.0,2.0,-3.0,12.0,10.0,9.0,14.0,4.0,,10.0,4.0,,13.0,14.0,3.0,9.0,9.0
1926-05,11.0,,15.0,,9.0,10.0,4.0,13.0,11.0,9.0,17.0,11.0,,10.0,7.0,,16.0,15.0,7.0,10.0,10.0
1926-06,13.0,,17.0,,14.0,15.0,11.0,16.0,14.0,13.0,21.0,16.0,,14.0,12.0,,20.0,20.0,13.0,13.0,13.0
1926-07,16.0,,20.0,,17.0,18.0,14.0,20.0,18.0,16.0,24.0,18.0,,17.0,14.0,,22.0,24.0,17.0,17.0,17.0
1926-08,16.0,,19.0,,16.0,15.0,13.0,20.0,16.0,16.0,24.0,15.0,,17.0,13.0,,19.0,25.0,15.0,17.0,16.0
1926-09,14.0,,17.0,,13.0,11.0,7.0,19.0,15.0,14.0,23.0,12.0,,16.0,9.0,,17.0,23.0,10.0,16.0,14.0
1926-10,8.0,,12.0,,7.0,3.0,-3.0,14.0,8.0,8.0,16.0,4.0,,9.0,1.0,,12.0,18.0,2.0,9.0,8.0
1926-11,6.0,,12.0,,5.0,4.0,-4.0,10.0,6.0,6.0,13.0,5.0,,7.0,1.0,,10.0,11.0,2.0,6.0,6.0
1926-12,-1.0,,1.0,,2.0,-5.0,-13.0,4.0,1.0,5.0,5.0,-4.0,,3.0,-4.0,,2.0,7.0,-4.0,-1.0,4.0
1927-01,-1.0,,1.0,,2.0,-7.0,-14.0,6.0,2.0,5.0,5.0,-5.0,,4.0,-3.0,,1.0,7.0,-3.0,0.0,5.0
1927-02,-2.0,,0.0,,1.0,-5.0,-11.0,6.0,1.0,6.0,5.0,-4.0,,3.0,-3.0,,-2.0,9.0,-3.0,0.0,4.0
1927-03,5.0,,9.0,,5.0,0.0,-8.0,9.0,6.0,7.0,11.0,1.0,,7.0,0.0,,9.0,11.0,0.0,5.0,7.0
1927-04,7.0,,11.0,,5.0,3.0,-2.0,12.0,7.0,8.0,15.0,4.0,,8.0,1.0,,12.0,14.0,2.0,8.0,8.0
1927-05,12.0,,16.0,,8.0,7.0,3.0,15.0,11.0,10.0,19.0,7.0,,11.0,5.0,,16.0,18.0,6.0,13.0,10.0
1927-06,16.0,,20.0,,11.0,13.0,12.0,17.0,14.0,11.0,23.0,13.0,,13.0,9.0,,22.0,21.0,11.0,15.0,12.0
1927-07,17.0,,22.0,,16.0,21.0,18.0,19.0,18.0,15.0,26.0,20.0,,17.0,16.0,,23.0,23.0,18.0,17.0,15.0
1927-08,16.0,,21.0,,17.0,18.0,14.0,19.0,17.0,15.0,26.0,18.0,,17.0,14.0,,23.0,24.0,16.0,16.0,16.0
1927-09,13.0,,18.0,,13.0,12.0,6.0,17.0,14.0,12.0,21.0,12.0,,14.0,9.0,,18.0,20.0,10.0,13.0,13.0
1927-10,8.0,,11.0,,9.0,5.0,-3.0,13.0,9.0,10.0,16.0,7.0,,11.0,3.0,,12.0,17.0,4.0,9.0,10.0
1927-11,3.0,,7.0,,2.0,-2.0,-12.0,9.0,3.0,6.0,12.0,-1.0,,5.0,-3.0,,7.0,11.0,-3.0,4.0,6.0
1927-12,-4.0,,-2.0,,-4.0,-7.0,-11.0,5.0,-3.0,4.0,6.0,-6.0,,-1.0,-7.0,,-4.0,9.0,-7.0,0.0,2.0
1928-01,-1.0,,2.0,,1.0,-4.0,-10.0,6.0,2.0,5.0,5.0,-3.0,,4.0,-4.0,,-3.0,7.0,-4.0,1.0,5.0
1928-02,0.0,,4.0,,2.0,-5.0,-11.0,8.0,3.0,6.0,7.0,-4.0,,5.0,-3.0,,-2.0,10.0,-3.0,2.0,6.0
1928-03,3.0,,6.0,,2.0,-3.0,-6.0,9.0,3.0,6.0,9.0,-2.0,,5.0,-2.0,,2.0,11.0,-2.0,5.0,6.0
1928-04,8.0,,13.0,,6.0,3.0,-2.0,11.0,8.0,7.0,14.0,4.0,,8.0,3.0,,12.0,13.0,3.0,8.0,8.0
