geo\TIME_PERIOD,indic,Date,GWH
LT,Consumption,2017-01,980.897
LU,Consumption,2017-01,588.741
LV,Consumption,2017-01,697.0
ME,Consumption,2017-01,960.0
MK,Consumption,2017-01,710.609
MT,Consumption,2017-01,210.608
NL,Consumption,2017-01,10094.0
NO,Consumption,2017-01,12944.446
PL,Consumption,2017-01,12933.792
PT,Consumption,2017-01,4514.483
RO,Consumption,2017-01,5217.0
RS,Consumption,2017-01,3887.823
SE,Consumption,2017-01,13417.427
SI,Consumption,2017-01,1224.784
SK,Consumption,2017-01,2701.0
TR,Consumption,2017-01,24338.515
UK,Consumption,2017-01,29545.861
XK,Consumption,2017-01,
AL,Imports,2017-01,
AT,Imports,2017-01,2832.699
BA,Imports,2017-01,320.312
BE,Imports,2017-01,1699.996
BG,Imports,2017-01,499.766
CY,Imports,2017-01,0.0
CZ,Imports,2017-01,1836.679
DE,Imports,2017-01,2730.261
DK,Imports,2017-01,1067.251
EE,Imports,2017-01,202.0
EL,Imports,2017-01,433.68
ES,Imports,2017-01,1347.0
EU27_2020,Imports,2017-01,32972.41
FI,Imports,2017-01,2089.0
FR,Imports,2017-01,3650.518
HR,Imports,2017-01,1095.792
HU,Imports,2017-01,1916.803
IE,Imports,2017-01,55.121
IS,Imports,2017-01,0.0
IT,Imports,2017-01,2073.0
LT,Imports,2017-01,1058.347
LU,Imports,2017-01,701.636
LV,Imports,2017-01,359.0
ME,Imports,2017-01,798.0
MK,Imports,2017-01,483.252
MT,Imports,2017-01,132.919
NL,Imports,2017-01,1640.0
NO,Imports,2017-01,429.006
PL,Imports,2017-01,1196.817
PT,Imports,2017-01,590.875
RO,Imports,2017-01,238.0
RS,Imports,2017-01,872.146
SE,Imports,2017-01,1027.93
SI,Imports,2017-01,773.32
SK,Imports,2017-01,1724.0
TR,Imports,2017-01,339.837
UK,Imports,2017-01,2273.181
XK,Imports,2017-01,
AL,Production,2017-01,
AT,Production,2017-01,6290.276
BA,Production,2017-01,1396.362
BE,Production,2017-01,7566.33
BG,Production,2017-01,4260.411
CY,Production,2017-01,426.486
CZ,Production,2017-01,8078.928
DE,Production,2017-01,53509.48
DK,Production,2017-01,3095.887
EE,Production,2017-01,1140.0
EL,Production,2017-01,5612.575
ES,Production,2017-01,25249.014
EU27_2020,Production,2017-01,271874.687
FI,Production,2017-01,6586.0
FR,Production,2017-01,57166.501
HR,Production,2017-01,1216.105
HU,Production,2017-01,3029.171
IE,Production,2017-01,2766.728
IS,Production,2017-01,1636.566
IT,Production,2017-01,27275.0
LT,Production,2017-01,319.945
LU,Production,2017-01,194.041
LV,Production,2017-01,740.0
ME,Production,2017-01,192.0
MK,Production,2017-01,678.583
MT,Production,2017-01,77.689
NL,Production,2017-01,11407.0
NO,Production,2017-01,15311.125
PL,Production,2017-01,14829.849
PT,Production,2017-01,5420.041
RO,Production,2017-01,5786.0
RS,Production,2017-01,3359.716
SE,Production,2017-01,16219.709
SI,Production,2017-01,1319.521
SK,Production,2017-01,2292.0
TR,Production,2017-01,24232.363
UK,Production,2017-01,30771.138
XK,Production,2017-01,
AL,Consumption,2017-02,
AT,Consumption,2017-02,5573.772
BA,Consumption,2017-02,1017.982
BE,Consumption,2017-02,6778.638
BG,Consumption,2017-02,2847.529
CY,Consumption,2017-02,358.529
CZ,Consumption,2017-02,5423.97
DE,Consumption,2017-02,39758.565
DK,Consumption,2017-02,2823.321
EE,Consumption,2017-02,754.0
EL,Consumption,2017-02,4481.545
ES,Consumption,2017-02,18986.816
EU27_2020,Consumption,2017-02,215385.031
FI,Consumption,2017-02,7411.0
FR,Consumption,2017-02,40523.681
HR,Consumption,2017-02,1286.883
HU,Consumption,2017-02,3237.214
IE,Consumption,2017-02,2359.048
IS,Consumption,2017-02,1456.59
IT,Consumption,2017-02,25256.0
LT,Consumption,2017-02,904.876
LU,Consumption,2017-02,518.557
LV,Consumption,2017-02,627.0
ME,Consumption,2017-02,1388.0
MK,Consumption,2017-02,570.708
MT,Consumption,2017-02,176.034
NL,Consumption,2017-02,9066.0
NO,Consumption,2017-02,11799.788
PL,Consumption,2017-02,12243.193
PT,Consumption,2017-02,3861.736
RO,Consumption,2017-02,4662.0
RS,Consumption,2017-02,3111.174
SE,Consumption,2017-02,12050.509
SI,Consumption,2017-02,1080.615
SK,Consumption,2017-02,2334.0
TR,Consumption,2017-02,21779.229
UK,Consumption,2017-02,25810.212
XK,Consumption,2017-02,
AL,Imports,2017-02,
AT,Imports,2017-02,2975.192
BA,Imports,2017-02,211.946
BE,Imports,2017-02,1199.034
BG,Imports,2017-02,338.556
CY,Imports,2017-02,0.0
CZ,Imports,2017-02,1674.044
DE,Imports,2017-02,2682.212
DK,Imports,2017-02,743.41
EE,Imports,2017-02,203.0
EL,Imports,2017-02,608.05
ES,Imports,2017-02,1814.0
EU27_2020,Imports,2017-02,30050.956
FI,Imports,2017-02,1941.0
FR,Imports,2017-02,1475.1
HR,Imports,2017-02,814.672
HU,Imports,2017-02,1823.81
IE,Imports,2017-02,70.734
IS,Imports,2017-02,0.0
IT,Imports,2017-02,3568.0
LT,Imports,2017-02,910.043
LU,Imports,2017-02,624.061
LV,Imports,2017-02,346.0
ME,Imports,2017-02,1216.0
MK,Imports,2017-02,424.849
MT,Imports,2017-02,110.898
NL,Imports,2017-02,1468.0
NO,Imports,2017-02,747.828
PL,Imports,2017-02,1001.516
PT,Imports,2017-02,276.715
RO,Imports,2017-02,420.0
RS,Imports,2017-02,472.417
SE,Imports,2017-02,807.508
SI,Imports,2017-02,653.401
SK,Imports,2017-02,1502.0
TR,Imports,2017-02,179.386
UK,Imports,2017-02,1230.864
XK,Imports,2017-02,
AL,Production,2017-02,
AT,Production,2017-02,4953.167
BA,Production,2017-02,1249.307
BE,Production,2017-02,6778.839
BG,Production,2017-02,3571.19
CY,Production,2017-02,358.529
CZ,Production,2017-02,6951.168
DE,Production,2017-02,48064.466
DK,Production,2017-02,3245.985
EE,Production,2017-02,991.0
EL,Production,2017-02,4220.685
ES,Production,2017-02,20998.094
EU27_2020,Production,2017-02,234153.824
FI,Production,2017-02,5871.0
FR,Production,2017-02,48016.614
HR,Production,2017-02,1132.637
HU,Production,2017-02,2130.761
IE,Production,2017-02,2483.991
IS,Production,2017-02,1501.59
IT,Production,2017-02,22282.0
LT,Production,2017-02,314.005
LU,Production,2017-02,195.46
LV,Production,2017-02,601.0
ME,Production,2017-02,261.0
MK,Production,2017-02,554.839
MT,Production,2017-02,65.136
NL,Production,2017-02,9969.0
NO,Production,2017-02,13156.168
PL,Production,2017-02,13159.563
PT,Production,2017-02,5034.43
RO,Production,2017-02,4947.0
RS,Production,2017-02,3099.586
SE,Production,2017-02,14575.228
SI,Production,2017-02,1167.876
SK,Production,2017-02,2075.0
TR,Production,2017-02,21812.381
UK,Production,2017-02,27955.364
XK,Production,2017-02,
AL,Consumption,2017-03,
AT,Consumption,2017-03,5701.377
BA,Consumption,2017-03,1015.055
BE,Consumption,2017-03,7034.123
BG,Consumption,2017-03,2618.419
CY,Consumption,2017-03,339.013
CZ,Consumption,2017-03,5517.405
DE,Consumption,2017-03,42711.611
DK,Consumption,2017-03,2927.113
EE,Consumption,2017-03,779.0
EL,Consumption,2017-03,4492.349
ES,Consumption,2017-03,20158.962
EU27_2020,Consumption,2017-03,222063.012
FI,Consumption,2017-03,7589.0
FR,Consumption,2017-03,39660.507
HR,Consumption,2017-03,1306.641
HU,Consumption,2017-03,3285.658
IE,Consumption,2017-03,2510.063
IS,Consumption,2017-03,1648.04
IT,Consumption,2017-03,26585.0
LT,Consumption,2017-03,925.929
LU,Consumption,2017-03,561.178
LV,Consumption,2017-03,646.0
ME,Consumption,2017-03,925.0
MK,Consumption,2017-03,557.568
MT,Consumption,2017-03,185.369
NL,Consumption,2017-03,9508.0
NO,Consumption,2017-03,12048.433
PL,Consumption,2017-03,12509.605
PT,Consumption,2017-03,4075.055
RO,Consumption,2017-03,4729.0
RS,Consumption,2017-03,3001.0
SE,Consumption,2017-03,12198.727
SI,Consumption,2017-03,1155.908
SK,Consumption,2017-03,2352.0
TR,Consumption,2017-03,22970.517
UK,Consumption,2017-03,26054.87
XK,Consumption,2017-03,
AL,Imports,2017-03,
AT,Imports,2017-03,2771.482
BA,Imports,2017-03,175.7
BE,Imports,2017-03,1171.985
BG,Imports,2017-03,453.307
CY,Imports,2017-03,0.0
CZ,Imports,2017-03,1143.716
DE,Imports,2017-03,2839.355
DK,Imports,2017-03,1065.105
EE,Imports,2017-03,107.0
EL,Imports,2017-03,978.25
ES,Imports,2017-03,2500.0
EU27_2020,Imports,2017-03,31694.169
FI,Imports,2017-03,1629.0
FR,Imports,2017-03,837.128
HR,Imports,2017-03,969.846
HU,Imports,2017-03,1644.062
IE,Imports,2017-03,86.739
IS,Imports,2017-03,0.0
IT,Imports,2017-03,5155.0
LT,Imports,2017-03,1013.471
LU,Imports,2017-03,656.006
LV,Imports,2017-03,127.0
ME,Imports,2017-03,689.0
MK,Imports,2017-03,630.162
MT,Imports,2017-03,105.54
NL,Imports,2017-03,1915.0
NO,Imports,2017-03,1150.276
PL,Imports,2017-03,1259.005
PT,Imports,2017-03,376.554
RO,Imports,2017-03,345.0
RS,Imports,2017-03,588.613
SE,Imports,2017-03,559.842
SI,Imports,2017-03,772.776
SK,Imports,2017-03,1212.0
TR,Imports,2017-03,305.358
UK,Imports,2017-03,1452.521
XK,Imports,2017-03,
AL,Production,2017-03,
AT,Production,2017-03,5623.003
BA,Production,2017-03,1344.106
BE,Production,2017-03,7005.369
BG,Production,2017-03,3589.177
CY,Production,2017-03,339.013
CZ,Production,2017-03,7385.94
DE,Production,2017-03,50018.964
DK,Production,2017-03,3122.695
EE,Production,2017-03,1039.0
EL,Production,2017-03,3657.939
ES,Production,2017-03,21153.274
EU27_2020,Production,2017-03,240956.724
FI,Production,2017-03,6283.0
FR,Production,2017-03,49794.818
HR,Production,2017-03,1070.309
HU,Production,2017-03,2560.497
IE,Production,2017-03,2590.906
IS,Production,2017-03,1696.54
IT,Production,2017-03,22024.0
LT,Production,2017-03,333.493
LU,Production,2017-03,205.28
LV,Production,2017-03,949.0
ME,Production,2017-03,273.0
MK,Production,2017-03,403.197
MT,Production,2017-03,79.829
NL,Production,2017-03,9838.0
NO,Production,2017-03,12811.994
PL,Production,2017-03,13072.946
PT,Production,2017-03,5049.657
RO,Production,2017-03,5302.0
RS,Production,2017-03,2880.672
SE,Production,2017-03,15293.407
SI,Production,2017-03,1318.208
SK,Production,2017-03,2257.0
TR,Production,2017-03,22913.368
UK,Production,2017-03,27876.219
XK,Production,2017-03,
AL,Consumption,2017-04,
AT,Consumption,2017-04,5137.276
BA,Consumption,2017-04,979.291
BE,Consumption,2017-04,6480.252
BG,Consumption,2017-04,2398.724
CY,Consumption,2017-04,302.027
CZ,Consumption,2017-04,5011.044
DE,Consumption,2017-04,38904.428
DK,Consumption,2017-04,2605.766
EE,Consumption,2017-04,699.0
EL,Consumption,2017-04,3989.165
ES,Consumption,2017-04,18065.551
EU27_2020,Consumption,2017-04,198576.681
FI,Consumption,2017-04,6912.0
FR,Consumption,2017-04,33734.991
HR,Consumption,2017-04,1211.586
HU,Consumption,2017-04,3145.458
IE,Consumption,2017-04,2258.38
IS,Consumption,2017-04,1530.738
IT,Consumption,2017-04,23730.0
LT,Consumption,2017-04,851.953
LU,Consumption,2017-04,510.459
LV,Consumption,2017-04,581.0
ME,Consumption,2017-04,788.0
MK,Consumption,2017-04,514.758
MT,Consumption,2017-04,170.669
NL,Consumption,2017-04,8297.0
NO,Consumption,2017-04,10345.456
PL,Consumption,2017-04,11672.605
PT,Consumption,2017-04,3594.788
RO,Consumption,2017-04,4299.0
RS,Consumption,2017-04,2705.976
SE,Consumption,2017-04,10770.3
SI,Consumption,2017-04,1056.259
SK,Consumption,2017-04,2187.0
TR,Consumption,2017-04,21470.679
UK,Consumption,2017-04,23679.868
XK,Consumption,2017-04,
AL,Imports,2017-04,
AT,Imports,2017-04,2641.747
BA,Imports,2017-04,246.547
BE,Imports,2017-04,1723.063
BG,Imports,2017-04,385.144
CY,Imports,2017-04,0.0
CZ,Imports,2017-04,1053.711
DE,Imports,2017-04,2328.83
DK,Imports,2017-04,1115.577
EE,Imports,2017-04,136.0
EL,Imports,2017-04,897.93
ES,Imports,2017-04,2153.0
EU27_2020,Imports,2017-04,30195.665
FI,Imports,2017-04,1946.0
FR,Imports,2017-04,699.337
HR,Imports,2017-04,1026.926
HU,Imports,2017-04,1766.949
IE,Imports,2017-04,87.684
IS,Imports,2017-04,0.0
IT,Imports,2017-04,3613.0
LT,Imports,2017-04,937.726
LU,Imports,2017-04,619.777
LV,Imports,2017-04,168.0
ME,Imports,2017-04,679.0
MK,Imports,2017-04,564.358
MT,Imports,2017-04,68.29
NL,Imports,2017-04,1920.0
NO,Imports,2017-04,806.497
PL,Imports,2017-04,1133.931
PT,Imports,2017-04,466.551
RO,Imports,2017-04,360.0
RS,Imports,2017-04,553.513
SE,Imports,2017-04,640.854
SI,Imports,2017-04,844.638
SK,Imports,2017-04,1461.0
TR,Imports,2017-04,156.402
UK,Imports,2017-04,2034.613
XK,Imports,2017-04,
AL,Production,2017-04,
AT,Production,2017-04,5125.689
BA,Production,2017-04,1058.429
BE,Production,2017-04,5339.215
BG,Production,2017-04,3106.833
CY,Production,2017-04,302.027
CZ,Production,2017-04,7322.139
DE,Production,2017-04,45411.073
DK,Production,2017-04,2750.679
EE,Production,2017-04,893.0
EL,Production,2017-04,3228.735
ES,Production,2017-04,19292.508
EU27_2020,Production,2017-04,214638.934
FI,Production,2017-04,5270.0
FR,Production,2017-04,42244.033
HR,Production,2017-04,832.051
HU,Production,2017-04,2373.917
IE,Production,2017-04,2297.936
IS,Production,2017-04,1577.238
IT,Production,2017-04,20902.0
LT,Production,2017-04,311.092
LU,Production,2017-04,194.034
LV,Production,2017-04,742.0
ME,Production,2017-04,136.0
MK,Production,2017-04,365.175
MT,Production,2017-04,102.379
NL,Production,2017-04,8666.0
NO,Production,2017-04,11537.845
PL,Production,2017-04,12181.38
PT,Production,2017-04,4379.414
RO,Production,2017-04,4663.0
RS,Production,2017-04,2658.028
SE,Production,2017-04,13722.251
SI,Production,2017-04,1125.549
SK,Production,2017-04,1860.0
TR,Production,2017-04,21619.632
UK,Production,2017-04,24503.072
XK,Production,2017-04,
AL,Consumption,2017-05,
AT,Consumption,2017-05,5091.377
BA,Consumption,2017-05,925.63
BE,Consumption,2017-05,6425.014
BG,Consumption,2017-05,2232.996
CY,Consumption,2017-05,341.594
CZ,Consumption,2017-05,4883.905
DE,Consumption,2017-05,39615.961
DK,Consumption,2017-05,2599.848
EE,Consumption,2017-05,652.0
EL,Consumption,2017-05,4212.741
ES,Consumption,2017-05,19570.857
EU27_2020,Consumption,2017-05,200747.505
FI,Consumption,2017-05,6319.0
FR,Consumption,2017-05,32294.99
HR,Consumption,2017-05,1245.244
HU,Consumption,2017-05,3257.216
IE,Consumption,2017-05,2239.168
IS,Consumption,2017-05,1566.68
IT,Consumption,2017-05,25636.0
LT,Consumption,2017-05,896.462
LU,Consumption,2017-05,513.683
LV,Consumption,2017-05,567.0
ME,Consumption,2017-05,832.0
MK,Consumption,2017-05,474.393
MT,Consumption,2017-05,177.217
NL,Consumption,2017-05,8685.0
NO,Consumption,2017-05,9110.429
PL,Consumption,2017-05,12085.781
PT,Consumption,2017-05,3831.841
RO,Consumption,2017-05,4310.0
RS,Consumption,2017-05,2491.177
SE,Consumption,2017-05,9792.374
SI,Consumption,2017-05,1113.236
SK,Consumption,2017-05,2157.0
TR,Consumption,2017-05,22403.722
UK,Consumption,2017-05,24274.72
XK,Consumption,2017-05,
AL,Imports,2017-05,
AT,Imports,2017-05,2162.138
BA,Imports,2017-05,323.873
BE,Imports,2017-05,1392.59
BG,Imports,2017-05,244.192
CY,Imports,2017-05,0.0
CZ,Imports,2017-05,1219.602
DE,Imports,2017-05,2450.018
DK,Imports,2017-05,1412.762
EE,Imports,2017-05,109.0
EL,Imports,2017-05,805.7
ES,Imports,2017-05,2476.0
EU27_2020,Imports,2017-05,31014.745
FI,Imports,2017-05,1720.0
FR,Imports,2017-05,668.214
HR,Imports,2017-05,1091.745
HU,Imports,2017-05,1737.879
IE,Imports,2017-05,44.703
IS,Imports,2017-05,0.0
IT,Imports,2017-05,3701.0
LT,Imports,2017-05,1018.065
LU,Imports,2017-05,587.65
LV,Imports,2017-05,331.0
ME,Imports,2017-05,780.0
MK,Imports,2017-05,596.716
MT,Imports,2017-05,87.888
NL,Imports,2017-05,2327.0
NO,Imports,2017-05,450.156
PL,Imports,2017-05,1287.069
PT,Imports,2017-05,441.252
RO,Imports,2017-05,584.0
RS,Imports,2017-05,349.801
SE,Imports,2017-05,897.447
SI,Imports,2017-05,846.831
SK,Imports,2017-05,1371.0
TR,Imports,2017-05,230.753
UK,Imports,2017-05,1790.546
XK,Imports,2017-05,
AL,Production,2017-05,
AT,Production,2017-05,5623.2
BA,Production,2017-05,922.419
BE,Production,2017-05,5735.443
BG,Production,2017-05,2879.1
CY,Production,2017-05,341.594
CZ,Production,2017-05,6305.373
DE,Production,2017-05,45719.916
DK,Production,2017-05,2045.062
EE,Production,2017-05,1018.0
EL,Production,2017-05,3648.801
ES,Production,2017-05,20409.321
EU27_2020,Production,2017-05,213950.175
FI,Production,2017-05,4925.0
FR,Production,2017-05,41221.112
HR,Production,2017-05,728.484
HU,Production,2017-05,2389.421
IE,Production,2017-05,2281.033
IS,Production,2017-05,1613.18
IT,Production,2017-05,22637.0
LT,Production,2017-05,339.226
LU,Production,2017-05,156.192
LV,Production,2017-05,580.0
ME,Production,2017-05,67.0
MK,Production,2017-05,337.755
MT,Production,2017-05,89.329
NL,Production,2017-05,8084.0
NO,Production,2017-05,11236.769
PL,Production,2017-05,12176.268
PT,Production,2017-05,4604.848
RO,Production,2017-05,4343.0
RS,Production,2017-05,2737.39
SE,Production,2017-05,12427.779
SI,Production,2017-05,1274.673
SK,Production,2017-05,1967.0
TR,Production,2017-05,22503.487
UK,Production,2017-05,24689.384
XK,Production,2017-05,
AL,Consumption,2017-06,
AT,Consumption,2017-06,5001.528
BA,Consumption,2017-06,955.437
BE,Consumption,2017-06,6322.474
BG,Consumption,2017-06,2200.924
CY,Consumption,2017-06,397.436
CZ,Consumption,2017-06,4634.41
DE,Consumption,2017-06,38157.073
DK,Consumption,2017-06,2491.297
EE,Consumption,2017-06,583.0
EL,Consumption,2017-06,4653.002
ES,Consumption,2017-06,20852.065
EU27_2020,Consumption,2017-06,199073.62
FI,Consumption,2017-06,5649.0
FR,Consumption,2017-06,30798.969
HR,Consumption,2017-06,1293.801
HU,Consumption,2017-06,3291.767
IE,Consumption,2017-06,2138.488
IS,Consumption,2017-06,1491.724
IT,Consumption,2017-06,27941.0
LT,Consumption,2017-06,851.86
LU,Consumption,2017-06,517.36
LV,Consumption,2017-06,528.0
ME,Consumption,2017-06,841.0
MK,Consumption,2017-06,428.59
MT,Consumption,2017-06,203.13
NL,Consumption,2017-06,8547.0
NO,Consumption,2017-06,8003.852
PL,Consumption,2017-06,11802.408
PT,Consumption,2017-06,3899.895
RO,Consumption,2017-06,4205.0
RS,Consumption,2017-06,2467.634
SE,Consumption,2017-06,8740.029
SI,Consumption,2017-06,1122.704
SK,Consumption,2017-06,2250.0
TR,Consumption,2017-06,22095.769
UK,Consumption,2017-06,22835.135
XK,Consumption,2017-06,
AL,Imports,2017-06,
AT,Imports,2017-06,2188.338
BA,Imports,2017-06,272.765
BE,Imports,2017-06,831.019
BG,Imports,2017-06,230.649
CY,Imports,2017-06,0.0
CZ,Imports,2017-06,1623.896
DE,Imports,2017-06,2029.385
DK,Imports,2017-06,1483.787
EE,Imports,2017-06,210.0
EL,Imports,2017-06,695.16
ES,Imports,2017-06,2079.0
EU27_2020,Imports,2017-06,29779.956
FI,Imports,2017-06,1809.0
FR,Imports,2017-06,1244.161
HR,Imports,2017-06,1192.742
HU,Imports,2017-06,1641.25
IE,Imports,2017-06,88.328
IS,Imports,2017-06,0.0
IT,Imports,2017-06,3290.0
LT,Imports,2017-06,913.537
LU,Imports,2017-06,573.035
LV,Imports,2017-06,410.0
ME,Imports,2017-06,763.0
MK,Imports,2017-06,495.869
MT,Imports,2017-06,58.113
NL,Imports,2017-06,1984.0
NO,Imports,2017-06,149.981
PL,Imports,2017-06,1100.618
PT,Imports,2017-06,387.69
RO,Imports,2017-06,323.0
RS,Imports,2017-06,445.61
SE,Imports,2017-06,1265.51
SI,Imports,2017-06,851.738
SK,Imports,2017-06,1276.0
TR,Imports,2017-06,199.838
UK,Imports,2017-06,1597.686
XK,Imports,2017-06,
AL,Production,2017-06,
AT,Production,2017-06,5297.569
BA,Production,2017-06,1155.907
BE,Production,2017-06,6532.45
BG,Production,2017-06,3022.444
CY,Production,2017-06,397.436
CZ,Production,2017-06,5414.627
DE,Production,2017-06,44906.856
DK,Production,2017-06,1847.705
EE,Production,2017-06,874.0
EL,Production,2017-06,4156.322
ES,Production,2017-06,22086.886
EU27_2020,Production,2017-06,210253.948
FI,Production,2017-06,4217.0
FR,Production,2017-06,37089.405
HR,Production,2017-06,557.175
HU,Production,2017-06,2377.597
IE,Production,2017-06,2258.702
IS,Production,2017-06,1536.724
IT,Production,2017-06,25284.0
LT,Production,2017-06,311.03
LU,Production,2017-06,144.299
LV,Production,2017-06,363.0
ME,Production,2017-06,93.0
MK,Production,2017-06,312.26
MT,Production,2017-06,145.017
NL,Production,2017-06,8215.0
NO,Production,2017-06,11067.753
PL,Production,2017-06,11843.536
PT,Production,2017-06,4704.123
RO,Production,2017-06,4428.0
RS,Production,2017-06,2513.143
SE,Production,2017-06,10726.458
SI,Production,2017-06,1160.311
SK,Production,2017-06,1893.0
TR,Production,2017-06,22148.72
UK,Production,2017-06,23507.86
XK,Production,2017-06,
AL,Consumption,2017-07,
AT,Consumption,2017-07,5128.008
BA,Consumption,2017-07,1010.719
BE,Consumption,2017-07,6159.814
BG,Consumption,2017-07,2393.501
CY,Consumption,2017-07,558.245
CZ,Consumption,2017-07,4439.907
DE,Consumption,2017-07,39099.056
DK,Consumption,2017-07,2386.236
EE,Consumption,2017-07,572.0
EL,Consumption,2017-07,5618.209
ES,Consumption,2017-07,21653.505
EU27_2020,Consumption,2017-07,204285.052
FI,Consumption,2017-07,5724.0
FR,Consumption,2017-07,31196.854
HR,Consumption,2017-07,1476.996
HU,Consumption,2017-07,3260.706
IE,Consumption,2017-07,2200.177
IS,Consumption,2017-07,1534.431
IT,Consumption,2017-07,30019.0
LT,Consumption,2017-07,823.067
LU,Consumption,2017-07,538.648
LV,Consumption,2017-07,540.0
ME,Consumption,2017-07,892.0
MK,Consumption,2017-07,472.494
MT,Consumption,2017-07,254.103
NL,Consumption,2017-07,8225.0
NO,Consumption,2017-07,7787.181
PL,Consumption,2017-07,11879.326
PT,Consumption,2017-07,4072.642
RO,Consumption,2017-07,4462.0
RS,Consumption,2017-07,2530.303
SE,Consumption,2017-07,8364.616
SI,Consumption,2017-07,1110.436
SK,Consumption,2017-07,2129.0
TR,Consumption,2017-07,27331.803
UK,Consumption,2017-07,23335.97
XK,Consumption,2017-07,
AL,Imports,2017-07,
AT,Imports,2017-07,2022.665
BA,Imports,2017-07,315.321
BE,Imports,2017-07,494.267
BG,Imports,2017-07,179.828
CY,Imports,2017-07,0.0
CZ,Imports,2017-07,1425.543
DE,Imports,2017-07,2888.579
DK,Imports,2017-07,1679.326
EE,Imports,2017-07,279.0
EL,Imports,2017-07,916.68
ES,Imports,2017-07,2024.163
EU27_2020,Imports,2017-07,30748.271
FI,Imports,2017-07,1912.0
FR,Imports,2017-07,1365.661
HR,Imports,2017-07,1172.663
HU,Imports,2017-07,1568.72
IE,Imports,2017-07,82.433
IS,Imports,2017-07,0.0
IT,Imports,2017-07,4161.0
LT,Imports,2017-07,959.479
LU,Imports,2017-07,589.678
LV,Imports,2017-07,510.0
ME,Imports,2017-07,724.0
MK,Imports,2017-07,485.859
MT,Imports,2017-07,82.528
NL,Imports,2017-07,1556.0
NO,Imports,2017-07,104.636
PL,Imports,2017-07,1211.02
PT,Imports,2017-07,344.0
RO,Imports,2017-07,503.0
RS,Imports,2017-07,525.869
SE,Imports,2017-07,1006.39
SI,Imports,2017-07,692.648
SK,Imports,2017-07,1121.0
TR,Imports,2017-07,287.116
UK,Imports,2017-07,2166.765
XK,Imports,2017-07,
AL,Production,2017-07,
AT,Production,2017-07,5535.699
BA,Production,2017-07,1219.894
BE,Production,2017-07,7029.324
BG,Production,2017-07,3381.235
CY,Production,2017-07,558.245
CZ,Production,2017-07,5046.216
DE,Production,2017-07,43684.033
DK,Production,2017-07,1514.533
EE,Production,2017-07,769.0
EL,Production,2017-07,5041.459
ES,Production,2017-07,22809.943
EU27_2020,Production,2017-07,216325.505
FI,Production,2017-07,4249.0
FR,Production,2017-07,38658.235
HR,Production,2017-07,794.916
HU,Production,2017-07,2550.693
IE,Production,2017-07,2351.682
IS,Production,2017-07,1580.431
IT,Production,2017-07,26496.0
LT,Production,2017-07,253.335
LU,Production,2017-07,139.768
LV,Production,2017-07,362.0
ME,Production,2017-07,174.0
MK,Production,2017-07,395.108
MT,Production,2017-07,171.575
NL,Production,2017-07,8432.0
NO,Production,2017-07,10624.135
PL,Production,2017-07,12232.321
PT,Production,2017-07,5075.642
RO,Production,2017-07,4530.0
RS,Production,2017-07,2632.417
SE,Production,2017-07,11285.778
SI,Production,2017-07,1305.873
SK,Production,2017-07,2067.0
TR,Production,2017-07,27308.671
UK,Production,2017-07,23639.84
XK,Production,2017-07,
AL,Consumption,2017-08,
AT,Consumption,2017-08,5100.821
BA,Consumption,2017-08,999.384
BE,Consumption,2017-08,6283.773
BG,Consumption,2017-08,2397.175
CY,Consumption,2017-08,509.325
CZ,Consumption,2017-08,4650.574
DE,Consumption,2017-08,39816.399
DK,Consumption,2017-08,2601.937
EE,Consumption,2017-08,624.0
EL,Consumption,2017-08,5451.123
ES,Consumption,2017-08,21144.478
EU27_2020,Consumption,2017-08,200952.763
FI,Consumption,2017-08,6052.0
FR,Consumption,2017-08,29512.055
HR,Consumption,2017-08,1512.198
HU,Consumption,2017-08,3358.131
IE,Consumption,2017-08,2202.882
IS,Consumption,2017-08,1540.54
IT,Consumption,2017-08,26912.0
LT,Consumption,2017-08,918.584
LU,Consumption,2017-08,470.155
LV,Consumption,2017-08,574.0
ME,Consumption,2017-08,936.0
MK,Consumption,2017-08,486.798
MT,Consumption,2017-08,267.212
NL,Consumption,2017-08,8009.0
NO,Consumption,2017-08,8254.078
PL,Consumption,2017-08,12019.601
PT,Consumption,2017-08,3889.866
RO,Consumption,2017-08,4482.0
RS,Consumption,2017-08,2595.496
SE,Consumption,2017-08,8916.691
SI,Consumption,2017-08,1088.783
SK,Consumption,2017-08,2188.0
TR,Consumption,2017-08,26948.583
UK,Consumption,2017-08,23468.727
XK,Consumption,2017-08,
AL,Imports,2017-08,
AT,Imports,2017-08,1704.152
BA,Imports,2017-08,328.315
BE,Imports,2017-08,660.503
BG,Imports,2017-08,157.697
CY,Imports,2017-08,0.0
CZ,Imports,2017-08,805.61
DE,Imports,2017-08,2212.204
DK,Imports,2017-08,1543.091
EE,Imports,2017-08,201.0
EL,Imports,2017-08,733.2
ES,Imports,2017-08,2608.0
EU27_2020,Imports,2017-08,28927.691
FI,Imports,2017-08,2081.0
FR,Imports,2017-08,1005.174
HR,Imports,2017-08,1142.399
HU,Imports,2017-08,1636.27
IE,Imports,2017-08,89.261
IS,Imports,2017-08,0.0
IT,Imports,2017-08,3012.0
LT,Imports,2017-08,1043.944
LU,Imports,2017-08,581.173
LV,Imports,2017-08,469.0
ME,Imports,2017-08,766.0
MK,Imports,2017-08,412.569
