geo\TIME_PERIOD,indic,Date,GWH
EL,Imports,2012-02,463.0
ES,Imports,2012-02,462.0
EU27_2020,Imports,2012-02,29366.0
FI,Imports,2012-02,1568.0
FR,Imports,2012-02,3166.0
HR,Imports,2012-02,824.0
HU,Imports,2012-02,1621.0
IE,Imports,2012-02,25.0
IS,Imports,2012-02,
IT,Imports,2012-02,3274.0
LT,Imports,2012-02,623.0
LU,Imports,2012-02,569.0
LV,Imports,2012-02,481.0
ME,Imports,2012-02,
MK,Imports,2012-02,
MT,Imports,2012-02,0.0
NL,Imports,2012-02,1556.0
NO,Imports,2012-02,261.0
PL,Imports,2012-02,871.0
PT,Imports,2012-02,933.0
RO,Imports,2012-02,77.0
RS,Imports,2012-02,
SE,Imports,2012-02,1313.0
SI,Imports,2012-02,604.0
SK,Imports,2012-02,1369.0
TR,Imports,2012-02,391.0
UK,Imports,2012-02,522.0
XK,Imports,2012-02,
AL,Production,2012-02,
AT,Production,2012-02,
BA,Production,2012-02,
BE,Production,2012-02,
BG,Production,2012-02,
CY,Production,2012-02,
CZ,Production,2012-02,
DE,Production,2012-02,
DK,Production,2012-02,
EE,Production,2012-02,
EL,Production,2012-02,
ES,Production,2012-02,
EU27_2020,Production,2012-02,
FI,Production,2012-02,
FR,Production,2012-02,
HR,Production,2012-02,
HU,Production,2012-02,
IE,Production,2012-02,
IS,Production,2012-02,
IT,Production,2012-02,
LT,Production,2012-02,
LU,Production,2012-02,
LV,Production,2012-02,
ME,Production,2012-02,
MK,Production,2012-02,
MT,Production,2012-02,
NL,Production,2012-02,
NO,Production,2012-02,
PL,Production,2012-02,
PT,Production,2012-02,
RO,Production,2012-02,
RS,Production,2012-02,
SE,Production,2012-02,
SI,Production,2012-02,
SK,Production,2012-02,
TR,Production,2012-02,
UK,Production,2012-02,
XK,Production,2012-02,
AL,Consumption,2012-03,
AT,Consumption,2012-03,5881.0
BA,Consumption,2012-03,
BE,Consumption,2012-03,7415.0
BG,Consumption,2012-03,3121.0
CY,Consumption,2012-03,330.0
CZ,Consumption,2012-03,5595.0
DE,Consumption,2012-03,42311.0
DK,Consumption,2012-03,2980.0
EE,Consumption,2012-03,948.0
EL,Consumption,2012-03,4577.0
ES,Consumption,2012-03,22149.0
EU27_2020,Consumption,2012-03,229357.0
FI,Consumption,2012-03,7728.0
FR,Consumption,2012-03,42887.0
HR,Consumption,2012-03,1403.0
HU,Consumption,2012-03,3338.0
IE,Consumption,2012-03,2221.0
IS,Consumption,2012-03,
IT,Consumption,2012-03,27641.0
LT,Consumption,2012-03,836.0
LU,Consumption,2012-03,558.0
LV,Consumption,2012-03,667.0
ME,Consumption,2012-03,
MK,Consumption,2012-03,
MT,Consumption,2012-03,161.0
NL,Consumption,2012-03,10333.0
NO,Consumption,2012-03,11466.0
PL,Consumption,2012-03,12411.0
PT,Consumption,2012-03,3177.0
RO,Consumption,2012-03,4556.0
RS,Consumption,2012-03,
SE,Consumption,2012-03,12688.0
SI,Consumption,2012-03,1158.0
SK,Consumption,2012-03,2287.0
TR,Consumption,2012-03,19673.0
UK,Consumption,2012-03,30927.0
XK,Consumption,2012-03,
AL,Imports,2012-03,
AT,Imports,2012-03,2535.0
BA,Imports,2012-03,
BE,Imports,2012-03,1828.0
BG,Imports,2012-03,162.0
CY,Imports,2012-03,0.0
CZ,Imports,2012-03,840.0
DE,Imports,2012-03,4165.0
DK,Imports,2012-03,1337.0
EE,Imports,2012-03,264.0
EL,Imports,2012-03,537.0
ES,Imports,2012-03,705.0
EU27_2020,Imports,2012-03,30585.0
FI,Imports,2012-03,1649.0
FR,Imports,2012-03,436.0
HR,Imports,2012-03,756.0
HU,Imports,2012-03,1473.0
IE,Imports,2012-03,88.0
IS,Imports,2012-03,
IT,Imports,2012-03,4720.0
LT,Imports,2012-03,697.0
LU,Imports,2012-03,622.0
LV,Imports,2012-03,483.0
ME,Imports,2012-03,
MK,Imports,2012-03,
MT,Imports,2012-03,0.0
NL,Imports,2012-03,2881.0
NO,Imports,2012-03,332.0
PL,Imports,2012-03,966.0
PT,Imports,2012-03,979.0
RO,Imports,2012-03,94.0
RS,Imports,2012-03,
SE,Imports,2012-03,574.0
SI,Imports,2012-03,720.0
SK,Imports,2012-03,1074.0
TR,Imports,2012-03,415.0
UK,Imports,2012-03,1172.0
XK,Imports,2012-03,
AL,Production,2012-03,
AT,Production,2012-03,
BA,Production,2012-03,
BE,Production,2012-03,
BG,Production,2012-03,
CY,Production,2012-03,
CZ,Production,2012-03,
DE,Production,2012-03,
DK,Production,2012-03,
EE,Production,2012-03,
EL,Production,2012-03,
ES,Production,2012-03,
EU27_2020,Production,2012-03,
FI,Production,2012-03,
FR,Production,2012-03,
HR,Production,2012-03,
HU,Production,2012-03,
IE,Production,2012-03,
IS,Production,2012-03,
IT,Production,2012-03,
LT,Production,2012-03,
LU,Production,2012-03,
LV,Production,2012-03,
ME,Production,2012-03,
MK,Production,2012-03,
MT,Production,2012-03,
NL,Production,2012-03,
NO,Production,2012-03,
PL,Production,2012-03,
PT,Production,2012-03,
RO,Production,2012-03,
RS,Production,2012-03,
SE,Production,2012-03,
SI,Production,2012-03,
SK,Production,2012-03,
TR,Production,2012-03,
UK,Production,2012-03,
XK,Production,2012-03,
AL,Consumption,2012-04,
AT,Consumption,2012-04,5298.0
BA,Consumption,2012-04,
BE,Consumption,2012-04,6849.0
BG,Consumption,2012-04,2444.0
CY,Consumption,2012-04,292.0
CZ,Consumption,2012-04,5089.0
DE,Consumption,2012-04,38501.0
DK,Consumption,2012-04,2694.0
EE,Consumption,2012-04,696.0
EL,Consumption,2012-04,3879.0
ES,Consumption,2012-04,19467.0
EU27_2020,Consumption,2012-04,207344.0
FI,Consumption,2012-04,6883.0
FR,Consumption,2012-04,39650.0
HR,Consumption,2012-04,1312.0
HU,Consumption,2012-04,3134.0
IE,Consumption,2012-04,2086.0
IS,Consumption,2012-04,
IT,Consumption,2012-04,24728.0
LT,Consumption,2012-04,751.0
LU,Consumption,2012-04,520.0
LV,Consumption,2012-04,591.0
ME,Consumption,2012-04,
MK,Consumption,2012-04,
MT,Consumption,2012-04,150.0
NL,Consumption,2012-04,8998.0
NO,Consumption,2012-04,10411.0
PL,Consumption,2012-04,11275.0
PT,Consumption,2012-04,3124.0
RO,Consumption,2012-04,4154.0
RS,Consumption,2012-04,
SE,Consumption,2012-04,11662.0
SI,Consumption,2012-04,1065.0
SK,Consumption,2012-04,2052.0
TR,Consumption,2012-04,17428.0
UK,Consumption,2012-04,28640.0
XK,Consumption,2012-04,
AL,Imports,2012-04,
AT,Imports,2012-04,2021.0
BA,Imports,2012-04,
BE,Imports,2012-04,1276.0
BG,Imports,2012-04,98.0
CY,Imports,2012-04,0.0
CZ,Imports,2012-04,675.0
DE,Imports,2012-04,4007.0
DK,Imports,2012-04,1427.0
EE,Imports,2012-04,244.0
EL,Imports,2012-04,518.0
ES,Imports,2012-04,468.0
EU27_2020,Imports,2012-04,27688.0
FI,Imports,2012-04,1599.0
FR,Imports,2012-04,939.0
HR,Imports,2012-04,687.0
HU,Imports,2012-04,1461.0
IE,Imports,2012-04,66.0
IS,Imports,2012-04,
IT,Imports,2012-04,3849.0
LT,Imports,2012-04,720.0
LU,Imports,2012-04,558.0
LV,Imports,2012-04,294.0
ME,Imports,2012-04,
MK,Imports,2012-04,
MT,Imports,2012-04,0.0
NL,Imports,2012-04,2514.0
NO,Imports,2012-04,285.0
PL,Imports,2012-04,638.0
PT,Imports,2012-04,933.0
RO,Imports,2012-04,62.0
RS,Imports,2012-04,
SE,Imports,2012-04,848.0
SI,Imports,2012-04,680.0
SK,Imports,2012-04,1106.0
TR,Imports,2012-04,311.0
UK,Imports,2012-04,1128.0
XK,Imports,2012-04,
AL,Production,2012-04,
AT,Production,2012-04,
BA,Production,2012-04,
BE,Production,2012-04,
BG,Production,2012-04,
CY,Production,2012-04,
CZ,Production,2012-04,
DE,Production,2012-04,
DK,Production,2012-04,
EE,Production,2012-04,
EL,Production,2012-04,
ES,Production,2012-04,
EU27_2020,Production,2012-04,
FI,Production,2012-04,
FR,Production,2012-04,
HR,Production,2012-04,
HU,Production,2012-04,
IE,Production,2012-04,
IS,Production,2012-04,
IT,Production,2012-04,
LT,Production,2012-04,
LU,Production,2012-04,
LV,Production,2012-04,
ME,Production,2012-04,
MK,Production,2012-04,
MT,Production,2012-04,
NL,Production,2012-04,
NO,Production,2012-04,
PL,Production,2012-04,
PT,Production,2012-04,
RO,Production,2012-04,
RS,Production,2012-04,
SE,Production,2012-04,
SI,Production,2012-04,
SK,Production,2012-04,
TR,Production,2012-04,
UK,Production,2012-04,
XK,Production,2012-04,
AL,Consumption,2012-05,
AT,Consumption,2012-05,5245.0
BA,Consumption,2012-05,
BE,Consumption,2012-05,6684.0
BG,Consumption,2012-05,2368.0
CY,Consumption,2012-05,331.0
CZ,Consumption,2012-05,4818.0
DE,Consumption,2012-05,38249.0
DK,Consumption,2012-05,2653.0
EE,Consumption,2012-05,631.0
EL,Consumption,2012-05,4207.0
ES,Consumption,2012-05,20316.0
EU27_2020,Consumption,2012-05,202150.0
FI,Consumption,2012-05,6316.0
FR,Consumption,2012-05,34768.0
HR,Consumption,2012-05,1300.0
HU,Consumption,2012-05,3151.0
IE,Consumption,2012-05,2109.0
IS,Consumption,2012-05,
IT,Consumption,2012-05,26141.0
LT,Consumption,2012-05,707.0
LU,Consumption,2012-05,498.0
LV,Consumption,2012-05,564.0
ME,Consumption,2012-05,
MK,Consumption,2012-05,
MT,Consumption,2012-05,162.0
NL,Consumption,2012-05,8794.0
NO,Consumption,2012-05,9209.0
PL,Consumption,2012-05,11152.0
PT,Consumption,2012-05,3177.0
RO,Consumption,2012-05,4187.0
RS,Consumption,2012-05,
SE,Consumption,2012-05,10510.0
SI,Consumption,2012-05,1087.0
SK,Consumption,2012-05,2025.0
TR,Consumption,2012-05,18041.0
UK,Consumption,2012-05,28498.0
XK,Consumption,2012-05,
AL,Imports,2012-05,
AT,Imports,2012-05,1503.0
BA,Imports,2012-05,
BE,Imports,2012-05,1146.0
BG,Imports,2012-05,102.0
CY,Imports,2012-05,0.0
CZ,Imports,2012-05,604.0
DE,Imports,2012-05,4524.0
DK,Imports,2012-05,1518.0
EE,Imports,2012-05,261.0
EL,Imports,2012-05,341.0
ES,Imports,2012-05,696.0
EU27_2020,Imports,2012-05,27786.0
FI,Imports,2012-05,1535.0
FR,Imports,2012-05,613.0
HR,Imports,2012-05,803.0
HU,Imports,2012-05,1319.0
IE,Imports,2012-05,67.0
IS,Imports,2012-05,
IT,Imports,2012-05,3477.0
LT,Imports,2012-05,750.0
LU,Imports,2012-05,563.0
LV,Imports,2012-05,448.0
ME,Imports,2012-05,
MK,Imports,2012-05,
MT,Imports,2012-05,0.0
NL,Imports,2012-05,3138.0
NO,Imports,2012-05,224.0
PL,Imports,2012-05,774.0
PT,Imports,2012-05,979.0
RO,Imports,2012-05,81.0
RS,Imports,2012-05,
SE,Imports,2012-05,892.0
SI,Imports,2012-05,798.0
SK,Imports,2012-05,854.0
TR,Imports,2012-05,395.0
UK,Imports,2012-05,1223.0
XK,Imports,2012-05,
AL,Production,2012-05,
AT,Production,2012-05,
BA,Production,2012-05,
BE,Production,2012-05,
BG,Production,2012-05,
CY,Production,2012-05,
CZ,Production,2012-05,
DE,Production,2012-05,
DK,Production,2012-05,
EE,Production,2012-05,
EL,Production,2012-05,
ES,Production,2012-05,
EU27_2020,Production,2012-05,
FI,Production,2012-05,
FR,Production,2012-05,
HR,Production,2012-05,
HU,Production,2012-05,
IE,Production,2012-05,
IS,Production,2012-05,
IT,Production,2012-05,
LT,Production,2012-05,
LU,Production,2012-05,
LV,Production,2012-05,
ME,Production,2012-05,
MK,Production,2012-05,
MT,Production,2012-05,
NL,Production,2012-05,
NO,Production,2012-05,
PL,Production,2012-05,
PT,Production,2012-05,
RO,Production,2012-05,
RS,Production,2012-05,
SE,Production,2012-05,
SI,Production,2012-05,
SK,Production,2012-05,
TR,Production,2012-05,
UK,Production,2012-05,
XK,Production,2012-05,
AL,Consumption,2012-06,
AT,Consumption,2012-06,5172.0
BA,Consumption,2012-06,
BE,Consumption,2012-06,6475.0
BG,Consumption,2012-06,2389.0
CY,Consumption,2012-06,360.0
CZ,Consumption,2012-06,4649.0
DE,Consumption,2012-06,37725.0
DK,Consumption,2012-06,2566.0
EE,Consumption,2012-06,587.0
EL,Consumption,2012-06,4992.0
ES,Consumption,2012-06,21221.0
EU27_2020,Consumption,2012-06,200347.0
FI,Consumption,2012-06,5716.0
FR,Consumption,2012-06,32579.0
HR,Consumption,2012-06,1328.0
HU,Consumption,2012-06,3203.0
IE,Consumption,2012-06,1943.0
IS,Consumption,2012-06,
IT,Consumption,2012-06,27456.0
LT,Consumption,2012-06,766.0
LU,Consumption,2012-06,513.0
LV,Consumption,2012-06,531.0
ME,Consumption,2012-06,
MK,Consumption,2012-06,
MT,Consumption,2012-06,185.0
NL,Consumption,2012-06,9103.0
NO,Consumption,2012-06,8295.0
PL,Consumption,2012-06,10826.0
PT,Consumption,2012-06,3169.0
RO,Consumption,2012-06,4041.0
RS,Consumption,2012-06,
SE,Consumption,2012-06,9789.0
SI,Consumption,2012-06,1076.0
SK,Consumption,2012-06,1987.0
TR,Consumption,2012-06,18966.0
UK,Consumption,2012-06,26144.0
XK,Consumption,2012-06,
AL,Imports,2012-06,
AT,Imports,2012-06,1278.0
BA,Imports,2012-06,
BE,Imports,2012-06,1155.0
BG,Imports,2012-06,112.0
CY,Imports,2012-06,0.0
CZ,Imports,2012-06,702.0
DE,Imports,2012-06,4192.0
DK,Imports,2012-06,1440.0
EE,Imports,2012-06,209.0
EL,Imports,2012-06,515.0
ES,Imports,2012-06,835.0
EU27_2020,Imports,2012-06,26997.0
FI,Imports,2012-06,1172.0
FR,Imports,2012-06,633.0
HR,Imports,2012-06,966.0
HU,Imports,2012-06,1283.0
IE,Imports,2012-06,74.0
IS,Imports,2012-06,
IT,Imports,2012-06,3511.0
LT,Imports,2012-06,670.0
LU,Imports,2012-06,556.0
LV,Imports,2012-06,439.0
ME,Imports,2012-06,
MK,Imports,2012-06,
MT,Imports,2012-06,0.0
NL,Imports,2012-06,3080.0
NO,Imports,2012-06,165.0
PL,Imports,2012-06,542.0
PT,Imports,2012-06,940.0
RO,Imports,2012-06,64.0
RS,Imports,2012-06,
SE,Imports,2012-06,980.0
SI,Imports,2012-06,633.0
SK,Imports,2012-06,1016.0
TR,Imports,2012-06,426.0
UK,Imports,2012-06,1000.0
XK,Imports,2012-06,
AL,Production,2012-06,
AT,Production,2012-06,
BA,Production,2012-06,
BE,Production,2012-06,
BG,Production,2012-06,
CY,Production,2012-06,
CZ,Production,2012-06,
DE,Production,2012-06,
DK,Production,2012-06,
EE,Production,2012-06,
EL,Production,2012-06,
ES,Production,2012-06,
EU27_2020,Production,2012-06,
FI,Production,2012-06,
FR,Production,2012-06,
HR,Production,2012-06,
HU,Production,2012-06,
IE,Production,2012-06,
IS,Production,2012-06,
IT,Production,2012-06,
LT,Production,2012-06,
LU,Production,2012-06,
LV,Production,2012-06,
ME,Production,2012-06,
MK,Production,2012-06,
MT,Production,2012-06,
NL,Production,2012-06,
NO,Production,2012-06,
PL,Production,2012-06,
PT,Production,2012-06,
RO,Production,2012-06,
RS,Production,2012-06,
SE,Production,2012-06,
SI,Production,2012-06,
SK,Production,2012-06,
TR,Production,2012-06,
UK,Production,2012-06,
XK,Production,2012-06,
AL,Consumption,2012-07,
AT,Consumption,2012-07,5318.0
BA,Consumption,2012-07,
BE,Consumption,2012-07,6205.0
BG,Consumption,2012-07,2602.0
CY,Consumption,2012-07,506.0
CZ,Consumption,2012-07,4597.0
DE,Consumption,2012-07,37789.0
DK,Consumption,2012-07,2452.0
EE,Consumption,2012-07,585.0
EL,Consumption,2012-07,6190.0
ES,Consumption,2012-07,21779.0
EU27_2020,Consumption,2012-07,207039.0
FI,Consumption,2012-07,5848.0
FR,Consumption,2012-07,33479.0
HR,Consumption,2012-07,1538.0
HU,Consumption,2012-07,3343.0
IE,Consumption,2012-07,1981.0
IS,Consumption,2012-07,
IT,Consumption,2012-07,30569.0
LT,Consumption,2012-07,795.0
LU,Consumption,2012-07,526.0
LV,Consumption,2012-07,554.0
ME,Consumption,2012-07,
MK,Consumption,2012-07,
MT,Consumption,2012-07,227.0
NL,Consumption,2012-07,9153.0
NO,Consumption,2012-07,7880.0
PL,Consumption,2012-07,11205.0
PT,Consumption,2012-07,3424.0
RO,Consumption,2012-07,4258.0
RS,Consumption,2012-07,
SE,Consumption,2012-07,8998.0
SI,Consumption,2012-07,1099.0
SK,Consumption,2012-07,2019.0
TR,Consumption,2012-07,18966.0
UK,Consumption,2012-07,26870.0
XK,Consumption,2012-07,
AL,Imports,2012-07,
AT,Imports,2012-07,1460.0
BA,Imports,2012-07,
BE,Imports,2012-07,880.0
BG,Imports,2012-07,143.0
CY,Imports,2012-07,0.0
CZ,Imports,2012-07,898.0
DE,Imports,2012-07,4272.0
DK,Imports,2012-07,1660.0
EE,Imports,2012-07,297.0
EL,Imports,2012-07,784.0
ES,Imports,2012-07,772.0
EU27_2020,Imports,2012-07,29026.0
FI,Imports,2012-07,1517.0
FR,Imports,2012-07,947.0
HR,Imports,2012-07,984.0
HU,Imports,2012-07,1574.0
IE,Imports,2012-07,66.0
IS,Imports,2012-07,
IT,Imports,2012-07,3415.0
LT,Imports,2012-07,712.0
LU,Imports,2012-07,534.0
LV,Imports,2012-07,472.0
ME,Imports,2012-07,
MK,Imports,2012-07,
MT,Imports,2012-07,0.0
NL,Imports,2012-07,3045.0
NO,Imports,2012-07,124.0
PL,Imports,2012-07,1017.0
PT,Imports,2012-07,832.0
RO,Imports,2012-07,64.0
RS,Imports,2012-07,
SE,Imports,2012-07,836.0
SI,Imports,2012-07,562.0
SK,Imports,2012-07,1283.0
TR,Imports,2012-07,426.0
UK,Imports,2012-07,1403.0
XK,Imports,2012-07,
AL,Production,2012-07,
AT,Production,2012-07,
BA,Production,2012-07,
BE,Production,2012-07,
BG,Production,2012-07,
CY,Production,2012-07,
CZ,Production,2012-07,
DE,Production,2012-07,
DK,Production,2012-07,
EE,Production,2012-07,
EL,Production,2012-07,
ES,Production,2012-07,
EU27_2020,Production,2012-07,
FI,Production,2012-07,
FR,Production,2012-07,
HR,Production,2012-07,
HU,Production,2012-07,
IE,Production,2012-07,
IS,Production,2012-07,
IT,Production,2012-07,
LT,Production,2012-07,
LU,Production,2012-07,
LV,Production,2012-07,
ME,Production,2012-07,
MK,Production,2012-07,
MT,Production,2012-07,
NL,Production,2012-07,
NO,Production,2012-07,
PL,Production,2012-07,
PT,Production,2012-07,
RO,Production,2012-07,
RS,Production,2012-07,
SE,Production,2012-07,
SI,Production,2012-07,
SK,Production,2012-07,
TR,Production,2012-07,
UK,Production,2012-07,
XK,Production,2012-07,
AL,Consumption,2012-08,
AT,Consumption,2012-08,5243.0
BA,Consumption,2012-08,
BE,Consumption,2012-08,6218.0
BG,Consumption,2012-08,2515.0
CY,Consumption,2012-08,481.0
CZ,Consumption,2012-08,4677.0
DE,Consumption,2012-08,37877.0
DK,Consumption,2012-08,2660.0
EE,Consumption,2012-08,574.0
EL,Consumption,2012-08,5527.0
ES,Consumption,2012-08,22422.0
EU27_2020,Consumption,2012-08,202033.0
FI,Consumption,2012-08,6146.0
FR,Consumption,2012-08,31577.0
HR,Consumption,2012-08,1531.0
HU,Consumption,2012-08,3242.0
IE,Consumption,2012-08,1990.0
IS,Consumption,2012-08,
IT,Consumption,2012-08,26663.0
LT,Consumption,2012-08,850.0
LU,Consumption,2012-08,462.0
LV,Consumption,2012-08,571.0
ME,Consumption,2012-08,
MK,Consumption,2012-08,
MT,Consumption,2012-08,232.0
NL,Consumption,2012-08,9107.0
NO,Consumption,2012-08,8289.0
PL,Consumption,2012-08,11347.0
PT,Consumption,2012-08,3453.0
RO,Consumption,2012-08,3951.0
RS,Consumption,2012-08,
SE,Consumption,2012-08,9651.0
SI,Consumption,2012-08,1071.0
SK,Consumption,2012-08,1995.0
TR,Consumption,2012-08,20505.0
UK,Consumption,2012-08,26771.0
XK,Consumption,2012-08,
AL,Imports,2012-08,
AT,Imports,2012-08,1646.0
BA,Imports,2012-08,
BE,Imports,2012-08,1141.0
BG,Imports,2012-08,203.0
CY,Imports,2012-08,0.0
CZ,Imports,2012-08,1149.0
DE,Imports,2012-08,3618.0
DK,Imports,2012-08,1857.0
EE,Imports,2012-08,154.0
EL,Imports,2012-08,594.0
ES,Imports,2012-08,758.0
EU27_2020,Imports,2012-08,28221.0
FI,Imports,2012-08,1858.0
FR,Imports,2012-08,956.0
HR,Imports,2012-08,948.0
HU,Imports,2012-08,1558.0
IE,Imports,2012-08,96.0
IS,Imports,2012-08,
IT,Imports,2012-08,2230.0
LT,Imports,2012-08,657.0
LU,Imports,2012-08,494.0
LV,Imports,2012-08,497.0
ME,Imports,2012-08,
MK,Imports,2012-08,
MT,Imports,2012-08,0.0
NL,Imports,2012-08,2824.0
NO,Imports,2012-08,44.0
PL,Imports,2012-08,1032.0
PT,Imports,2012-08,725.0
RO,Imports,2012-08,62.0
RS,Imports,2012-08,
SE,Imports,2012-08,1295.0
SI,Imports,2012-08,650.0
SK,Imports,2012-08,1219.0
TR,Imports,2012-08,522.0
UK,Imports,2012-08,1416.0
XK,Imports,2012-08,
AL,Production,2012-08,
AT,Production,2012-08,
BA,Production,2012-08,
BE,Production,2012-08,
BG,Production,2012-08,
CY,Production,2012-08,
CZ,Production,2012-08,
DE,Production,2012-08,
DK,Production,2012-08,
EE,Production,2012-08,
EL,Production,2012-08,
ES,Production,2012-08,
EU27_2020,Production,2012-08,
FI,Production,2012-08,
FR,Production,2012-08,
HR,Production,2012-08,
HU,Production,2012-08,
IE,Production,2012-08,
IS,Production,2012-08,
IT,Production,2012-08,
LT,Production,2012-08,
LU,Production,2012-08,
LV,Production,2012-08,
ME,Production,2012-08,
MK,Production,2012-08,
MT,Production,2012-08,
NL,Production,2012-08,
NO,Production,2012-08,
PL,Production,2012-08,
PT,Production,2012-08,
RO,Production,2012-08,
RS,Production,2012-08,
SE,Production,2012-08,
SI,Production,2012-08,
SK,Production,2012-08,
TR,Production,2012-08,
UK,Production,2012-08,
XK,Production,2012-08,
AL,Consumption,2012-09,
AT,Consumption,2012-09,5200.0
BA,Consumption,2012-09,
BE,Consumption,2012-09,6457.0
BG,Consumption,2012-09,2285.0
CY,Consumption,2012-09,405.0
CZ,Consumption,2012-09,4714.0
DE,Consumption,2012-09,37118.0
DK,Consumption,2012-09,2639.0
EE,Consumption,2012-09,619.0
EL,Consumption,2012-09,4453.0
ES,Consumption,2012-09,20567.0
EU27_2020,Consumption,2012-09,198734.0
FI,Consumption,2012-09,6277.0
FR,Consumption,2012-09,32756.0
HR,Consumption,2012-09,1437.0
HU,Consumption,2012-09,3159.0
IE,Consumption,2012-09,1981.0
IS,Consumption,2012-09,1396.0
IT,Consumption,2012-09,26404.0
LT,Consumption,2012-09,833.0
LU,Consumption,2012-09,504.0
LV,Consumption,2012-09,579.0
ME,Consumption,2012-09,
MK,Consumption,2012-09,
MT,Consumption,2012-09,191.0
NL,Consumption,2012-09,8871.0
NO,Consumption,2012-09,8980.0
PL,Consumption,2012-09,11220.0
PT,Consumption,2012-09,3282.0
RO,Consumption,2012-09,3537.0
RS,Consumption,2012-09,
SE,Consumption,2012-09,10182.0
SI,Consumption,2012-09,1067.0
SK,Consumption,2012-09,1997.0
TR,Consumption,2012-09,18876.0
UK,Consumption,2012-09,26842.0
XK,Consumption,2012-09,
AL,Imports,2012-09,
AT,Imports,2012-09,1738.0
BA,Imports,2012-09,
BE,Imports,2012-09,1283.0
BG,Imports,2012-09,138.0
CY,Imports,2012-09,0.0
CZ,Imports,2012-09,727.0
DE,Imports,2012-09,3457.0
DK,Imports,2012-09,1314.0
EE,Imports,2012-09,180.0
EL,Imports,2012-09,465.0
ES,Imports,2012-09,488.0
EU27_2020,Imports,2012-09,26168.0
FI,Imports,2012-09,1706.0
FR,Imports,2012-09,611.0
HR,Imports,2012-09,865.0
HU,Imports,2012-09,1294.0
IE,Imports,2012-09,98.0
IS,Imports,2012-09,0.0
IT,Imports,2012-09,3303.0
LT,Imports,2012-09,547.0
LU,Imports,2012-09,571.0
LV,Imports,2012-09,436.0
ME,Imports,2012-09,
MK,Imports,2012-09,
MT,Imports,2012-09,0.0
NL,Imports,2012-09,2712.0
NO,Imports,2012-09,65.0
PL,Imports,2012-09,720.0
PT,Imports,2012-09,839.0
RO,Imports,2012-09,83.0
RS,Imports,2012-09,
SE,Imports,2012-09,1110.0
SI,Imports,2012-09,513.0
SK,Imports,2012-09,970.0
TR,Imports,2012-09,534.0
UK,Imports,2012-09,1493.0
XK,Imports,2012-09,
AL,Production,2012-09,
AT,Production,2012-09,
BA,Production,2012-09,
BE,Production,2012-09,
BG,Production,2012-09,
CY,Production,2012-09,
CZ,Production,2012-09,
DE,Production,2012-09,
DK,Production,2012-09,
EE,Production,2012-09,
EL,Production,2012-09,
ES,Production,2012-09,
EU27_2020,Production,2012-09,
FI,Production,2012-09,
FR,Production,2012-09,
HR,Production,2012-09,
HU,Production,2012-09,
IE,Production,2012-09,
IS,Production,2012-09,
IT,Production,2012-09,
LT,Production,2012-09,
LU,Production,2012-09,
LV,Production,2012-09,
ME,Production,2012-09,
MK,Production,2012-09,
MT,Production,2012-09,
NL,Production,2012-09,
NO,Production,2012-09,
PL,Production,2012-09,
PT,Production,2012-09,
RO,Production,2012-09,
RS,Production,2012-09,
SE,Production,2012-09,
SI,Production,2012-09,
SK,Production,2012-09,
TR,Production,2012-09,
UK,Production,2012-09,
XK,Production,2012-09,
AL,Consumption,2012-10,
AT,Consumption,2012-10,5629.0
BA,Consumption,2012-10,
BE,Consumption,2012-10,6766.0
BG,Consumption,2012-10,2419.0
CY,Consumption,2012-10,341.0
CZ,Consumption,2012-10,5381.0
DE,Consumption,2012-10,40474.0
DK,Consumption,2012-10,2930.0
EE,Consumption,2012-10,711.0
EL,Consumption,2012-10,4396.0
ES,Consumption,2012-10,20585.0
EU27_2020,Consumption,2012-10,215401.0
FI,Consumption,2012-10,7177.0
FR,Consumption,2012-10,37926.0
HR,Consumption,2012-10,1437.0
HU,Consumption,2012-10,3315.0
IE,Consumption,2012-10,2190.0
IS,Consumption,2012-10,1396.0
IT,Consumption,2012-10,26780.0
LT,Consumption,2012-10,914.0
LU,Consumption,2012-10,555.0
LV,Consumption,2012-10,644.0
ME,Consumption,2012-10,
MK,Consumption,2012-10,
MT,Consumption,2012-10,182.0
NL,Consumption,2012-10,9822.0
NO,Consumption,2012-10,10943.0
PL,Consumption,2012-10,12279.0
PT,Consumption,2012-10,3243.0
RO,Consumption,2012-10,3938.0
RS,Consumption,2012-10,
SE,Consumption,2012-10,11991.0
SI,Consumption,2012-10,1120.0
SK,Consumption,2012-10,2256.0
TR,Consumption,2012-10,17190.0
UK,Consumption,2012-10,29994.0
XK,Consumption,2012-10,
AL,Imports,2012-10,
AT,Imports,2012-10,1910.0
BA,Imports,2012-10,
BE,Imports,2012-10,2118.0
BG,Imports,2012-10,238.0
CY,Imports,2012-10,0.0
CZ,Imports,2012-10,1090.0
DE,Imports,2012-10,3834.0
DK,Imports,2012-10,1381.0
EE,Imports,2012-10,180.0
EL,Imports,2012-10,366.0
ES,Imports,2012-10,271.0
EU27_2020,Imports,2012-10,28937.0
FI,Imports,2012-10,1397.0
FR,Imports,2012-10,796.0
HR,Imports,2012-10,645.0
HU,Imports,2012-10,1268.0
IE,Imports,2012-10,56.0
IS,Imports,2012-10,0.0
IT,Imports,2012-10,4661.0
LT,Imports,2012-10,691.0
LU,Imports,2012-10,570.0
