geo\TIME_PERIOD,indic,Date,Value
BE,IS-IDMG-T,2008-05,168.0
BG,IS-IDMG-T,2008-05,55.0
CY,IS-IDMG-T,2008-05,29.0
CZ,IS-IDMG-T,2008-05,177.0
DE,IS-IDMG-T,2008-05,1853.0
DK,IS-IDMG-T,2008-05,159.0
EE,IS-IDMG-T,2008-05,30.0
EL,IS-IDMG-T,2008-05,320.0
ES,IS-IDMG-T,2008-05,527.0
EU27_2020,IS-IDMG-T,2008-05,
FI,IS-IDMG-T,2008-05,241.0
FR,IS-IDMG-T,2008-05,782.0
HR,IS-IDMG-T,2008-05,58.0
HU,IS-IDMG-T,2008-05,139.0
IE,IS-IDMG-T,2008-05,257.0
IS,IS-IDMG-T,2008-05,0.0
IT,IS-IDMG-T,2008-05,1035.0
LT,IS-IDMG-T,2008-05,39.0
LU,IS-IDMG-T,2008-05,38.0
LV,IS-IDMG-T,2008-05,34.0
ME,IS-IDMG-T,2008-05,
MK,IS-IDMG-T,2008-05,
MT,IS-IDMG-T,2008-05,
NL,IS-IDMG-T,2008-05,356.0
NO,IS-IDMG-T,2008-05,263.0
PL,IS-IDMG-T,2008-05,360.0
PT,IS-IDMG-T,2008-05,118.0
RO,IS-IDMG-T,2008-05,115.0
RS,IS-IDMG-T,2008-05,
SE,IS-IDMG-T,2008-05,321.0
SI,IS-IDMG-T,2008-05,54.0
SK,IS-IDMG-T,2008-05,59.0
TR,IS-IDMG-T,2008-05,224.0
UK,IS-IDMG-T,2008-05,1386.0
AL,IS-IDMG-T,2008-06,
AT,IS-IDMG-T,2008-06,152.0
BE,IS-IDMG-T,2008-06,99.0
BG,IS-IDMG-T,2008-06,57.0
CY,IS-IDMG-T,2008-06,32.0
CZ,IS-IDMG-T,2008-06,174.0
DE,IS-IDMG-T,2008-06,1649.0
DK,IS-IDMG-T,2008-06,146.0
EE,IS-IDMG-T,2008-06,44.0
EL,IS-IDMG-T,2008-06,331.0
ES,IS-IDMG-T,2008-06,517.0
EU27_2020,IS-IDMG-T,2008-06,
FI,IS-IDMG-T,2008-06,25.0
FR,IS-IDMG-T,2008-06,945.0
HR,IS-IDMG-T,2008-06,53.0
HU,IS-IDMG-T,2008-06,131.0
IE,IS-IDMG-T,2008-06,144.0
IS,IS-IDMG-T,2008-06,0.0
IT,IS-IDMG-T,2008-06,939.0
LT,IS-IDMG-T,2008-06,37.0
LU,IS-IDMG-T,2008-06,36.0
LV,IS-IDMG-T,2008-06,36.0
ME,IS-IDMG-T,2008-06,
MK,IS-IDMG-T,2008-06,
MT,IS-IDMG-T,2008-06,
NL,IS-IDMG-T,2008-06,342.0
NO,IS-IDMG-T,2008-06,-40.0
PL,IS-IDMG-T,2008-06,325.0
PT,IS-IDMG-T,2008-06,110.0
RO,IS-IDMG-T,2008-06,104.0
RS,IS-IDMG-T,2008-06,
SE,IS-IDMG-T,2008-06,332.0
SI,IS-IDMG-T,2008-06,58.0
SK,IS-IDMG-T,2008-06,58.0
TR,IS-IDMG-T,2008-06,210.0
UK,IS-IDMG-T,2008-06,1415.0
AL,IS-IDMG-T,2008-07,
AT,IS-IDMG-T,2008-07,191.0
BE,IS-IDMG-T,2008-07,120.0
BG,IS-IDMG-T,2008-07,62.0
CY,IS-IDMG-T,2008-07,37.0
CZ,IS-IDMG-T,2008-07,178.0
DE,IS-IDMG-T,2008-07,1846.0
DK,IS-IDMG-T,2008-07,151.0
EE,IS-IDMG-T,2008-07,4.0
EL,IS-IDMG-T,2008-07,410.0
ES,IS-IDMG-T,2008-07,585.0
EU27_2020,IS-IDMG-T,2008-07,
FI,IS-IDMG-T,2008-07,67.0
FR,IS-IDMG-T,2008-07,906.0
HR,IS-IDMG-T,2008-07,70.0
HU,IS-IDMG-T,2008-07,137.0
IE,IS-IDMG-T,2008-07,110.0
IS,IS-IDMG-T,2008-07,0.0
IT,IS-IDMG-T,2008-07,1099.0
LT,IS-IDMG-T,2008-07,37.0
LU,IS-IDMG-T,2008-07,38.0
LV,IS-IDMG-T,2008-07,36.0
ME,IS-IDMG-T,2008-07,
MK,IS-IDMG-T,2008-07,
MT,IS-IDMG-T,2008-07,
NL,IS-IDMG-T,2008-07,341.0
NO,IS-IDMG-T,2008-07,228.0
PL,IS-IDMG-T,2008-07,364.0
PT,IS-IDMG-T,2008-07,125.0
RO,IS-IDMG-T,2008-07,132.0
RS,IS-IDMG-T,2008-07,
SE,IS-IDMG-T,2008-07,352.0
SI,IS-IDMG-T,2008-07,54.0
SK,IS-IDMG-T,2008-07,58.0
TR,IS-IDMG-T,2008-07,210.0
UK,IS-IDMG-T,2008-07,1260.0
AL,IS-IDMG-T,2008-08,
AT,IS-IDMG-T,2008-08,175.0
BE,IS-IDMG-T,2008-08,96.0
BG,IS-IDMG-T,2008-08,61.0
CY,IS-IDMG-T,2008-08,31.0
CZ,IS-IDMG-T,2008-08,172.0
DE,IS-IDMG-T,2008-08,1660.0
DK,IS-IDMG-T,2008-08,149.0
EE,IS-IDMG-T,2008-08,59.0
EL,IS-IDMG-T,2008-08,385.0
ES,IS-IDMG-T,2008-08,574.0
EU27_2020,IS-IDMG-T,2008-08,
FI,IS-IDMG-T,2008-08,202.0
