index,Date,Country,Temperature
11636,2022-01,CYP,12.0
11637,2022-02,CYP,14.0
11638,2022-03,CYP,12.0
11639,2022-04,CYP,19.0
11640,2022-05,CYP,22.0
11641,2022-06,CYP,25.0
11642,2022-07,CYP,28.0
11643,2022-08,CYP,28.0
11644,2022-09,CYP,26.0
11645,2022-10,CYP,23.0
11646,2022-11,CYP,19.0
11647,2022-12,CYP,16.0
11648,2023-01,CYP,14.0
11649,2023-02,CYP,12.0
11650,2023-03,CYP,16.0
11651,2023-04,CYP,18.0
11652,2023-05,CYP,21.0
11653,2023-06,CYP,24.0
11654,2023-07,CYP,29.0
11655,2023-08,CYP,28.0
14584,2000-01,DNK,3.0
14585,2000-02,DNK,4.0
14586,2000-03,DNK,4.0
14587,2000-04,DNK,8.0
14588,2000-05,DNK,13.0
14589,2000-06,DNK,15.0
14590,2000-07,DNK,16.0
14591,2000-08,DNK,16.0
14592,2000-09,DNK,14.0
14593,2000-10,DNK,12.0
14594,2000-11,DNK,8.0
14595,2000-12,DNK,4.0
14596,2001-01,DNK,2.0
14597,2001-02,DNK,1.0
14598,2001-03,DNK,2.0
14599,2001-04,DNK,6.0
14600,2001-05,DNK,12.0
14601,2001-06,DNK,14.0
14602,2001-07,DNK,19.0
14603,2001-08,DNK,18.0
14604,2001-09,DNK,13.0
14605,2001-10,DNK,12.0
14606,2001-11,DNK,6.0
14607,2001-12,DNK,1.0
14608,2002-01,DNK,3.0
14609,2002-02,DNK,4.0
14610,2002-03,DNK,5.0
14611,2002-04,DNK,7.0
14612,2002-05,DNK,13.0
14613,2002-06,DNK,16.0
14614,2002-07,DNK,18.0
14615,2002-08,DNK,21.0
14616,2002-09,DNK,16.0
14617,2002-10,DNK,8.0
14618,2002-11,DNK,5.0
14619,2002-12,DNK,1.0
14620,2003-01,DNK,0.0
14621,2003-02,DNK,-1.0
14622,2003-03,DNK,3.0
14623,2003-04,DNK,7.0
14624,2003-05,DNK,12.0
14625,2003-06,DNK,16.0
14626,2003-07,DNK,19.0
14627,2003-08,DNK,18.0
14628,2003-09,DNK,15.0
14629,2003-10,DNK,7.0
14630,2003-11,DNK,7.0
14631,2003-12,DNK,4.0
14632,2004-01,DNK,0.0
14633,2004-02,DNK,2.0
14634,2004-03,DNK,4.0
14635,2004-04,DNK,8.0
14636,2004-05,DNK,12.0
14637,2004-06,DNK,14.0
14638,2004-07,DNK,16.0
14639,2004-08,DNK,19.0
14640,2004-09,DNK,15.0
14641,2004-10,DNK,10.0
14642,2004-11,DNK,6.0
14643,2004-12,DNK,4.0
14644,2005-01,DNK,4.0
14645,2005-02,DNK,1.0
14646,2005-03,DNK,2.0
14647,2005-04,DNK,8.0
14648,2005-05,DNK,11.0
14649,2005-06,DNK,14.0
14650,2005-07,DNK,18.0
14651,2005-08,DNK,16.0
14652,2005-09,DNK,15.0
14653,2005-10,DNK,12.0
14654,2005-11,DNK,7.0
14655,2005-12,DNK,3.0
14656,2006-01,DNK,-1.0
14657,2006-02,DNK,1.0
14658,2006-03,DNK,0.0
14659,2006-04,DNK,6.0
14660,2006-05,DNK,11.0
14661,2006-06,DNK,15.0
14662,2006-07,DNK,21.0
14663,2006-08,DNK,18.0
14664,2006-09,DNK,17.0
14665,2006-10,DNK,13.0
14666,2006-11,DNK,8.0
14667,2006-12,DNK,7.0
14668,2007-01,DNK,5.0
14669,2007-02,DNK,2.0
14670,2007-03,DNK,6.0
14671,2007-04,DNK,9.0
14672,2007-05,DNK,12.0
14673,2007-06,DNK,17.0
14674,2007-07,DNK,16.0
14675,2007-08,DNK,18.0
14676,2007-09,DNK,14.0
14677,2007-10,DNK,9.0
14678,2007-11,DNK,6.0
14679,2007-12,DNK,4.0
14680,2008-01,DNK,4.0
14681,2008-02,DNK,5.0
14682,2008-03,DNK,4.0
14683,2008-04,DNK,8.0
14684,2008-05,DNK,13.0
14685,2008-06,DNK,16.0
14686,2008-07,DNK,18.0
14687,2008-08,DNK,17.0
14688,2008-09,DNK,14.0
14689,2008-10,DNK,11.0
14690,2008-11,DNK,6.0
14691,2008-12,DNK,3.0
14692,2009-01,DNK,1.0
14693,2009-02,DNK,1.0
14694,2009-03,DNK,4.0
14695,2009-04,DNK,10.0
14696,2009-05,DNK,12.0
14697,2009-06,DNK,14.0
14698,2009-07,DNK,18.0
14699,2009-08,DNK,18.0
14700,2009-09,DNK,15.0
14701,2009-10,DNK,8.0
14702,2009-11,DNK,7.0
14703,2009-12,DNK,2.0
14704,2010-01,DNK,-3.0
14705,2010-02,DNK,-2.0
14706,2010-03,DNK,3.0
14707,2010-04,DNK,7.0
14708,2010-05,DNK,9.0
14709,2010-06,DNK,14.0
14710,2010-07,DNK,19.0
14711,2010-08,DNK,17.0
14712,2010-09,DNK,14.0
14713,2010-10,DNK,9.0
14714,2010-11,DNK,4.0
14715,2010-12,DNK,-3.0
14716,2011-01,DNK,0.0
14717,2011-02,DNK,0.0
14718,2011-03,DNK,3.0
14719,2011-04,DNK,9.0
14720,2011-05,DNK,11.0
14721,2011-06,DNK,15.0
14722,2011-07,DNK,16.0
14723,2011-08,DNK,17.0
14724,2011-09,DNK,14.0
14725,2011-10,DNK,10.0
14726,2011-11,DNK,7.0
14727,2011-12,DNK,5.0
14728,2012-01,DNK,3.0
14729,2012-02,DNK,-1.0
14730,2012-03,DNK,6.0
14731,2012-04,DNK,6.0
14732,2012-05,DNK,12.0
14733,2012-06,DNK,13.0
14734,2012-07,DNK,16.0
14735,2012-08,DNK,17.0
14736,2012-09,DNK,14.0
14737,2012-10,DNK,9.0
14738,2012-11,DNK,7.0
14739,2012-12,DNK,0.0
14740,2013-01,DNK,0.0
14741,2013-02,DNK,0.0
14742,2013-03,DNK,0.0
14743,2013-04,DNK,5.0
14744,2013-05,DNK,12.0
14745,2013-06,DNK,14.0
14746,2013-07,DNK,17.0
14747,2013-08,DNK,18.0
14748,2013-09,DNK,14.0
14749,2013-10,DNK,11.0
14750,2013-11,DNK,6.0
14751,2013-12,DNK,5.0
14752,2014-01,DNK,2.0
14753,2014-02,DNK,4.0
14754,2014-03,DNK,6.0
14755,2014-04,DNK,8.0
14756,2014-05,DNK,12.0
14757,2014-06,DNK,15.0
14758,2014-07,DNK,19.0
14759,2014-08,DNK,17.0
14760,2014-09,DNK,15.0
14761,2014-10,DNK,12.0
14762,2014-11,DNK,8.0
14763,2014-12,DNK,3.0
14764,2015-01,DNK,3.0
14765,2015-02,DNK,2.0
14766,2015-03,DNK,5.0
14767,2015-04,DNK,7.0
14768,2015-05,DNK,10.0
14769,2015-06,DNK,13.0
14770,2015-07,DNK,16.0
14771,2015-08,DNK,17.0
14772,2015-09,DNK,14.0
14773,2015-10,DNK,10.0
14774,2015-11,DNK,8.0
14775,2015-12,DNK,7.0
14776,2016-01,DNK,1.0
14777,2016-02,DNK,3.0
14778,2016-03,DNK,4.0
14779,2016-04,DNK,6.0
14780,2016-05,DNK,13.0
14781,2016-06,DNK,16.0
14782,2016-07,DNK,17.0
14783,2016-08,DNK,16.0
14784,2016-09,DNK,17.0
14785,2016-10,DNK,9.0
14786,2016-11,DNK,5.0
14787,2016-12,DNK,5.0
14788,2017-01,DNK,2.0
14789,2017-02,DNK,2.0
14790,2017-03,DNK,5.0
14791,2017-04,DNK,7.0
14792,2017-05,DNK,12.0
14793,2017-06,DNK,15.0
14794,2017-07,DNK,16.0
14795,2017-08,DNK,16.0
14796,2017-09,DNK,14.0
14797,2017-10,DNK,11.0
14798,2017-11,DNK,6.0
14799,2017-12,DNK,4.0
14800,2018-01,DNK,3.0
14801,2018-02,DNK,0.0
14802,2018-03,DNK,0.0
14803,2018-04,DNK,8.0
14804,2018-05,DNK,14.0
14805,2018-06,DNK,17.0
14806,2018-07,DNK,19.0
14807,2018-08,DNK,18.0
14808,2018-09,DNK,15.0
14809,2018-10,DNK,11.0
14810,2018-11,DNK,6.0
14811,2018-12,DNK,4.0
14812,2019-01,DNK,2.0
14813,2019-02,DNK,4.0
14814,2019-03,DNK,5.0
14815,2019-04,DNK,8.0
14816,2019-05,DNK,10.0
14817,2019-06,DNK,16.0
14818,2019-07,DNK,17.0
14819,2019-08,DNK,18.0
14820,2019-09,DNK,14.0
14821,2019-10,DNK,10.0
14822,2019-11,DNK,6.0
14823,2019-12,DNK,5.0
14824,2020-01,DNK,5.0
14825,2020-02,DNK,5.0
14826,2020-03,DNK,5.0
14827,2020-04,DNK,8.0
14828,2020-05,DNK,10.0
14829,2020-06,DNK,16.0
14830,2020-07,DNK,15.0
14831,2020-08,DNK,19.0
14832,2020-09,DNK,14.0
14833,2020-10,DNK,11.0
14834,2020-11,DNK,8.0
14835,2020-12,DNK,4.0
14836,2021-01,DNK,1.0
14837,2021-02,DNK,0.0
14838,2021-03,DNK,4.0
14839,2021-04,DNK,6.0
14840,2021-05,DNK,10.0
14841,2021-06,DNK,16.0
14842,2021-07,DNK,19.0
14843,2021-08,DNK,16.0
14844,2021-09,DNK,15.0
14845,2021-10,DNK,11.0
14846,2021-11,DNK,7.0
14847,2021-12,DNK,2.0
14848,2022-01,DNK,4.0
14849,2022-02,DNK,4.0
14850,2022-03,DNK,4.0
14851,2022-04,DNK,6.0
14852,2022-05,DNK,12.0
14853,2022-06,DNK,15.0
14854,2022-07,DNK,17.0
14855,2022-08,DNK,19.0
14856,2022-09,DNK,14.0
14857,2022-10,DNK,12.0
14858,2022-11,DNK,8.0
14859,2022-12,DNK,2.0
14860,2023-01,DNK,4.0
14861,2023-02,DNK,4.0
14862,2023-03,DNK,4.0
14863,2023-04,DNK,7.0
14864,2023-05,DNK,12.0
14865,2023-06,DNK,16.0
14866,2023-07,DNK,16.0
14867,2023-08,DNK,17.0
17796,2000-01,EST,-2.0
17797,2000-02,EST,-1.0
17798,2000-03,EST,0.0
17799,2000-04,EST,8.0
17800,2000-05,EST,10.0
17801,2000-06,EST,14.0
17802,2000-07,EST,16.0
17803,2000-08,EST,16.0
17804,2000-09,EST,10.0
17805,2000-10,EST,9.0
17806,2000-11,EST,4.0
17807,2000-12,EST,1.0
17808,2001-01,EST,-1.0
17809,2001-02,EST,-5.0
17810,2001-03,EST,-2.0
17811,2001-04,EST,6.0
17812,2001-05,EST,10.0
17813,2001-06,EST,14.0
17814,2001-07,EST,20.0
17815,2001-08,EST,17.0
17816,2001-09,EST,12.0
17817,2001-10,EST,9.0
17818,2001-11,EST,1.0
17819,2001-12,EST,-6.0
17820,2002-01,EST,-2.0
17821,2002-02,EST,0.0
17822,2002-03,EST,1.0
17823,2002-04,EST,6.0
17824,2002-05,EST,13.0
17825,2002-06,EST,16.0
17826,2002-07,EST,19.0
17827,2002-08,EST,19.0
17828,2002-09,EST,12.0
17829,2002-10,EST,2.0
17830,2002-11,EST,-1.0
17831,2002-12,EST,-8.0
17832,2003-01,EST,-7.0
17833,2003-02,EST,-6.0
17834,2003-03,EST,-1.0
17835,2003-04,EST,3.0
17836,2003-05,EST,10.0
17837,2003-06,EST,13.0
17838,2003-07,EST,20.0
17839,2003-08,EST,16.0
17840,2003-09,EST,12.0
17841,2003-10,EST,5.0
17842,2003-11,EST,3.0
17843,2003-12,EST,1.0
17844,2004-01,EST,-6.0
17845,2004-02,EST,-4.0
17846,2004-03,EST,0.0
17847,2004-04,EST,5.0
17848,2004-05,EST,10.0
17849,2004-06,EST,13.0
17850,2004-07,EST,17.0
17851,2004-08,EST,17.0
17852,2004-09,EST,13.0
17853,2004-10,EST,7.0
17854,2004-11,EST,1.0
17855,2004-12,EST,1.0
17856,2005-01,EST,-1.0
17857,2005-02,EST,-6.0
17858,2005-03,EST,-6.0
17859,2005-04,EST,4.0
17860,2005-05,EST,10.0
17861,2005-06,EST,14.0
17862,2005-07,EST,19.0
17863,2005-08,EST,17.0
17864,2005-09,EST,14.0
17865,2005-10,EST,8.0
17866,2005-11,EST,4.0
17867,2005-12,EST,-2.0
17868,2006-01,EST,-5.0
17869,2006-02,EST,-8.0
17870,2006-03,EST,-5.0
17871,2006-04,EST,5.0
17872,2006-05,EST,10.0
17873,2006-06,EST,16.0
17874,2006-07,EST,19.0
17875,2006-08,EST,18.0
17876,2006-09,EST,14.0
17877,2006-10,EST,9.0
17878,2006-11,EST,3.0
17879,2006-12,EST,4.0
17880,2007-01,EST,-1.0
17881,2007-02,EST,-9.0
17882,2007-03,EST,3.0
17883,2007-04,EST,5.0
17884,2007-05,EST,11.0
17885,2007-06,EST,16.0
17886,2007-07,EST,17.0
17887,2007-08,EST,18.0
17888,2007-09,EST,12.0
17889,2007-10,EST,7.0
17890,2007-11,EST,1.0
17891,2007-12,EST,2.0
17892,2008-01,EST,0.0
17893,2008-02,EST,1.0
17894,2008-03,EST,1.0
17895,2008-04,EST,6.0
17896,2008-05,EST,10.0
17897,2008-06,EST,14.0
17898,2008-07,EST,17.0
17899,2008-08,EST,16.0
17900,2008-09,EST,11.0
17901,2008-10,EST,9.0
17902,2008-11,EST,3.0
17903,2008-12,EST,1.0
17904,2009-01,EST,-2.0
17905,2009-02,EST,-4.0
17906,2009-03,EST,-1.0
17907,2009-04,EST,5.0
17908,2009-05,EST,11.0
17909,2009-06,EST,14.0
17910,2009-07,EST,17.0
17911,2009-08,EST,16.0
17912,2009-09,EST,14.0
17913,2009-10,EST,5.0
17914,2009-11,EST,3.0
17915,2009-12,EST,-3.0
17916,2010-01,EST,-11.0
17917,2010-02,EST,-7.0
17918,2010-03,EST,-2.0
17919,2010-04,EST,5.0
17920,2010-05,EST,11.0
17921,2010-06,EST,14.0
17922,2010-07,EST,22.0
17923,2010-08,EST,18.0
17924,2010-09,EST,12.0
17925,2010-10,EST,5.0
17926,2010-11,EST,1.0
17927,2010-12,EST,-6.0
17928,2011-01,EST,-4.0
17929,2011-02,EST,-10.0
17930,2011-03,EST,-1.0
17931,2011-04,EST,5.0
17932,2011-05,EST,10.0
17933,2011-06,EST,17.0
17934,2011-07,EST,20.0
17935,2011-08,EST,17.0
17936,2011-09,EST,13.0
17937,2011-10,EST,8.0
17938,2011-11,EST,5.0
17939,2011-12,EST,2.0
17940,2012-01,EST,-4.0
17941,2012-02,EST,-9.0
17942,2012-03,EST,0.0
17943,2012-04,EST,4.0
17944,2012-05,EST,11.0
17945,2012-06,EST,13.0
17946,2012-07,EST,18.0
17947,2012-08,EST,16.0
17948,2012-09,EST,13.0
17949,2012-10,EST,7.0
17950,2012-11,EST,4.0
17951,2012-12,EST,-6.0
17952,2013-01,EST,-5.0
17953,2013-02,EST,-3.0
17954,2013-03,EST,-6.0
17955,2013-04,EST,3.0
17956,2013-05,EST,13.0
17957,2013-06,EST,17.0
17958,2013-07,EST,18.0
17959,2013-08,EST,17.0
17960,2013-09,EST,12.0
17961,2013-10,EST,8.0
17962,2013-11,EST,5.0
17963,2013-12,EST,2.0
17964,2014-01,EST,-6.0
17965,2014-02,EST,0.0
17966,2014-03,EST,2.0
17967,2014-04,EST,6.0
17968,2014-05,EST,11.0
17969,2014-06,EST,13.0
17970,2014-07,EST,20.0
17971,2014-08,EST,18.0
17972,2014-09,EST,13.0
17973,2014-10,EST,6.0
17974,2014-11,EST,2.0
17975,2014-12,EST,0.0
17976,2015-01,EST,-1.0
17977,2015-02,EST,0.0
17978,2015-03,EST,3.0
17979,2015-04,EST,5.0
17980,2015-05,EST,10.0
17981,2015-06,EST,14.0
17982,2015-07,EST,16.0
17983,2015-08,EST,17.0
17984,2015-09,EST,13.0
17985,2015-10,EST,6.0
17986,2015-11,EST,5.0
17987,2015-12,EST,3.0
17988,2016-01,EST,-8.0
17989,2016-02,EST,1.0
17990,2016-03,EST,0.0
17991,2016-04,EST,5.0
17992,2016-05,EST,13.0
17993,2016-06,EST,15.0
17994,2016-07,EST,18.0
17995,2016-08,EST,16.0
17996,2016-09,EST,13.0
17997,2016-10,EST,5.0
17998,2016-11,EST,0.0
17999,2016-12,EST,1.0
18000,2017-01,EST,-2.0
18001,2017-02,EST,-2.0
18002,2017-03,EST,1.0
18003,2017-04,EST,3.0
18004,2017-05,EST,9.0
18005,2017-06,EST,13.0
18006,2017-07,EST,16.0
18007,2017-08,EST,17.0
18008,2017-09,EST,12.0
18009,2017-10,EST,6.0
18010,2017-11,EST,3.0
18011,2017-12,EST,1.0
18012,2018-01,EST,-1.0
18013,2018-02,EST,-7.0
18014,2018-03,EST,-3.0
18015,2018-04,EST,6.0
18016,2018-05,EST,14.0
18017,2018-06,EST,15.0
18018,2018-07,EST,20.0
18019,2018-08,EST,18.0
18020,2018-09,EST,14.0
18021,2018-10,EST,8.0
18022,2018-11,EST,3.0
18023,2018-12,EST,-1.0
18024,2019-01,EST,-4.0
18025,2019-02,EST,0.0
18026,2019-03,EST,1.0
18027,2019-04,EST,7.0
18028,2019-05,EST,11.0
18029,2019-06,EST,18.0
18030,2019-07,EST,16.0
18031,2019-08,EST,17.0
18032,2019-09,EST,12.0
18033,2019-10,EST,7.0
18034,2019-11,EST,3.0
18035,2019-12,EST,3.0
18036,2020-01,EST,3.0
18037,2020-02,EST,2.0
18038,2020-03,EST,2.0
18039,2020-04,EST,5.0
18040,2020-05,EST,9.0
18041,2020-06,EST,17.0
18042,2020-07,EST,16.0
18043,2020-08,EST,17.0
18044,2020-09,EST,14.0
18045,2020-10,EST,9.0
18046,2020-11,EST,5.0
18047,2020-12,EST,1.0
18048,2021-01,EST,-3.0
18049,2021-02,EST,-6.0
18050,2021-03,EST,0.0
18051,2021-04,EST,5.0
18052,2021-05,EST,10.0
18053,2021-06,EST,19.0
18054,2021-07,EST,21.0
18055,2021-08,EST,16.0
18056,2021-09,EST,11.0
18057,2021-10,EST,9.0
18058,2021-11,EST,3.0
18059,2021-12,EST,-4.0
18060,2022-01,EST,-1.0
18061,2022-02,EST,0.0
18062,2022-03,EST,0.0
18063,2022-04,EST,4.0
18064,2022-05,EST,10.0
18065,2022-06,EST,17.0
18066,2022-07,EST,18.0
18067,2022-08,EST,20.0
18068,2022-09,EST,10.0
18069,2022-10,EST,9.0
18070,2022-11,EST,3.0
18071,2022-12,EST,-3.0
18072,2023-01,EST,-1.0
18073,2023-02,EST,-1.0
18074,2023-03,EST,0.0
18075,2023-04,EST,6.0
18076,2023-05,EST,11.0
18077,2023-06,EST,16.0
18078,2023-07,EST,17.0
18079,2023-08,EST,19.0
21008,2000-01,FIN,-5.0
21009,2000-02,FIN,-5.0
21010,2000-03,FIN,-3.0
21011,2000-04,FIN,3.0
21012,2000-05,FIN,8.0
21013,2000-06,FIN,13.0
21014,2000-07,FIN,16.0
21015,2000-08,FIN,14.0
21016,2000-09,FIN,9.0
21017,2000-10,FIN,7.0
21018,2000-11,FIN,2.0
21019,2000-12,FIN,-2.0
21020,2001-01,FIN,-4.0
21021,2001-02,FIN,-10.0
21022,2001-03,FIN,-7.0
21023,2001-04,FIN,3.0
21024,2001-05,FIN,7.0
21025,2001-06,FIN,13.0
21026,2001-07,FIN,18.0
21027,2001-08,FIN,14.0
21028,2001-09,FIN,11.0
21029,2001-10,FIN,5.0
21030,2001-11,FIN,-2.0
21031,2001-12,FIN,-9.0
21032,2002-01,FIN,-7.0
21033,2002-02,FIN,-4.0
21034,2002-03,FIN,-3.0
21035,2002-04,FIN,3.0
21036,2002-05,FIN,9.0
21037,2002-06,FIN,15.0
21038,2002-07,FIN,18.0
21039,2002-08,FIN,17.0
21040,2002-09,FIN,9.0
21041,2002-10,FIN,0.0
21042,2002-11,FIN,-6.0
21043,2002-12,FIN,-10.0
21044,2003-01,FIN,-13.0
21045,2003-02,FIN,-7.0
21046,2003-03,FIN,-2.0
21047,2003-04,FIN,1.0
21048,2003-05,FIN,8.0
21049,2003-06,FIN,12.0
21050,2003-07,FIN,19.0
21051,2003-08,FIN,14.0
21052,2003-09,FIN,10.0
21053,2003-10,FIN,3.0
21054,2003-11,FIN,1.0
21055,2003-12,FIN,-4.0
21056,2004-01,FIN,-8.0
21057,2004-02,FIN,-7.0
21058,2004-03,FIN,-3.0
21059,2004-04,FIN,3.0
21060,2004-05,FIN,8.0
21061,2004-06,FIN,12.0
21062,2004-07,FIN,16.0
21063,2004-08,FIN,15.0
21064,2004-09,FIN,11.0
21065,2004-10,FIN,4.0
21066,2004-11,FIN,-2.0
21067,2004-12,FIN,-2.0
21068,2005-01,FIN,-3.0
21069,2005-02,FIN,-7.0
21070,2005-03,FIN,-7.0
21071,2005-04,FIN,2.0
21072,2005-05,FIN,7.0
21073,2005-06,FIN,13.0
21074,2005-07,FIN,18.0
21075,2005-08,FIN,15.0
21076,2005-09,FIN,11.0
21077,2005-10,FIN,6.0
21078,2005-11,FIN,3.0
21079,2005-12,FIN,-5.0
21080,2006-01,FIN,-6.0
21081,2006-02,FIN,-10.0
21082,2006-03,FIN,-9.0
21083,2006-04,FIN,2.0
21084,2006-05,FIN,9.0
21085,2006-06,FIN,14.0
21086,2006-07,FIN,17.0
21087,2006-08,FIN,17.0
21088,2006-09,FIN,11.0
21089,2006-10,FIN,5.0
21090,2006-11,FIN,-1.0
21091,2006-12,FIN,1.0
21092,2007-01,FIN,-6.0
21093,2007-02,FIN,-13.0
21094,2007-03,FIN,1.0
21095,2007-04,FIN,3.0
21096,2007-05,FIN,8.0
21097,2007-06,FIN,14.0
21098,2007-07,FIN,16.0
21099,2007-08,FIN,16.0
21100,2007-09,FIN,9.0
21101,2007-10,FIN,6.0
21102,2007-11,FIN,-1.0
21103,2007-12,FIN,0.0
21104,2008-01,FIN,-3.0
21105,2008-02,FIN,-3.0
21106,2008-03,FIN,-3.0
21107,2008-04,FIN,3.0
21108,2008-05,FIN,8.0
21109,2008-06,FIN,13.0
21110,2008-07,FIN,15.0
21111,2008-08,FIN,13.0
21112,2008-09,FIN,8.0
21113,2008-10,FIN,6.0
21114,2008-11,FIN,0.0
21115,2008-12,FIN,-1.0
21116,2009-01,FIN,-6.0
21117,2009-02,FIN,-8.0
21118,2009-03,FIN,-4.0
21119,2009-04,FIN,2.0
21120,2009-05,FIN,9.0
21121,2009-06,FIN,12.0
21122,2009-07,FIN,15.0
21123,2009-08,FIN,15.0
21124,2009-09,FIN,11.0
21125,2009-10,FIN,2.0
21126,2009-11,FIN,1.0
21127,2009-12,FIN,-7.0
21128,2010-01,FIN,-13.0
21129,2010-02,FIN,-12.0
21130,2010-03,FIN,-5.0
21131,2010-04,FIN,3.0
21132,2010-05,FIN,10.0
21133,2010-06,FIN,12.0
21134,2010-07,FIN,19.0
21135,2010-08,FIN,15.0
21136,2010-09,FIN,10.0
21137,2010-10,FIN,4.0
21138,2010-11,FIN,-4.0
21139,2010-12,FIN,-11.0
21140,2011-01,FIN,-8.0
21141,2011-02,FIN,-14.0
21142,2011-03,FIN,-3.0
21143,2011-04,FIN,4.0
21144,2011-05,FIN,8.0
21145,2011-06,FIN,15.0
21146,2011-07,FIN,18.0
21147,2011-08,FIN,15.0
21148,2011-09,FIN,11.0
21149,2011-10,FIN,6.0
21150,2011-11,FIN,2.0
21151,2011-12,FIN,0.0
21152,2012-01,FIN,-7.0
21153,2012-02,FIN,-10.0
21154,2012-03,FIN,-2.0
21155,2012-04,FIN,1.0
21156,2012-05,FIN,8.0
21157,2012-06,FIN,12.0
21158,2012-07,FIN,16.0
21159,2012-08,FIN,14.0
21160,2012-09,FIN,10.0
21161,2012-10,FIN,4.0
21162,2012-11,FIN,1.0
21163,2012-12,FIN,-10.0
21164,2013-01,FIN,-7.0
21165,2013-02,FIN,-5.0
21166,2013-03,FIN,-9.0
21167,2013-04,FIN,1.0
21168,2013-05,FIN,11.0
21169,2013-06,FIN,16.0
21170,2013-07,FIN,16.0
21171,2013-08,FIN,15.0
21172,2013-09,FIN,11.0
21173,2013-10,FIN,5.0
21174,2013-11,FIN,1.0
21175,2013-12,FIN,-1.0
21176,2014-01,FIN,-9.0
21177,2014-02,FIN,-1.0
21178,2014-03,FIN,0.0
21179,2014-04,FIN,3.0
21180,2014-05,FIN,8.0
21181,2014-06,FIN,12.0
21182,2014-07,FIN,19.0
21183,2014-08,FIN,16.0
21184,2014-09,FIN,11.0
21185,2014-10,FIN,3.0
21186,2014-11,FIN,0.0
21187,2014-12,FIN,-3.0
21188,2015-01,FIN,-6.0
21189,2015-02,FIN,-2.0
21190,2015-03,FIN,0.0
21191,2015-04,FIN,3.0
21192,2015-05,FIN,8.0
21193,2015-06,FIN,12.0
21194,2015-07,FIN,14.0
21195,2015-08,FIN,15.0
21196,2015-09,FIN,11.0
21197,2015-10,FIN,4.0
21198,2015-11,FIN,2.0
21199,2015-12,FIN,-1.0
21200,2016-01,FIN,-12.0
21201,2016-02,FIN,-3.0
21202,2016-03,FIN,-1.0
21203,2016-04,FIN,3.0
21204,2016-05,FIN,11.0
21205,2016-06,FIN,13.0
21206,2016-07,FIN,17.0
21207,2016-08,FIN,14.0
21208,2016-09,FIN,11.0
21209,2016-10,FIN,4.0
21210,2016-11,FIN,-2.0
21211,2016-12,FIN,-3.0
21212,2017-01,FIN,-5.0
21213,2017-02,FIN,-6.0
21214,2017-03,FIN,-2.0
21215,2017-04,FIN,0.0
21216,2017-05,FIN,6.0
21217,2017-06,FIN,12.0
21218,2017-07,FIN,15.0
21219,2017-08,FIN,14.0
21220,2017-09,FIN,10.0
21221,2017-10,FIN,4.0
21222,2017-11,FIN,0.0
21223,2017-12,FIN,-2.0
21224,2018-01,FIN,-5.0
21225,2018-02,FIN,-10.0
21226,2018-03,FIN,-7.0
21227,2018-04,FIN,2.0
21228,2018-05,FIN,12.0
21229,2018-06,FIN,13.0
21230,2018-07,FIN,20.0
21231,2018-08,FIN,16.0
21232,2018-09,FIN,11.0
21233,2018-10,FIN,5.0
21234,2018-11,FIN,2.0
21235,2018-12,FIN,-4.0
21236,2019-01,FIN,-9.0
21237,2019-02,FIN,-4.0
21238,2019-03,FIN,-3.0
21239,2019-04,FIN,4.0
21240,2019-05,FIN,8.0
21241,2019-06,FIN,14.0
21242,2019-07,FIN,15.0
21243,2019-08,FIN,15.0
21244,2019-09,FIN,10.0
21245,2019-10,FIN,3.0
21246,2019-11,FIN,-1.0
21247,2019-12,FIN,-1.0
21248,2020-01,FIN,-1.0
21249,2020-02,FIN,-3.0
21250,2020-03,FIN,-1.0
21251,2020-04,FIN,2.0
21252,2020-05,FIN,7.0
21253,2020-06,FIN,16.0
21254,2020-07,FIN,15.0
21255,2020-08,FIN,15.0
21256,2020-09,FIN,11.0
21257,2020-10,FIN,6.0
21258,2020-11,FIN,3.0
21259,2020-12,FIN,-1.0
21260,2021-01,FIN,-7.0
21261,2021-02,FIN,-10.0
21262,2021-03,FIN,-3.0
21263,2021-04,FIN,2.0
21264,2021-05,FIN,7.0
21265,2021-06,FIN,17.0
21266,2021-07,FIN,19.0
21267,2021-08,FIN,14.0
21268,2021-09,FIN,8.0
21269,2021-10,FIN,6.0
21270,2021-11,FIN,-1.0
21271,2021-12,FIN,-8.0
21272,2022-01,FIN,-6.0
21273,2022-02,FIN,-5.0
21274,2022-03,FIN,-2.0
21275,2022-04,FIN,1.0
21276,2022-05,FIN,8.0
21277,2022-06,FIN,15.0
21278,2022-07,FIN,17.0
21279,2022-08,FIN,17.0
21280,2022-09,FIN,9.0
21281,2022-10,FIN,6.0
21282,2022-11,FIN,0.0
21283,2022-12,FIN,-5.0
21284,2023-01,FIN,-3.0
21285,2023-02,FIN,-4.0
21286,2023-03,FIN,-5.0
21287,2023-04,FIN,2.0
21288,2023-05,FIN,9.0
21289,2023-06,FIN,15.0
21290,2023-07,FIN,16.0
21291,2023-08,FIN,16.0
24220,2000-01,FRA,5.0
24221,2000-02,FRA,8.0
24222,2000-03,FRA,9.0
24223,2000-04,FRA,11.0
24224,2000-05,FRA,16.0
24225,2000-06,FRA,19.0
24226,2000-07,FRA,19.0
24227,2000-08,FRA,21.0
24228,2000-09,FRA,18.0
