index,Date,Country,Temperature
24229,2000-10,FRA,13.0
24230,2000-11,FRA,9.0
24231,2000-12,FRA,8.0
24232,2001-01,FRA,6.0
24233,2001-02,FRA,7.0
24234,2001-03,FRA,10.0
24235,2001-04,FRA,10.0
24236,2001-05,FRA,16.0
24237,2001-06,FRA,18.0
24238,2001-07,FRA,20.0
24239,2001-08,FRA,21.0
24240,2001-09,FRA,15.0
24241,2001-10,FRA,16.0
24242,2001-11,FRA,7.0
24243,2001-12,FRA,4.0
24244,2002-01,FRA,6.0
24245,2002-02,FRA,8.0
24246,2002-03,FRA,10.0
24247,2002-04,FRA,12.0
24248,2002-05,FRA,14.0
24249,2002-06,FRA,19.0
24250,2002-07,FRA,19.0
24251,2002-08,FRA,19.0
24252,2002-09,FRA,17.0
24253,2002-10,FRA,14.0
24254,2002-11,FRA,10.0
24255,2002-12,FRA,8.0
24256,2003-01,FRA,4.0
24257,2003-02,FRA,5.0
24258,2003-03,FRA,10.0
24259,2003-04,FRA,12.0
24260,2003-05,FRA,15.0
24261,2003-06,FRA,22.0
24262,2003-07,FRA,22.0
24263,2003-08,FRA,24.0
24264,2003-09,FRA,18.0
24265,2003-10,FRA,12.0
24266,2003-11,FRA,10.0
24267,2003-12,FRA,6.0
24268,2004-01,FRA,6.0
24269,2004-02,FRA,6.0
24270,2004-03,FRA,8.0
24271,2004-04,FRA,11.0
24272,2004-05,FRA,14.0
24273,2004-06,FRA,19.0
24274,2004-07,FRA,20.0
24275,2004-08,FRA,21.0
24276,2004-09,FRA,18.0
24277,2004-10,FRA,14.0
24278,2004-11,FRA,8.0
24279,2004-12,FRA,5.0
24280,2005-01,FRA,6.0
24281,2005-02,FRA,4.0
24282,2005-03,FRA,8.0
24283,2005-04,FRA,11.0
24284,2005-05,FRA,15.0
24285,2005-06,FRA,20.0
24286,2005-07,FRA,21.0
24287,2005-08,FRA,19.0
24288,2005-09,FRA,18.0
24289,2005-10,FRA,16.0
24290,2005-11,FRA,8.0
24291,2005-12,FRA,4.0
24292,2006-01,FRA,4.0
24293,2006-02,FRA,4.0
24294,2006-03,FRA,8.0
24295,2006-04,FRA,11.0
24296,2006-05,FRA,15.0
24297,2006-06,FRA,19.0
24298,2006-07,FRA,24.0
24299,2006-08,FRA,19.0
24300,2006-09,FRA,19.0
24301,2006-10,FRA,16.0
24302,2006-11,FRA,11.0
24303,2006-12,FRA,6.0
24304,2007-01,FRA,8.0
24305,2007-02,FRA,8.0
24306,2007-03,FRA,9.0
24307,2007-04,FRA,14.0
24308,2007-05,FRA,16.0
24309,2007-06,FRA,18.0
24310,2007-07,FRA,19.0
24311,2007-08,FRA,19.0
24312,2007-09,FRA,16.0
24313,2007-10,FRA,13.0
24314,2007-11,FRA,8.0
24315,2007-12,FRA,5.0
24316,2008-01,FRA,7.0
24317,2008-02,FRA,8.0
24318,2008-03,FRA,8.0
24319,2008-04,FRA,11.0
24320,2008-05,FRA,16.0
24321,2008-06,FRA,18.0
24322,2008-07,FRA,20.0
24323,2008-08,FRA,20.0
24324,2008-09,FRA,16.0
24325,2008-10,FRA,13.0
24326,2008-11,FRA,9.0
24327,2008-12,FRA,5.0
24328,2009-01,FRA,3.0
24329,2009-02,FRA,5.0
24330,2009-03,FRA,8.0
24331,2009-04,FRA,12.0
24332,2009-05,FRA,16.0
24333,2009-06,FRA,19.0
24334,2009-07,FRA,20.0
24335,2009-08,FRA,21.0
24336,2009-09,FRA,18.0
24337,2009-10,FRA,14.0
24338,2009-11,FRA,11.0
24339,2009-12,FRA,5.0
24340,2010-01,FRA,3.0
24341,2010-02,FRA,5.0
24342,2010-03,FRA,8.0
24343,2010-04,FRA,12.0
24344,2010-05,FRA,13.0
24345,2010-06,FRA,18.0
24346,2010-07,FRA,22.0
24347,2010-08,FRA,20.0
24348,2010-09,FRA,17.0
24349,2010-10,FRA,13.0
24350,2010-11,FRA,8.0
24351,2010-12,FRA,3.0
24352,2011-01,FRA,5.0
24353,2011-02,FRA,7.0
24354,2011-03,FRA,9.0
24355,2011-04,FRA,14.0
24356,2011-05,FRA,16.0
24357,2011-06,FRA,18.0
24358,2011-07,FRA,18.0
24359,2011-08,FRA,20.0
24360,2011-09,FRA,19.0
24361,2011-10,FRA,14.0
24362,2011-11,FRA,11.0
24363,2011-12,FRA,8.0
24364,2012-01,FRA,6.0
24365,2012-02,FRA,2.0
24366,2012-03,FRA,10.0
24367,2012-04,FRA,10.0
24368,2012-05,FRA,15.0
24369,2012-06,FRA,18.0
24370,2012-07,FRA,19.0
24371,2012-08,FRA,21.0
24372,2012-09,FRA,17.0
24373,2012-10,FRA,14.0
24374,2012-11,FRA,9.0
24375,2012-12,FRA,7.0
24376,2013-01,FRA,5.0
24377,2013-02,FRA,4.0
24378,2013-03,FRA,7.0
24379,2013-04,FRA,11.0
24380,2013-05,FRA,12.0
24381,2013-06,FRA,17.0
24382,2013-07,FRA,22.0
24383,2013-08,FRA,20.0
24384,2013-09,FRA,18.0
24385,2013-10,FRA,15.0
24386,2013-11,FRA,8.0
24387,2013-12,FRA,7.0
24388,2014-01,FRA,8.0
24389,2014-02,FRA,8.0
24390,2014-03,FRA,10.0
24391,2014-04,FRA,13.0
24392,2014-05,FRA,14.0
24393,2014-06,FRA,19.0
24394,2014-07,FRA,20.0
24395,2014-08,FRA,19.0
24396,2014-09,FRA,19.0
24397,2014-10,FRA,16.0
24398,2014-11,FRA,11.0
24399,2014-12,FRA,7.0
24400,2015-01,FRA,6.0
24401,2015-02,FRA,5.0
24402,2015-03,FRA,9.0
24403,2015-04,FRA,12.0
24404,2015-05,FRA,15.0
24405,2015-06,FRA,19.0
24406,2015-07,FRA,22.0
24407,2015-08,FRA,21.0
24408,2015-09,FRA,16.0
24409,2015-10,FRA,13.0
24410,2015-11,FRA,11.0
24411,2015-12,FRA,10.0
24412,2016-01,FRA,7.0
24413,2016-02,FRA,7.0
24414,2016-03,FRA,8.0
24415,2016-04,FRA,11.0
24416,2016-05,FRA,15.0
24417,2016-06,FRA,18.0
24418,2016-07,FRA,21.0
24419,2016-08,FRA,21.0
24420,2016-09,FRA,19.0
24421,2016-10,FRA,13.0
24422,2016-11,FRA,9.0
24423,2016-12,FRA,6.0
24424,2017-01,FRA,3.0
24425,2017-02,FRA,8.0
24426,2017-03,FRA,11.0
24427,2017-04,FRA,11.0
24428,2017-05,FRA,16.0
24429,2017-06,FRA,21.0
24430,2017-07,FRA,21.0
24431,2017-08,FRA,21.0
24432,2017-09,FRA,16.0
24433,2017-10,FRA,15.0
24434,2017-11,FRA,8.0
24435,2017-12,FRA,6.0
24436,2018-01,FRA,8.0
24437,2018-02,FRA,4.0
24438,2018-03,FRA,8.0
24439,2018-04,FRA,13.0
24440,2018-05,FRA,16.0
24441,2018-06,FRA,19.0
24442,2018-07,FRA,22.0
24443,2018-08,FRA,22.0
24444,2018-09,FRA,19.0
24445,2018-10,FRA,14.0
24446,2018-11,FRA,10.0
24447,2018-12,FRA,8.0
24448,2019-01,FRA,5.0
24449,2019-02,FRA,8.0
24450,2019-03,FRA,10.0
24451,2019-04,FRA,11.0
24452,2019-05,FRA,14.0
24453,2019-06,FRA,20.0
24454,2019-07,FRA,22.0
24455,2019-08,FRA,21.0
24456,2019-09,FRA,18.0
24457,2019-10,FRA,15.0
24458,2019-11,FRA,9.0
24459,2019-12,FRA,8.0
24460,2020-01,FRA,7.0
24461,2020-02,FRA,9.0
24462,2020-03,FRA,9.0
24463,2020-04,FRA,14.0
24464,2020-05,FRA,16.0
24465,2020-06,FRA,18.0
24466,2020-07,FRA,21.0
24467,2020-08,FRA,22.0
24468,2020-09,FRA,19.0
24469,2020-10,FRA,13.0
24470,2020-11,FRA,11.0
24471,2020-12,FRA,7.0
24472,2021-01,FRA,5.0
24473,2021-02,FRA,8.0
24474,2021-03,FRA,9.0
24475,2021-04,FRA,10.0
24476,2021-05,FRA,13.0
24477,2021-06,FRA,20.0
24478,2021-07,FRA,20.0
24479,2021-08,FRA,20.0
24480,2021-09,FRA,19.0
24481,2021-10,FRA,13.0
24482,2021-11,FRA,8.0
24483,2021-12,FRA,7.0
24484,2022-01,FRA,5.0
24485,2022-02,FRA,8.0
24486,2022-03,FRA,10.0
24487,2022-04,FRA,12.0
24488,2022-05,FRA,17.0
24489,2022-06,FRA,21.0
24490,2022-07,FRA,23.0
24491,2022-08,FRA,23.0
24492,2022-09,FRA,18.0
24493,2022-10,FRA,17.0
24494,2022-11,FRA,11.0
24495,2022-12,FRA,7.0
24496,2023-01,FRA,6.0
24497,2023-02,FRA,7.0
24498,2023-03,FRA,10.0
24499,2023-04,FRA,12.0
24500,2023-05,FRA,16.0
24501,2023-06,FRA,18.0
24502,2023-07,FRA,21.0
24503,2023-08,FRA,21.0
27432,2000-01,DEU,1.0
27433,2000-02,DEU,4.0
27434,2000-03,DEU,5.0
27435,2000-04,DEU,10.0
27436,2000-05,DEU,15.0
27437,2000-06,DEU,17.0
27438,2000-07,DEU,15.0
27439,2000-08,DEU,18.0
27440,2000-09,DEU,14.0
27441,2000-10,DEU,11.0
27442,2000-11,DEU,6.0
27443,2000-12,DEU,3.0
27444,2001-01,DEU,1.0
27445,2001-02,DEU,2.0
27446,2001-03,DEU,5.0
27447,2001-04,DEU,7.0
27448,2001-05,DEU,14.0
27449,2001-06,DEU,14.0
27450,2001-07,DEU,19.0
27451,2001-08,DEU,19.0
27452,2001-09,DEU,12.0
27453,2001-10,DEU,13.0
27454,2001-11,DEU,4.0
27455,2001-12,DEU,0.0
27456,2002-01,DEU,1.0
27457,2002-02,DEU,5.0
27458,2002-03,DEU,6.0
27459,2002-04,DEU,8.0
27460,2002-05,DEU,14.0
27461,2002-06,DEU,18.0
27462,2002-07,DEU,18.0
27463,2002-08,DEU,19.0
27464,2002-09,DEU,13.0
27465,2002-10,DEU,9.0
27466,2002-11,DEU,6.0
27467,2002-12,DEU,1.0
27468,2003-01,DEU,0.0
27469,2003-02,DEU,-2.0
27470,2003-03,DEU,6.0
27471,2003-04,DEU,9.0
27472,2003-05,DEU,14.0
27473,2003-06,DEU,19.0
27474,2003-07,DEU,19.0
27475,2003-08,DEU,21.0
27476,2003-09,DEU,14.0
27477,2003-10,DEU,6.0
27478,2003-11,DEU,6.0
27479,2003-12,DEU,2.0
27480,2004-01,DEU,0.0
27481,2004-02,DEU,3.0
27482,2004-03,DEU,4.0
27483,2004-04,DEU,9.0
27484,2004-05,DEU,12.0
27485,2004-06,DEU,15.0
27486,2004-07,DEU,17.0
27487,2004-08,DEU,19.0
27488,2004-09,DEU,14.0
27489,2004-10,DEU,10.0
27490,2004-11,DEU,4.0
27491,2004-12,DEU,1.0
27492,2005-01,DEU,2.0
27493,2005-02,DEU,-1.0
27494,2005-03,DEU,4.0
27495,2005-04,DEU,9.0
27496,2005-05,DEU,13.0
27497,2005-06,DEU,17.0
27498,2005-07,DEU,18.0
27499,2005-08,DEU,16.0
27500,2005-09,DEU,15.0
27501,2005-10,DEU,11.0
27502,2005-11,DEU,4.0
27503,2005-12,DEU,1.0
27504,2006-01,DEU,-2.0
27505,2006-02,DEU,0.0
27506,2006-03,DEU,2.0
27507,2006-04,DEU,8.0
27508,2006-05,DEU,13.0
27509,2006-06,DEU,17.0
27510,2006-07,DEU,22.0
27511,2006-08,DEU,16.0
27512,2006-09,DEU,17.0
27513,2006-10,DEU,12.0
27514,2006-11,DEU,7.0
27515,2006-12,DEU,5.0
27516,2007-01,DEU,5.0
27517,2007-02,DEU,4.0
27518,2007-03,DEU,6.0
27519,2007-04,DEU,12.0
27520,2007-05,DEU,14.0
27521,2007-06,DEU,17.0
27522,2007-07,DEU,17.0
27523,2007-08,DEU,17.0
27524,2007-09,DEU,13.0
27525,2007-10,DEU,8.0
27526,2007-11,DEU,4.0
27527,2007-12,DEU,2.0
27528,2008-01,DEU,4.0
27529,2008-02,DEU,4.0
27530,2008-03,DEU,4.0
27531,2008-04,DEU,8.0
27532,2008-05,DEU,15.0
27533,2008-06,DEU,17.0
27534,2008-07,DEU,18.0
27535,2008-08,DEU,17.0
27536,2008-09,DEU,12.0
27537,2008-10,DEU,9.0
27538,2008-11,DEU,5.0
27539,2008-12,DEU,1.0
27540,2009-01,DEU,-2.0
27541,2009-02,DEU,1.0
27542,2009-03,DEU,4.0
27543,2009-04,DEU,12.0
27544,2009-05,DEU,14.0
27545,2009-06,DEU,15.0
27546,2009-07,DEU,18.0
27547,2009-08,DEU,19.0
27548,2009-09,DEU,15.0
27549,2009-10,DEU,8.0
27550,2009-11,DEU,7.0
27551,2009-12,DEU,0.0
27552,2010-01,DEU,-3.0
27553,2010-02,DEU,0.0
27554,2010-03,DEU,4.0
27555,2010-04,DEU,9.0
27556,2010-05,DEU,11.0
27557,2010-06,DEU,16.0
27558,2010-07,DEU,20.0
27559,2010-08,DEU,17.0
27560,2010-09,DEU,12.0
27561,2010-10,DEU,8.0
27562,2010-11,DEU,5.0
27563,2010-12,DEU,-3.0
27564,2011-01,DEU,1.0
27565,2011-02,DEU,1.0
27566,2011-03,DEU,5.0
27567,2011-04,DEU,12.0
27568,2011-05,DEU,14.0
27569,2011-06,DEU,17.0
27570,2011-07,DEU,16.0
27571,2011-08,DEU,18.0
27572,2011-09,DEU,15.0
27573,2011-10,DEU,9.0
27574,2011-11,DEU,5.0
27575,2011-12,DEU,4.0
27576,2012-01,DEU,2.0
27577,2012-02,DEU,-2.0
27578,2012-03,DEU,7.0
27579,2012-04,DEU,8.0
27580,2012-05,DEU,14.0
27581,2012-06,DEU,16.0
27582,2012-07,DEU,17.0
27583,2012-08,DEU,19.0
27584,2012-09,DEU,14.0
27585,2012-10,DEU,9.0
27586,2012-11,DEU,5.0
27587,2012-12,DEU,2.0
27588,2013-01,DEU,0.0
27589,2013-02,DEU,-1.0
27590,2013-03,DEU,0.0
27591,2013-04,DEU,8.0
27592,2013-05,DEU,12.0
27593,2013-06,DEU,16.0
27594,2013-07,DEU,20.0
27595,2013-08,DEU,18.0
27596,2013-09,DEU,13.0
27597,2013-10,DEU,11.0
27598,2013-11,DEU,5.0
27599,2013-12,DEU,4.0
27600,2014-01,DEU,2.0
27601,2014-02,DEU,4.0
27602,2014-03,DEU,7.0
27603,2014-04,DEU,11.0
27604,2014-05,DEU,12.0
27605,2014-06,DEU,16.0
27606,2014-07,DEU,19.0
27607,2014-08,DEU,16.0
27608,2014-09,DEU,15.0
27609,2014-10,DEU,12.0
27610,2014-11,DEU,7.0
27611,2014-12,DEU,3.0
27612,2015-01,DEU,2.0
27613,2015-02,DEU,1.0
27614,2015-03,DEU,5.0
27615,2015-04,DEU,8.0
27616,2015-05,DEU,12.0
27617,2015-06,DEU,16.0
27618,2015-07,DEU,20.0
27619,2015-08,DEU,20.0
27620,2015-09,DEU,13.0
27621,2015-10,DEU,9.0
27622,2015-11,DEU,8.0
27623,2015-12,DEU,6.0
27624,2016-01,DEU,1.0
27625,2016-02,DEU,3.0
27626,2016-03,DEU,4.0
27627,2016-04,DEU,8.0
27628,2016-05,DEU,14.0
27629,2016-06,DEU,17.0
27630,2016-07,DEU,19.0
27631,2016-08,DEU,18.0
27632,2016-09,DEU,17.0
27633,2016-10,DEU,9.0
27634,2016-11,DEU,4.0
27635,2016-12,DEU,2.0
27636,2017-01,DEU,-2.0
27637,2017-02,DEU,3.0
27638,2017-03,DEU,7.0
27639,2017-04,DEU,7.0
27640,2017-05,DEU,14.0
27641,2017-06,DEU,18.0
27642,2017-07,DEU,18.0
27643,2017-08,DEU,18.0
27644,2017-09,DEU,13.0
27645,2017-10,DEU,11.0
27646,2017-11,DEU,5.0
27647,2017-12,DEU,3.0
27648,2018-01,DEU,4.0
27649,2018-02,DEU,-2.0
27650,2018-03,DEU,2.0
27651,2018-04,DEU,12.0
27652,2018-05,DEU,16.0
27653,2018-06,DEU,18.0
27654,2018-07,DEU,20.0
27655,2018-08,DEU,20.0
27656,2018-09,DEU,15.0
27657,2018-10,DEU,11.0
27658,2018-11,DEU,5.0
27659,2018-12,DEU,4.0
27660,2019-01,DEU,1.0
27661,2019-02,DEU,4.0
27662,2019-03,DEU,7.0
27663,2019-04,DEU,10.0
27664,2019-05,DEU,11.0
27665,2019-06,DEU,20.0
27666,2019-07,DEU,19.0
27667,2019-08,DEU,19.0
27668,2019-09,DEU,14.0
27669,2019-10,DEU,11.0
27670,2019-11,DEU,5.0
27671,2019-12,DEU,4.0
27672,2020-01,DEU,3.0
27673,2020-02,DEU,5.0
27674,2020-03,DEU,5.0
27675,2020-04,DEU,10.0
27676,2020-05,DEU,12.0
27677,2020-06,DEU,17.0
27678,2020-07,DEU,18.0
27679,2020-08,DEU,20.0
27680,2020-09,DEU,15.0
27681,2020-10,DEU,10.0
27682,2020-11,DEU,6.0
27683,2020-12,DEU,3.0
27684,2021-01,DEU,1.0
27685,2021-02,DEU,2.0
27686,2021-03,DEU,5.0
27687,2021-04,DEU,6.0
27688,2021-05,DEU,11.0
27689,2021-06,DEU,19.0
27690,2021-07,DEU,18.0
27691,2021-08,DEU,16.0
27692,2021-09,DEU,15.0
27693,2021-10,DEU,10.0
27694,2021-11,DEU,5.0
27695,2021-12,DEU,3.0
27696,2022-01,DEU,3.0
27697,2022-02,DEU,4.0
27698,2022-03,DEU,5.0
27699,2022-04,DEU,8.0
27700,2022-05,DEU,14.0
27701,2022-06,DEU,18.0
27702,2022-07,DEU,19.0
27703,2022-08,DEU,20.0
27704,2022-09,DEU,13.0
27705,2022-10,DEU,13.0
27706,2022-11,DEU,6.0
27707,2022-12,DEU,2.0
27708,2023-01,DEU,4.0
27709,2023-02,DEU,3.0
27710,2023-03,DEU,6.0
27711,2023-04,DEU,8.0
27712,2023-05,DEU,13.0
27713,2023-06,DEU,19.0
27714,2023-07,DEU,19.0
27715,2023-08,DEU,18.0
30644,2000-01,IRL,6.0
30645,2000-02,IRL,7.0
30646,2000-03,IRL,8.0
30647,2000-04,IRL,7.0
30648,2000-05,IRL,11.0
30649,2000-06,IRL,14.0
30650,2000-07,IRL,16.0
30651,2000-08,IRL,16.0
30652,2000-09,IRL,14.0
30653,2000-10,IRL,10.0
30654,2000-11,IRL,6.0
30655,2000-12,IRL,6.0
30656,2001-01,IRL,4.0
30657,2001-02,IRL,5.0
30658,2001-03,IRL,6.0
30659,2001-04,IRL,8.0
30660,2001-05,IRL,12.0
30661,2001-06,IRL,13.0
30662,2001-07,IRL,15.0
30663,2001-08,IRL,15.0
30664,2001-09,IRL,14.0
30665,2001-10,IRL,13.0
30666,2001-11,IRL,9.0
30667,2001-12,IRL,5.0
30668,2002-01,IRL,7.0
30669,2002-02,IRL,7.0
30670,2002-03,IRL,8.0
30671,2002-04,IRL,9.0
30672,2002-05,IRL,11.0
30673,2002-06,IRL,13.0
30674,2002-07,IRL,14.0
30675,2002-08,IRL,16.0
30676,2002-09,IRL,14.0
30677,2002-10,IRL,10.0
30678,2002-11,IRL,9.0
30679,2002-12,IRL,6.0
30680,2003-01,IRL,5.0
30681,2003-02,IRL,5.0
30682,2003-03,IRL,8.0
30683,2003-04,IRL,10.0
30684,2003-05,IRL,11.0
30685,2003-06,IRL,14.0
30686,2003-07,IRL,16.0
30687,2003-08,IRL,17.0
30688,2003-09,IRL,14.0
30689,2003-10,IRL,10.0
30690,2003-11,IRL,8.0
30691,2003-12,IRL,6.0
30692,2004-01,IRL,6.0
30693,2004-02,IRL,6.0
30694,2004-03,IRL,7.0
30695,2004-04,IRL,9.0
30696,2004-05,IRL,12.0
30697,2004-06,IRL,15.0
30698,2004-07,IRL,15.0
30699,2004-08,IRL,16.0
30700,2004-09,IRL,14.0
30701,2004-10,IRL,10.0
30702,2004-11,IRL,9.0
30703,2004-12,IRL,7.0
30704,2005-01,IRL,7.0
30705,2005-02,IRL,5.0
30706,2005-03,IRL,8.0
30707,2005-04,IRL,9.0
30708,2005-05,IRL,11.0
30709,2005-06,IRL,15.0
30710,2005-07,IRL,16.0
30711,2005-08,IRL,16.0
30712,2005-09,IRL,14.0
30713,2005-10,IRL,12.0
30714,2005-11,IRL,7.0
30715,2005-12,IRL,6.0
30716,2006-01,IRL,6.0
30717,2006-02,IRL,6.0
30718,2006-03,IRL,6.0
30719,2006-04,IRL,9.0
30720,2006-05,IRL,11.0
30721,2006-06,IRL,15.0
30722,2006-07,IRL,17.0
30723,2006-08,IRL,15.0
30724,2006-09,IRL,15.0
30725,2006-10,IRL,12.0
30726,2006-11,IRL,8.0
30727,2006-12,IRL,7.0
30728,2007-01,IRL,7.0
30729,2007-02,IRL,6.0
30730,2007-03,IRL,7.0
30731,2007-04,IRL,11.0
30732,2007-05,IRL,12.0
30733,2007-06,IRL,14.0
30734,2007-07,IRL,15.0
30735,2007-08,IRL,15.0
30736,2007-09,IRL,14.0
30737,2007-10,IRL,12.0
30738,2007-11,IRL,9.0
30739,2007-12,IRL,7.0
30740,2008-01,IRL,7.0
30741,2008-02,IRL,6.0
30742,2008-03,IRL,7.0
30743,2008-04,IRL,8.0
30744,2008-05,IRL,13.0
30745,2008-06,IRL,13.0
30746,2008-07,IRL,15.0
30747,2008-08,IRL,15.0
30748,2008-09,IRL,13.0
30749,2008-10,IRL,9.0
30750,2008-11,IRL,8.0
30751,2008-12,IRL,5.0
30752,2009-01,IRL,5.0
30753,2009-02,IRL,5.0
30754,2009-03,IRL,7.0
30755,2009-04,IRL,9.0
30756,2009-05,IRL,11.0
30757,2009-06,IRL,15.0
30758,2009-07,IRL,15.0
30759,2009-08,IRL,15.0
30760,2009-09,IRL,13.0
30761,2009-10,IRL,12.0
30762,2009-11,IRL,8.0
30763,2009-12,IRL,4.0
30764,2010-01,IRL,2.0
30765,2010-02,IRL,3.0
30766,2010-03,IRL,6.0
30767,2010-04,IRL,9.0
30768,2010-05,IRL,11.0
30769,2010-06,IRL,15.0
30770,2010-07,IRL,16.0
30771,2010-08,IRL,14.0
30772,2010-09,IRL,14.0
30773,2010-10,IRL,11.0
30774,2010-11,IRL,6.0
30775,2010-12,IRL,1.0
30776,2011-01,IRL,4.0
30777,2011-02,IRL,7.0
30778,2011-03,IRL,7.0
30779,2011-04,IRL,11.0
30780,2011-05,IRL,11.0
30781,2011-06,IRL,12.0
30782,2011-07,IRL,14.0
30783,2011-08,IRL,14.0
30784,2011-09,IRL,14.0
30785,2011-10,IRL,12.0
30786,2011-11,IRL,10.0
30787,2011-12,IRL,6.0
30788,2012-01,IRL,7.0
30789,2012-02,IRL,8.0
30790,2012-03,IRL,9.0
30791,2012-04,IRL,7.0
30792,2012-05,IRL,11.0
30793,2012-06,IRL,13.0
30794,2012-07,IRL,14.0
30795,2012-08,IRL,16.0
30796,2012-09,IRL,13.0
30797,2012-10,IRL,9.0
30798,2012-11,IRL,7.0
30799,2012-12,IRL,6.0
30800,2013-01,IRL,5.0
30801,2013-02,IRL,5.0
30802,2013-03,IRL,4.0
30803,2013-04,IRL,7.0
30804,2013-05,IRL,10.0
30805,2013-06,IRL,14.0
30806,2013-07,IRL,18.0
30807,2013-08,IRL,16.0
30808,2013-09,IRL,14.0
30809,2013-10,IRL,12.0
30810,2013-11,IRL,7.0
30811,2013-12,IRL,7.0
30812,2014-01,IRL,6.0
30813,2014-02,IRL,6.0
30814,2014-03,IRL,7.0
30815,2014-04,IRL,10.0
30816,2014-05,IRL,12.0
30817,2014-06,IRL,15.0
30818,2014-07,IRL,17.0
30819,2014-08,IRL,14.0
30820,2014-09,IRL,14.0
30821,2014-10,IRL,11.0
30822,2014-11,IRL,8.0
30823,2014-12,IRL,6.0
30824,2015-01,IRL,5.0
30825,2015-02,IRL,5.0
30826,2015-03,IRL,6.0
30827,2015-04,IRL,9.0
30828,2015-05,IRL,10.0
30829,2015-06,IRL,13.0
30830,2015-07,IRL,14.0
30831,2015-08,IRL,14.0
30832,2015-09,IRL,13.0
30833,2015-10,IRL,11.0
30834,2015-11,IRL,9.0
30835,2015-12,IRL,8.0
30836,2016-01,IRL,6.0
30837,2016-02,IRL,5.0
30838,2016-03,IRL,7.0
30839,2016-04,IRL,7.0
30840,2016-05,IRL,12.0
30841,2016-06,IRL,15.0
30842,2016-07,IRL,16.0
30843,2016-08,IRL,16.0
30844,2016-09,IRL,14.0
30845,2016-10,IRL,11.0
30846,2016-11,IRL,6.0
30847,2016-12,IRL,7.0
30848,2017-01,IRL,6.0
30849,2017-02,IRL,6.0
30850,2017-03,IRL,8.0
30851,2017-04,IRL,9.0
30852,2017-05,IRL,13.0
30853,2017-06,IRL,15.0
30854,2017-07,IRL,15.0
30855,2017-08,IRL,15.0
30856,2017-09,IRL,13.0
30857,2017-10,IRL,12.0
30858,2017-11,IRL,7.0
30859,2017-12,IRL,6.0
30860,2018-01,IRL,6.0
30861,2018-02,IRL,4.0
30862,2018-03,IRL,5.0
30863,2018-04,IRL,9.0
30864,2018-05,IRL,13.0
30865,2018-06,IRL,16.0
30866,2018-07,IRL,17.0
30867,2018-08,IRL,15.0
30868,2018-09,IRL,12.0
30869,2018-10,IRL,10.0
30870,2018-11,IRL,8.0
30871,2018-12,IRL,8.0
30872,2019-01,IRL,6.0
30873,2019-02,IRL,8.0
30874,2019-03,IRL,8.0
30875,2019-04,IRL,9.0
30876,2019-05,IRL,11.0
30877,2019-06,IRL,13.0
30878,2019-07,IRL,16.0
30879,2019-08,IRL,16.0
30880,2019-09,IRL,14.0
30881,2019-10,IRL,10.0
30882,2019-11,IRL,6.0
30883,2019-12,IRL,6.0
30884,2020-01,IRL,6.0
30885,2020-02,IRL,6.0
30886,2020-03,IRL,7.0
30887,2020-04,IRL,10.0
30888,2020-05,IRL,12.0
30889,2020-06,IRL,14.0
30890,2020-07,IRL,15.0
30891,2020-08,IRL,16.0
30892,2020-09,IRL,14.0
30893,2020-10,IRL,10.0
30894,2020-11,IRL,8.0
30895,2020-12,IRL,5.0
30896,2021-01,IRL,4.0
30897,2021-02,IRL,6.0
30898,2021-03,IRL,8.0
30899,2021-04,IRL,8.0
30900,2021-05,IRL,10.0
30901,2021-06,IRL,14.0
30902,2021-07,IRL,17.0
30903,2021-08,IRL,16.0
30904,2021-09,IRL,15.0
30905,2021-10,IRL,12.0
30906,2021-11,IRL,8.0
30907,2021-12,IRL,7.0
30908,2022-01,IRL,6.0
30909,2022-02,IRL,7.0
30910,2022-03,IRL,7.0
30911,2022-04,IRL,9.0
30912,2022-05,IRL,13.0
30913,2022-06,IRL,14.0
30914,2022-07,IRL,17.0
30915,2022-08,IRL,16.0
30916,2022-09,IRL,14.0
30917,2022-10,IRL,12.0
30918,2022-11,IRL,9.0
30919,2022-12,IRL,4.0
30920,2023-01,IRL,6.0
30921,2023-02,IRL,8.0
30922,2023-03,IRL,7.0
30923,2023-04,IRL,10.0
30924,2023-05,IRL,13.0
30925,2023-06,IRL,16.0
30926,2023-07,IRL,15.0
30927,2023-08,IRL,16.0
33856,2000-01,ITA,5.0
33857,2000-02,ITA,8.0
33858,2000-03,ITA,12.0
33859,2000-04,ITA,16.0
33860,2000-05,ITA,21.0
33861,2000-06,ITA,24.0
33862,2000-07,ITA,25.0
33863,2000-08,ITA,27.0
33864,2000-09,ITA,22.0
33865,2000-10,ITA,17.0
33866,2000-11,ITA,13.0
33867,2000-12,ITA,9.0
33868,2001-01,ITA,7.0
33869,2001-02,ITA,9.0
33870,2001-03,ITA,13.0
33871,2001-04,ITA,14.0
33872,2001-05,ITA,20.0
33873,2001-06,ITA,23.0
33874,2001-07,ITA,26.0
33875,2001-08,ITA,27.0
33876,2001-09,ITA,20.0
33877,2001-10,ITA,18.0
33878,2001-11,ITA,11.0
33879,2001-12,ITA,5.0
33880,2002-01,ITA,6.0
33881,2002-02,ITA,9.0
33882,2002-03,ITA,13.0
33883,2002-04,ITA,14.0
33884,2002-05,ITA,19.0
33885,2002-06,ITA,24.0
