,"freq,nrg_bal,siec,uni",",geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 "
297,"A,NRGSUP,P1000,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
298,"A,NRGSUP,P1000,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
299,"A,NRGSUP,P1000,KTOE,EU27_2020	3346.877 	3154.950 	3008.270 	2061.959 	2344.610 	2343.384 	2332.855 	2177.428 	2363.590 	2304.145 	1742.086 	1369.869 ",
300,"A,NRGSUP,P1000,KTOE,FI	2290.847 	2030.255 	1557.753 	1350.351 	1426.776 	1385.064 	1345.987 	1283.407 	1477.842 	1353.155 	1030.420 	912.889 ",
301,"A,NRGSUP,P1000,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
302,"A,NRGSUP,P1000,KTOE,GE	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
303,"A,NRGSUP,P1000,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
304,"A,NRGSUP,P1000,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
305,"A,NRGSUP,P1000,KTOE,IE	616.129 	704.419 	1115.474 	385.659 	672.277 	761.779 	773.154 	673.294 	607.421 	758.494 	599.368 	348.826 ",
306,"A,NRGSUP,P1000,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
307,"A,NRGSUP,P1000,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
308,"A,NRGSUP,P1000,KTOE,LT	23.963 	28.911 	33.358 	40.954 	30.779 	20.416 	24.954 	33.584 	37.038 	27.138 	18.174 	21.897 ",
309,"A,NRGSUP,P1000,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
310,"A,NRGSUP,P1000,KTOE,LV	2.400 	0.960 	0.720 	1.920 	0.720 	0.240 	0.720 	0.659 	2.804 	1.009 	0.567 	0.976 ",
311,"A,NRGSUP,P1000,KTOE,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.284 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
312,"A,NRGSUP,P1000,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
313,"A,NRGSUP,P1000,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
314,"A,NRGSUP,P1000,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
315,"A,NRGSUP,P1000,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
316,"A,NRGSUP,P1000,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
317,"A,NRGSUP,P1000,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
318,"A,NRGSUP,P1000,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
319,"A,NRGSUP,P1000,KTOE,RO	8.398 	8.188 	0.420 	7.978 	6.928 	8.188 	9.447 	11.862 	14.854 	14.668 	16.334 	17.755 ",
320,"A,NRGSUP,P1000,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
321,"A,NRGSUP,P1000,KTOE,SE	350.760 	331.002 	253.110 	230.805 	168.348 	135.511 	144.205 	135.427 	189.708 	126.622 	61.906 	62.771 ",
322,"A,NRGSUP,P1000,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
323,"A,NRGSUP,P1000,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
324,"A,NRGSUP,P1000,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
325,"A,NRGSUP,P1000,KTOE,UA	119.092 	103.659 	95.968 	115.227 	67.985 	117.148 	120.970 	125.066 	97.515 	89.731 	66.520 	: ",
326,"A,NRGSUP,P1000,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: ",
327,"A,NRGSUP,P1000,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
328,"A,NRGSUP,RA000,KTOE,AL	862.358 	575.002 	624.582 	811.751 	637.643 	753.850 	951.509 	646.725 	1019.617 	739.722 	732.690 	1044.157 ",
329,"A,NRGSUP,RA000,KTOE,AT	9478.543 	9057.289 	10282.138 	10232.191 	10067.397 	10044.649 	10339.992 	10384.339 	10010.942 	10427.475 	10497.608 	10700.588 ",
330,"A,NRGSUP,RA000,KTOE,BA	: 	: 	: 	: 	958.190 	1041.072 	1052.991 	792.069 	1754.024 	1795.846 	1731.460 	1883.841 ",
331,"A,NRGSUP,RA000,KTOE,BE	2976.170 	2993.455 	3395.984 	3621.002 	3464.257 	3740.316 	3976.178 	4138.967 	4248.115 	4386.661 	4930.860 	5123.182 ",
332,"A,NRGSUP,RA000,KTOE,BG	1485.571 	1394.668 	1650.951 	1881.268 	1860.125 	2076.229 	2022.557 	1952.201 	2541.462 	2469.420 	2548.995 	2915.066 ",
333,"A,NRGSUP,RA000,KTOE,CY	109.445 	125.783 	135.707 	139.768 	136.421 	155.958 	162.155 	178.690 	238.322 	246.298 	278.052 	297.440 ",
334,"A,NRGSUP,RA000,KTOE,CZ	3177.609 	3498.223 	3757.160 	4130.887 	4268.734 	4384.856 	4433.736 	4540.336 	4567.498 	4915.246 	5127.698 	5502.962 ",
335,"A,NRGSUP,RA000,KTOE,DE	31267.615 	32438.432 	36452.880 	37632.136 	37454.527 	39929.125 	39834.021 	42513.944 	43509.159 	45314.506 	47025.919 	46425.523 ",
336,"A,NRGSUP,RA000,KTOE,DK	3999.089 	4125.466 	4292.660 	4455.349 	4669.423 	4964.439 	5173.038 	5741.659 	5704.710 	5992.257 	6212.477 	7064.428 ",
337,"A,NRGSUP,RA000,KTOE,EE	854.231 	836.165 	861.442 	851.138 	858.244 	933.791 	1001.066 	1075.679 	1156.089 	1179.115 	1320.782 	1319.855 ",
338,"A,NRGSUP,RA000,KTOE,EL	2190.639 	2198.665 	2506.890 	2676.084 	2505.950 	2840.412 	2704.103 	2915.410 	3141.040 	3171.695 	3349.971 	3838.016 ",
339,"A,NRGSUP,RA000,KTOE,ES	15044.345 	14814.235 	16123.296 	17716.015 	18064.318 	17007.858 	17484.887 	16590.507 	18163.223 	18365.551 	19089.534 	20509.385 ",
340,"A,NRGSUP,RA000,KTOE,EU27_2020	173285.722 	170521.573 	188517.021 	197961.324 	198234.310 	203974.484 	207258.676 	215103.341 	224765.635 	232009.650 	239204.412 	251466.671 ",
341,"A,NRGSUP,RA000,KTOE,FI	9293.334 	9097.378 	9954.220 	9861.519 	10276.225 	10489.011 	10635.281 	11784.295 	12057.207 	12212.923 	12015.425 	13712.658 ",
342,"A,NRGSUP,RA000,KTOE,FR	22187.381 	19172.015 	22604.047 	25268.494 	23428.628 	24279.906 	26243.112 	25876.625 	27888.113 	28442.410 	28573.907 	30791.365 ",
343,"A,NRGSUP,RA000,KTOE,GE	: 	: 	: 	1207.756 	1198.558 	1143.583 	1209.723 	1183.551 	1154.395 	1042.033 	963.431 	1137.778 ",
344,"A,NRGSUP,RA000,KTOE,HR	2079.366 	1718.416 	1762.451 	2097.312 	2017.032 	1974.837 	2017.989 	1910.209 	2183.473 	2136.334 	2192.633 	2512.335 ",
345,"A,NRGSUP,RA000,KTOE,HU	2777.522 	2886.419 	2952.757 	3111.544 	2860.074 	3019.564 	3005.126 	2973.543 	2799.520 	2830.236 	2965.666 	3243.835 ",
346,"A,NRGSUP,RA000,KTOE,IE	678.381 	816.116 	821.436 	887.896 	1007.955 	1132.360 	1137.895 	1343.768 	1478.231 	1645.026 	1795.387 	1641.007 ",
347,"A,NRGSUP,RA000,KTOE,IS	4790.472 	5199.093 	5070.663 	5284.194 	5234.643 	4941.554 	4621.030 	4938.564 	5450.685 	5346.395 	5284.253 	5222.023 ",
348,"A,NRGSUP,RA000,KTOE,IT	21864.302 	21025.853 	23884.740 	26370.626 	26512.291 	26268.705 	26017.921 	28821.095 	29281.720 	29512.128 	29344.686 	29881.715 ",
349,"A,NRGSUP,RA000,KTOE,LT	1064.947 	1056.602 	1161.340 	1212.272 	1277.028 	1418.936 	1464.350 	1573.395 	1588.403 	1589.122 	1655.641 	1874.346 ",
350,"A,NRGSUP,RA000,KTOE,LU	129.296 	126.777 	138.387 	154.861 	188.920 	208.226 	222.012 	265.646 	295.734 	322.799 	399.930 	407.363 ",
351,"A,NRGSUP,RA000,KTOE,LV	1434.397 	1417.638 	1651.431 	1611.375 	1613.366 	1537.122 	1623.757 	1935.159 	1862.443 	1820.455 	1809.280 	1903.329 ",
352,"A,NRGSUP,RA000,KTOE,MD	518.568 	546.565 	578.700 	588.411 	636.198 	655.776 	701.506 	766.772 	774.035 	657.753 	616.951 	654.959 ",
353,"A,NRGSUP,RA000,KTOE,ME	397.463 	277.268 	302.984 	382.937 	314.817 	297.755 	325.315 	260.247 	344.936 	312.698 	300.238 	357.789 ",
354,"A,NRGSUP,RA000,KTOE,MK	413.889 	343.903 	327.182 	368.578 	353.278 	414.424 	386.843 	357.180 	382.125 	337.544 	357.211 	370.638 ",
355,"A,NRGSUP,RA000,KTOE,MT	5.058 	8.261 	11.816 	12.715 	18.570 	21.111 	24.589 	39.054 	45.309 	48.941 	57.413 	57.384 ",
356,"A,NRGSUP,RA000,KTOE,NL	3314.653 	3514.892 	3620.650 	3517.454 	3520.232 	3735.389 	3843.994 	4207.418 	4628.200 	5437.907 	6767.153 	7957.433 ",
357,"A,NRGSUP,RA000,KTOE,NO	12134.248 	12550.046 	14408.616 	13178.833 	13627.021 	13956.539 	14568.659 	14879.726 	14663.941 	13871.466 	15598.083 	16177.712 ",
358,"A,NRGSUP,RA000,KTOE,PL	7314.159 	7992.560 	8677.736 	8655.089 	8717.706 	9103.113 	8909.692 	9047.198 	12285.053 	12701.968 	12950.824 	13081.850 ",
359,"A,NRGSUP,RA000,KTOE,PT	5459.156 	5137.875 	4354.502 	5300.914 	6107.682 	5566.490 	6229.765 	5456.289 	6109.030 	6060.098 	6369.492 	6636.851 ",
360,"A,NRGSUP,RA000,KTOE,RO	5860.590 	5067.402 	5195.078 	5550.959 	6123.642 	5973.120 	6192.829 	6041.933 	6037.599 	6012.639 	5989.202 	6396.255 ",
361,"A,NRGSUP,RA000,KTOE,RS	2054.829 	1785.664 	1843.403 	1929.281 	2005.861 	1931.442 	2001.067 	1884.235 	2019.856 	2038.919 	2501.403 	2769.708 ",
362,"A,NRGSUP,RA000,KTOE,SE	16751.977 	17625.451 	19794.255 	18382.496 	18539.719 	20480.391 	19814.263 	21104.356 	20212.275 	21422.142 	22595.182 	24089.067 ",
363,"A,NRGSUP,RA000,KTOE,SI	1163.245 	1083.250 	1114.390 	1220.693 	1255.884 	1112.784 	1167.546 	1099.746 	1151.470 	1142.815 	1193.662 	1258.383 ",
364,"A,NRGSUP,RA000,KTOE,SK	1324.701 	1292.287 	1358.677 	1409.267 	1419.960 	1575.786 	1576.822 	1591.880 	1581.295 	2203.483 	2147.033 	2325.050 ",
365,"A,NRGSUP,RA000,KTOE,TR	11626.509 	11222.918 	12151.463 	13064.223 	12055.826 	15657.665 	17135.935 	17738.858 	19114.538 	23339.118 	24076.253 	24131.148 ",
366,"A,NRGSUP,RA000,KTOE,UA	2734.745 	2636.245 	2652.461 	3173.289 	2801.027 	2705.213 	3621.037 	3920.057 	4317.454 	4348.622 	4878.238 	: ",
367,"A,NRGSUP,RA000,KTOE,UK	7378.170 	8175.451 	8870.282 	10813.339 	12533.441 	15843.812 	16516.782 	18103.939 	20236.095 	21981.366 	: 	: ",
368,"A,NRGSUP,RA000,KTOE,XK	250.100 	251.186 	255.973 	260.268 	264.616 	275.796 	387.332 	386.910 	403.850 	402.360 	403.419 	408.508 ",
369,"A,NRGSUP,S2000,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
370,"A,NRGSUP,S2000,KTOE,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
371,"A,NRGSUP,S2000,KTOE,BA	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
372,"A,NRGSUP,S2000,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
373,"A,NRGSUP,S2000,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	5.210 	5.127 	0.000 ",
374,"A,NRGSUP,S2000,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
375,"A,NRGSUP,S2000,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
376,"A,NRGSUP,S2000,KTOE,DE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
377,"A,NRGSUP,S2000,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
378,"A,NRGSUP,S2000,KTOE,EE	4109.792 	4082.788 	3433.962 	4098.315 	3932.118 	3181.257 	4221.794 	4348.723 	4174.307 	3041.513 	2487.566 	2725.948 ",
379,"A,NRGSUP,S2000,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
380,"A,NRGSUP,S2000,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
381,"A,NRGSUP,S2000,KTOE,EU27_2020	4109.792 	4082.788 	3433.962 	4098.315 	3932.118 	3181.257 	4221.794 	4348.723 	4174.307 	3046.723 	2492.693 	2725.948 ",
382,"A,NRGSUP,S2000,KTOE,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
383,"A,NRGSUP,S2000,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
384,"A,NRGSUP,S2000,KTOE,GE	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
385,"A,NRGSUP,S2000,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
386,"A,NRGSUP,S2000,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
387,"A,NRGSUP,S2000,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
388,"A,NRGSUP,S2000,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
389,"A,NRGSUP,S2000,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
390,"A,NRGSUP,S2000,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
391,"A,NRGSUP,S2000,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
392,"A,NRGSUP,S2000,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
393,"A,NRGSUP,S2000,KTOE,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
394,"A,NRGSUP,S2000,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
395,"A,NRGSUP,S2000,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
396,"A,NRGSUP,S2000,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
397,"A,NRGSUP,S2000,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
398,"A,NRGSUP,S2000,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
399,"A,NRGSUP,S2000,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
400,"A,NRGSUP,S2000,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
401,"A,NRGSUP,S2000,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
402,"A,NRGSUP,S2000,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
403,"A,NRGSUP,S2000,KTOE,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
404,"A,NRGSUP,S2000,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
405,"A,NRGSUP,S2000,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
406,"A,NRGSUP,S2000,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
407,"A,NRGSUP,S2000,KTOE,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: ",
408,"A,NRGSUP,S2000,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: ",
409,"A,NRGSUP,S2000,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
410,"A,NRGSUP,TOTAL,KTOE,AL	2134.728 	2224.767 	2002.568 	2343.730 	2347.117 	2196.150 	2264.689 	2367.990 	2359.535 	2333.185 	2166.847 	2281.204 ",
411,"A,NRGSUP,TOTAL,KTOE,AT	34166.280 	33119.592 	33039.055 	33469.027 	32267.112 	33023.282 	33427.788 	34068.816 	33182.775 	33804.875 	32017.288 	33718.117 ",
412,"A,NRGSUP,TOTAL,KTOE,BA	: 	: 	: 	: 	5998.422 	6176.764 	6756.626 	6743.965 	7470.571 	7220.822 	7104.379 	7359.713 ",
413,"A,NRGSUP,TOTAL,KTOE,BE	59313.184 	55189.932 	53010.651 	55212.594 	52290.931 	52234.335 	55042.460 	54846.928 	53023.438 	54382.000 	50242.925 	55282.206 ",
414,"A,NRGSUP,TOTAL,KTOE,BG	17748.485 	19030.567 	18231.765 	16926.060 	17704.737 	18504.383 	18081.015 	18697.785 	18746.908 	18606.103 	17698.822 	19131.578 ",
415,"A,NRGSUP,TOTAL,KTOE,CY	2476.303 	2403.869 	2262.439 	1955.962 	2003.342 	2054.544 	2188.570 	2259.845 	2308.403 	2315.130 	2187.784 	2251.763 ",
416,"A,NRGSUP,TOTAL,KTOE,CZ	45152.993 	43307.467 	42948.595 	43162.612 	41719.903 	41757.305 	41343.138 	43108.154 	43229.511 	42517.527 	40210.976 	42643.755 ",
417,"A,NRGSUP,TOTAL,KTOE,DE	330303.551 	313107.906 	315440.699 	322440.619 	308553.144 	310082.463 	311411.038 	312465.059 	305036.832 	298401.223 	280330.894 	289865.801 ",
418,"A,NRGSUP,TOTAL,KTOE,DK	19521.311 	18114.686 	17324.625 	17438.248 	16440.160 	16383.737 	16800.120 	16892.917 	16879.600 	16324.576 	15705.157 	16582.045 ",
419,"A,NRGSUP,TOTAL,KTOE,EE	5890.553 	5724.965 	5228.871 	5839.349 	5539.125 	4801.323 	5978.412 	5853.284 	5750.586 	4847.810 	4473.791 	4564.505 ",
420,"A,NRGSUP,TOTAL,KTOE,EL	27664.517 	26797.816 	26603.895 	23395.055 	23216.752 	23264.675 	22775.802 	23407.972 	22748.616 	22423.526 	20093.116 	20814.067 ",
421,"A,NRGSUP,TOTAL,KTOE,ES	126995.926 	125769.692 	125379.024 	117058.321 	114522.755 	118954.381 	119715.840 	125876.951 	125486.607 	121939.720 	110214.255 	116762.031 ",
422,"A,NRGSUP,TOTAL,KTOE,EU27_2020	1526845.508 	1480027.449 	1461129.751 	1446198.668 	1395043.428 	1413601.754 	1423942.126 	1451851.355 	1440316.059 	1416505.525 	1322054.078 	1400169.997 ",
423,"A,NRGSUP,TOTAL,KTOE,FI	36250.333 	34795.937 	33555.392 	32985.287 	33720.799 	32022.519 	33221.313 	33574.369 	34131.262 	33369.707 	31840.907 	33438.361 ",
424,"A,NRGSUP,TOTAL,KTOE,FR	264200.164 	258908.863 	259170.575 	260588.510 	250321.338 	254321.801 	249864.859 	249861.073 	248404.614 	245199.194 	220776.025 	239135.783 ",
425,"A,NRGSUP,TOTAL,KTOE,GE	: 	: 	: 	4159.633 	4440.201 	4690.718 	4847.596 	4894.047 	4851.522 	5101.024 	4941.465 	5288.346 ",
426,"A,NRGSUP,TOTAL,KTOE,HR	9372.252 	9156.651 	8614.754 	8434.858 	8030.511 	8387.910 	8454.603 	8734.018 	8491.654 	8589.513 	8248.778 	8596.096 ",
427,"A,NRGSUP,TOTAL,KTOE,HU	26362.697 	25829.901 	24604.502 	23757.412 	23652.512 	25028.528 	25327.380 	26432.948 	26428.293 	26426.110 	26038.115 	27257.983 ",
428,"A,NRGSUP,TOTAL,KTOE,IE	14322.257 	13180.657 	13439.467 	12779.630 	12774.648 	13404.742 	14131.484 	13627.821 	13809.914 	13876.898 	13356.923 	13859.120 ",
429,"A,NRGSUP,TOTAL,KTOE,IS	5418.214 	5796.473 	5658.035 	5900.127 	5880.121 	5598.487 	5301.070 	5580.871 	6137.121 	6017.862 	5896.639 	5911.930 ",
430,"A,NRGSUP,TOTAL,KTOE,IT	173677.121 	167942.217 	161340.359 	155390.152 	146769.878 	152563.263 	150981.786 	156093.486 	153154.765 	151464.153 	140100.485 	152170.863 ",
431,"A,NRGSUP,TOTAL,KTOE,LT	7033.141 	7290.526 	7355.708 	6946.511 	6982.737 	7102.764 	7260.136 	7587.930 	7707.013 	7678.847 	7578.481 	7886.226 ",
432,"A,NRGSUP,TOTAL,KTOE,LU	4212.940 	4166.321 	4088.563 	3966.254 	3816.042 	3720.585 	3682.673 	3756.180 	3890.878 	3945.155 	3421.989 	3602.750 ",
433,"A,NRGSUP,TOTAL,KTOE,LV	4511.793 	4259.457 	4419.055 	4343.138 	4342.844 	4272.070 	4269.072 	4411.164 	4639.996 	4490.786 	4303.131 	4502.201 ",
434,"A,NRGSUP,TOTAL,KTOE,MD	2519.738 	2565.780 	2510.028 	2538.526 	2562.194 	2577.636 	2675.233 	2802.061 	2928.689 	2787.043 	2695.927 	2964.279 ",
435,"A,NRGSUP,TOTAL,KTOE,ME	1126.893 	1123.244 	1057.274 	981.322 	956.041 	999.975 	969.744 	1016.123 	1050.357 	1087.037 	1017.484 	1080.295 ",
436,"A,NRGSUP,TOTAL,KTOE,MK	2874.137 	3118.220 	2996.132 	2772.277 	2694.823 	2646.571 	2689.800 	2742.380 	2568.515 	2833.996 	2580.329 	2661.721 ",
437,"A,NRGSUP,TOTAL,KTOE,MT	836.672 	831.754 	881.478 	776.974 	780.250 	641.810 	594.334 	685.508 	689.847 	736.457 	701.898 	721.769 ",
438,"A,NRGSUP,TOTAL,KTOE,NL	82743.780 	77009.541 	77195.002 	75618.986 	71379.094 	72700.448 	74362.779 	75197.940 	73556.783 	72167.839 	69776.468 	71913.996 ",
439,"A,NRGSUP,TOTAL,KTOE,NO	32196.998 	28074.456 	29896.937 	31350.142 	28797.905 	25900.340 	28640.085 	30199.931 	30247.893 	28868.536 	28506.147 	29546.747 ",
440,"A,NRGSUP,TOTAL,KTOE,PL	101095.304 	101166.917 	97254.171 	97971.410 	94238.384 	95219.324 	99899.211 	104374.815 	108970.234 	104995.829 	102521.535 	109031.343 ",
441,"A,NRGSUP,TOTAL,KTOE,PT	23505.307 	22854.705 	21439.290 	21463.211 	21749.038 	22542.371 	22371.881 	23362.560 	22670.814 	22447.447 	20877.003 	20884.323 ",
442,"A,NRGSUP,TOTAL,KTOE,RO	34839.395 	35606.084 	34851.422 	31702.468 	31378.656 	31633.671 	31504.390 	33198.650 	33454.778 	33052.581 	32174.534 	34214.870 ",
443,"A,NRGSUP,TOTAL,KTOE,RS	15564.119 	16276.137 	14566.606 	14895.691 	13287.293 	14744.285 	15313.003 	15615.634 	15387.931 	15274.915 	15876.625 	16125.467 ",
444,"A,NRGSUP,TOTAL,KTOE,SE	49753.189 	50090.559 	49995.259 	49103.980 	48597.953 	46284.600 	48267.421 	49391.858 	50118.885 	48827.359 	44414.609 	47034.119 ",
445,"A,NRGSUP,TOTAL,KTOE,SI	7225.880 	7218.942 	6941.239 	6756.874 	6528.245 	6473.506 	6688.921 	6875.846 	6805.031 	6696.731 	6330.518 	6534.225 ",
446,"A,NRGSUP,TOTAL,KTOE,SK	17670.180 	17151.925 	16513.896 	16715.166 	15722.538 	16221.414 	16295.700 	17207.478 	16998.022 	16978.429 	16417.671 	17770.101 ",
447,"A,NRGSUP,TOTAL,KTOE,TR	104128.211 	111648.825 	116811.332 	112932.727 	119585.829 	128684.894 	136082.687 	146765.868 	144184.845 	145605.646 	146134.490 	159031.129 ",
