,"freq,nrg_bal,siec,uni",",geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 "
145,"A,NRGSUP,G3000,KTOE,LU	1196.587 	1032.276 	1051.062 	889.903 	843.161 	768.943 	709.108 	693.134 	683.631 	684.057 	621.269 	669.803 ",
146,"A,NRGSUP,G3000,KTOE,LV	1461.887 	1288.414 	1211.156 	1204.686 	1081.642 	1098.388 	1113.298 	992.955 	1169.043 	1103.325 	910.260 	964.099 ",
147,"A,NRGSUP,G3000,KTOE,MD	865.929 	838.048 	797.377 	752.171 	765.563 	735.103 	754.622 	753.445 	820.218 	757.868 	772.384 	882.993 ",
148,"A,NRGSUP,G3000,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
149,"A,NRGSUP,G3000,KTOE,MK	95.550 	110.297 	114.467 	129.557 	111.156 	111.973 	176.056 	226.416 	208.834 	244.132 	278.756 	353.809 ",
150,"A,NRGSUP,G3000,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	241.721 	292.925 	306.204 	318.243 	319.117 ",
151,"A,NRGSUP,G3000,KTOE,NL	40066.268 	35043.348 	33486.088 	33380.679 	29102.733 	28628.604 	30031.468 	31167.714 	30731.272 	32047.554 	31438.328 	30143.986 ",
152,"A,NRGSUP,G3000,KTOE,NO	6384.256 	5059.948 	5487.217 	5620.457 	5727.762 	6198.209 	5571.037 	4981.841 	5510.691 	4981.243 	4542.935 	5014.701 ",
153,"A,NRGSUP,G3000,KTOE,PL	12804.729 	12836.393 	13680.288 	13735.834 	13404.428 	13775.774 	14633.405 	15444.888 	16124.103 	16227.909 	17440.338 	18230.683 ",
154,"A,NRGSUP,G3000,KTOE,PT	4488.521 	4463.650 	3932.631 	3755.868 	3473.345 	4050.882 	4322.843 	5415.396 	5043.470 	5302.668 	5204.051 	4972.747 ",
155,"A,NRGSUP,G3000,KTOE,RO	10788.392 	11105.052 	10777.386 	9838.951 	9349.205 	8917.304 	9023.741 	9707.884 	9942.380 	9264.815 	9684.052 	9947.512 ",
156,"A,NRGSUP,G3000,KTOE,RS	1853.375 	1902.601 	1677.859 	1866.552 	1608.952 	1750.354 	1891.370 	2117.196 	2131.883 	1993.255 	1989.471 	2394.543 ",
157,"A,NRGSUP,G3000,KTOE,SE	1465.929 	1158.641 	1006.599 	955.288 	794.046 	723.603 	818.237 	919.596 	1000.623 	942.590 	1252.973 	1006.494 ",
158,"A,NRGSUP,G3000,KTOE,SI	862.833 	737.618 	710.082 	691.853 	626.010 	664.316 	705.052 	738.642 	724.718 	735.615 	735.587 	775.222 ",
159,"A,NRGSUP,G3000,KTOE,SK	5006.427 	4637.059 	4365.327 	4558.040 	3772.334 	3879.450 	3895.335 	4136.668 	4077.061 	4086.223 	4088.253 	4551.055 ",
160,"A,NRGSUP,G3000,KTOE,TR	31394.991 	36788.543 	37261.887 	37555.782 	40204.536 	39383.233 	38262.359 	44232.321 	41017.479 	37044.690 	39670.098 	49063.001 ",
161,"A,NRGSUP,G3000,KTOE,UA	55249.957 	46853.138 	43035.103 	39460.942 	33450.301 	26083.018 	25600.064 	24553.629 	25652.890 	23436.853 	23924.421 	: ",
162,"A,NRGSUP,G3000,KTOE,UK	84817.433 	70343.164 	66385.361 	65783.813 	59939.785 	61246.473 	68954.881 	67275.743 	68075.045 	66833.790 	: 	: ",
163,"A,NRGSUP,G3000,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
164,"A,NRGSUP,H8000,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
165,"A,NRGSUP,H8000,KTOE,AT	6.790 	4.348 	4.350 	4.784 	4.579 	5.083 	5.287 	4.273 	4.492 	4.363 	3.437 	4.044 ",
166,"A,NRGSUP,H8000,KTOE,BA	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
167,"A,NRGSUP,H8000,KTOE,BE	255.298 	217.485 	262.022 	304.607 	306.333 	296.210 	358.584 	362.117 	327.884 	309.551 	321.945 	316.763 ",
168,"A,NRGSUP,H8000,KTOE,BG	56.936 	75.418 	55.962 	50.330 	41.698 	43.317 	51.873 	49.897 	47.254 	58.272 	64.050 	60.852 ",
169,"A,NRGSUP,H8000,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
170,"A,NRGSUP,H8000,KTOE,CZ	0.000 	1.099 	1.505 	3.607 	5.704 	2.847 	9.664 	10.065 	22.495 	21.622 	20.907 	21.120 ",
171,"A,NRGSUP,H8000,KTOE,DE	-6.353 	-5.685 	-5.995 	-3.798 	-3.368 	-3.463 	-3.105 	-2.962 	0.000 	0.000 	0.000 	0.000 ",
172,"A,NRGSUP,H8000,KTOE,DK	4.156 	3.630 	3.822 	3.702 	3.368 	3.597 	3.061 	2.956 	2.711 	2.547 	2.558 	2.650 ",
173,"A,NRGSUP,H8000,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
174,"A,NRGSUP,H8000,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
175,"A,NRGSUP,H8000,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
176,"A,NRGSUP,H8000,KTOE,EU27_2020	721.561 	732.806 	765.207 	821.372 	869.978 	998.916 	1090.290 	1133.432 	1079.772 	1090.781 	1110.619 	1116.636 ",
177,"A,NRGSUP,H8000,KTOE,FI	123.760 	107.868 	137.508 	152.971 	155.049 	135.058 	164.842 	158.226 	149.699 	152.589 	138.440 	139.906 ",
178,"A,NRGSUP,H8000,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
179,"A,NRGSUP,H8000,KTOE,GE	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
180,"A,NRGSUP,H8000,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
181,"A,NRGSUP,H8000,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
182,"A,NRGSUP,H8000,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
183,"A,NRGSUP,H8000,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
184,"A,NRGSUP,H8000,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
185,"A,NRGSUP,H8000,KTOE,LT	252.365 	288.416 	274.945 	264.388 	300.506 	274.864 	272.045 	324.029 	309.072 	301.892 	230.427 	240.016 ",
186,"A,NRGSUP,H8000,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
187,"A,NRGSUP,H8000,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
188,"A,NRGSUP,H8000,KTOE,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
189,"A,NRGSUP,H8000,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
190,"A,NRGSUP,H8000,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
191,"A,NRGSUP,H8000,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
192,"A,NRGSUP,H8000,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	189.191 	204.432 	197.738 	192.190 	215.743 	300.610 	296.607 ",
193,"A,NRGSUP,H8000,KTOE,NO	54.509 	25.093 	12.969 	109.864 	135.392 	144.473 	133.219 	140.150 	144.634 	141.980 	125.047 	165.645 ",
194,"A,NRGSUP,H8000,KTOE,PL	27.281 	38.488 	28.915 	38.994 	51.825 	46.847 	21.625 	25.087 	22.160 	22.435 	26.597 	32.911 ",
195,"A,NRGSUP,H8000,KTOE,PT	1.328 	1.739 	2.173 	1.787 	2.517 	3.454 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
196,"A,NRGSUP,H8000,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
197,"A,NRGSUP,H8000,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
198,"A,NRGSUP,H8000,KTOE,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
199,"A,NRGSUP,H8000,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
200,"A,NRGSUP,H8000,KTOE,SK	0.000 	0.000 	0.000 	0.000 	1.767 	1.911 	1.982 	2.006 	1.815 	1.767 	1.648 	1.767 ",
201,"A,NRGSUP,H8000,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
202,"A,NRGSUP,H8000,KTOE,UA	0.000 	0.000 	0.000 	1000.573 	745.199 	651.180 	612.659 	553.147 	540.015 	687.745 	79.629 	: ",
203,"A,NRGSUP,H8000,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: ",
204,"A,NRGSUP,H8000,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
205,"A,NRGSUP,N900H,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
206,"A,NRGSUP,N900H,KTOE,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
207,"A,NRGSUP,N900H,KTOE,BA	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
208,"A,NRGSUP,N900H,KTOE,BE	11608.853 	11700.611 	9765.313 	10336.494 	8176.237 	6283.178 	10588.967 	10299.710 	6960.862 	10593.545 	8371.015 	12223.218 ",
209,"A,NRGSUP,N900H,KTOE,BG	3849.120 	4105.070 	4020.240 	3667.580 	4046.700 	3912.000 	4010.900 	3940.700 	4168.300 	4301.762 	4334.677 	4294.944 ",
210,"A,NRGSUP,N900H,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
211,"A,NRGSUP,N900H,KTOE,CZ	7160.395 	7199.850 	7673.985 	7758.521 	7630.766 	6680.352 	5977.498 	7016.777 	7449.000 	7548.204 	7496.295 	7641.632 ",
212,"A,NRGSUP,N900H,KTOE,DE	36200.800 	27807.200 	25618.600 	25052.200 	25010.700 	23636.344 	21794.700 	19654.700 	19571.000 	19332.000 	16576.800 	17768.590 ",
213,"A,NRGSUP,N900H,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
214,"A,NRGSUP,N900H,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
215,"A,NRGSUP,N900H,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
216,"A,NRGSUP,N900H,KTOE,ES	16134.800 	15044.700 	15990.500 	14785.000 	14931.100 	14903.200 	15272.900 	15131.490 	14478.800 	15218.000 	15174.000 	14725.000 ",
217,"A,NRGSUP,N900H,KTOE,EU27_2020	219620.718 	215345.913 	208372.395 	206514.047 	208966.146 	203781.651 	197052.792 	194898.857 	195247.612 	196180.921 	175176.129 	186662.507 ",
218,"A,NRGSUP,N900H,KTOE,FI	5565.000 	5627.000 	5536.000 	5694.000 	5688.500 	5606.200 	5589.800 	5390.100 	5444.100 	5675.900 	5547.600 	5609.200 ",
219,"A,NRGSUP,N900H,KTOE,FR	111612.000 	115209.000 	110863.000 	110414.916 	113747.770 	113996.445 	105078.837 	103860.740 	107628.690 	103987.000 	92211.000 	98864.000 ",
220,"A,NRGSUP,N900H,KTOE,GE	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
221,"A,NRGSUP,N900H,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
222,"A,NRGSUP,N900H,KTOE,HU	3963.000 	3964.900 	3986.135 	3869.526 	3937.414 	3994.282 	4070.704 	4084.000 	4006.000 	4106.000 	4053.000 	4034.000 ",
223,"A,NRGSUP,N900H,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
224,"A,NRGSUP,N900H,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
225,"A,NRGSUP,N900H,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
226,"A,NRGSUP,N900H,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
227,"A,NRGSUP,N900H,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
228,"A,NRGSUP,N900H,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
229,"A,NRGSUP,N900H,KTOE,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
230,"A,NRGSUP,N900H,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
231,"A,NRGSUP,N900H,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
232,"A,NRGSUP,N900H,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
233,"A,NRGSUP,N900H,KTOE,NL	917.400 	959.200 	920.000 	656.200 	941.300 	937.350 	916.140 	789.540 	812.260 	910.310 	955.890 	890.430 ",
234,"A,NRGSUP,N900H,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
235,"A,NRGSUP,N900H,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
236,"A,NRGSUP,N900H,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
237,"A,NRGSUP,N900H,KTOE,RO	2922.830 	2978.900 	3008.490 	2922.200 	2941.200 	2940.100 	2810.700 	2907.000 	2877.000 	2846.000 	2887.000 	2866.000 ",
238,"A,NRGSUP,N900H,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
239,"A,NRGSUP,N900H,KTOE,SE	14498.000 	15252.000 	15632.000 	15996.000 	16362.000 	15532.000 	15699.000 	16351.000 	16727.000 	16239.000 	12028.000 	12342.000 ",
240,"A,NRGSUP,N900H,KTOE,SI	1335.240 	1470.482 	1308.132 	1250.900 	1499.459 	1332.200 	1348.646 	1488.100 	1364.600 	1375.200 	1496.852 	1352.443 ",
241,"A,NRGSUP,N900H,KTOE,SK	3853.280 	4027.000 	4050.000 	4110.510 	4053.000 	4028.000 	3894.000 	3985.000 	3760.000 	4048.000 	4044.000 	4051.050 ",
242,"A,NRGSUP,N900H,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
243,"A,NRGSUP,N900H,KTOE,UA	23456.592 	23738.593 	23738.765 	21954.099 	23270.665 	23050.387 	21335.555 	22528.183 	22234.821 	21843.703 	20072.995 	: ",
244,"A,NRGSUP,N900H,KTOE,UK	13947.000 	15626.000 	15206.000 	15443.000 	13850.000 	15479.333 	15413.827 	15123.808 	14060.727 	13252.500 	: 	: ",
245,"A,NRGSUP,N900H,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
246,"A,NRGSUP,O4000XBIO,KTOE,AL	1231.505 	1218.293 	1069.312 	1250.657 	1334.483 	1200.554 	1231.885 	1310.073 	1147.045 	1205.479 	1046.617 	1012.827 ",
247,"A,NRGSUP,O4000XBIO,KTOE,AT	12352.146 	11525.523 	11286.672 	11596.080 	11239.348 	11308.305 	11498.217 	11548.934 	11647.665 	11912.492 	10868.736 	11417.349 ",
248,"A,NRGSUP,O4000XBIO,KTOE,BA	: 	: 	: 	: 	1474.343 	1526.426 	1730.180 	1721.737 	1683.459 	1650.494 	1540.094 	1705.958 ",
249,"A,NRGSUP,O4000XBIO,KTOE,BE	23133.752 	21378.120 	20373.164 	21367.944 	21997.563 	22021.306 	21476.392 	21237.100 	21221.258 	20308.194 	18472.628 	19805.735 ",
250,"A,NRGSUP,O4000XBIO,KTOE,BG	3841.124 	3639.068 	3845.493 	3500.557 	3836.227 	4161.677 	4126.927 	4302.476 	4365.300 	4513.869 	4174.817 	4407.651 ",
251,"A,NRGSUP,O4000XBIO,KTOE,CY	2342.938 	2270.530 	2126.035 	1814.995 	1857.156 	1882.582 	2010.579 	2056.622 	2033.498 	2020.847 	1860.926 	1873.797 ",
252,"A,NRGSUP,O4000XBIO,KTOE,CZ	8982.950 	8743.918 	8623.574 	8282.640 	8811.363 	8610.675 	7991.213 	9317.675 	9405.439 	9449.146 	8496.167 	9346.603 ",
253,"A,NRGSUP,O4000XBIO,KTOE,DE	105241.082 	101756.269 	101387.425 	103757.953 	101723.810 	101851.224 	102155.581 	103645.628 	98638.789 	100230.039 	94906.309 	91741.909 ",
254,"A,NRGSUP,O4000XBIO,KTOE,DK	6975.119 	6516.055 	6226.221 	5994.067 	5767.986 	5806.668 	5875.884 	6031.936 	6020.772 	5885.632 	5519.188 	5606.513 ",
255,"A,NRGSUP,O4000XBIO,KTOE,EE	565.703 	528.917 	508.984 	467.104 	409.594 	282.679 	413.029 	161.425 	69.240 	-17.864 	-42.701 	-133.275 ",
256,"A,NRGSUP,O4000XBIO,KTOE,EL	13853.724 	12434.065 	12131.681 	10318.311 	10760.389 	11225.661 	11396.004 	10935.974 	10357.501 	10669.482 	9211.887 	9491.854 ",
257,"A,NRGSUP,O4000XBIO,KTOE,ES	57800.451 	54408.298 	49789.546 	47174.427 	46210.973 	48519.318 	49983.923 	52719.593 	52739.825 	51271.742 	44113.772 	48423.409 ",
258,"A,NRGSUP,O4000XBIO,KTOE,EU27_2020	506738.304 	490741.799 	468802.479 	456646.402 	452338.884 	456981.897 	460236.938 	470982.756 	462762.060 	460420.405 	419140.974 	438919.824 ",
259,"A,NRGSUP,O4000XBIO,KTOE,FI	9504.456 	9289.644 	8686.067 	7721.821 	8809.252 	7791.345 	8578.033 	8143.989 	8082.192 	7695.386 	7562.135 	7001.476 ",
260,"A,NRGSUP,O4000XBIO,KTOE,FR	77210.600 	79549.350 	77178.870 	75357.661 	74782.638 	75505.483 	72959.487 	73459.289 	70625.411 	71112.089 	62031.798 	66134.601 ",
261,"A,NRGSUP,O4000XBIO,KTOE,GE	: 	: 	: 	983.904 	1045.586 	1196.785 	1432.212 	1294.196 	1270.144 	1381.532 	1314.103 	1376.582 ",
262,"A,NRGSUP,O4000XBIO,KTOE,HR	3629.278 	3545.667 	3160.410 	3039.509 	2997.266 	3132.747 	3129.200 	3328.770 	3166.839 	3074.473 	2731.905 	2853.446 ",
263,"A,NRGSUP,O4000XBIO,KTOE,HU	6568.824 	6244.663 	5910.154 	5701.911 	6410.819 	6856.338 	6783.620 	7327.315 	7787.573 	7899.146 	7356.954 	7971.370 ",
264,"A,NRGSUP,O4000XBIO,KTOE,IE	7043.855 	6243.238 	5904.935 	6092.547 	5862.448 	6159.272 	6518.709 	6096.890 	6305.562 	6324.954 	5826.091 	6297.664 ",
265,"A,NRGSUP,O4000XBIO,KTOE,IS	537.186 	506.649 	494.731 	518.339 	558.735 	563.929 	583.167 	545.004 	573.867 	565.261 	519.509 	561.411 ",
266,"A,NRGSUP,O4000XBIO,KTOE,IT	65244.039 	62703.462 	55546.904 	53335.433 	51576.017 	53556.376 	51534.412 	52000.539 	50913.886 	50060.708 	43416.584 	49499.900 ",
267,"A,NRGSUP,O4000XBIO,KTOE,LT	2503.030 	2408.703 	2462.724 	2425.192 	2440.464 	2518.480 	2737.061 	2792.479 	2959.900 	2887.530 	2829.296 	2845.243 ",
268,"A,NRGSUP,O4000XBIO,KTOE,LU	2441.301 	2530.807 	2458.586 	2410.305 	2278.401 	2178.872 	2125.195 	2182.127 	2302.015 	2348.963 	1847.713 	1950.004 ",
269,"A,NRGSUP,O4000XBIO,KTOE,LV	1403.332 	1282.281 	1263.697 	1284.825 	1323.724 	1378.479 	1365.476 	1421.419 	1437.074 	1387.950 	1367.659 	1416.884 ",
270,"A,NRGSUP,O4000XBIO,KTOE,MD	760.312 	791.673 	743.481 	764.447 	780.400 	804.358 	861.477 	887.068 	950.706 	968.708 	935.167 	1024.829 ",
271,"A,NRGSUP,O4000XBIO,KTOE,ME	309.541 	287.332 	269.077 	260.248 	260.220 	278.889 	309.994 	345.463 	365.874 	384.211 	327.507 	401.189 ",
272,"A,NRGSUP,O4000XBIO,KTOE,MK	937.751 	974.145 	927.332 	902.292 	892.299 	955.821 	1072.032 	1015.968 	972.241 	1056.590 	984.349 	1071.163 ",
273,"A,NRGSUP,O4000XBIO,KTOE,MT	831.614 	823.493 	869.662 	764.259 	761.680 	530.071 	438.473 	330.669 	298.239 	326.599 	290.509 	301.299 ",
274,"A,NRGSUP,O4000XBIO,KTOE,NL	29941.096 	28511.080 	28798.800 	27577.237 	26722.478 	26480.987 	27734.846 	28385.319 	27291.762 	26168.877 	25572.892 	26040.907 ",
275,"A,NRGSUP,O4000XBIO,KTOE,NO	12049.378 	9670.473 	10490.067 	11854.607 	9548.024 	5779.370 	8765.398 	10400.837 	9705.854 	8802.863 	8911.605 	8594.854 ",
276,"A,NRGSUP,O4000XBIO,KTOE,PL	25445.805 	25670.684 	24430.213 	22288.676 	22090.671 	23424.066 	25884.240 	29118.922 	29788.445 	30224.419 	28979.192 	30711.139 ",
277,"A,NRGSUP,O4000XBIO,KTOE,PT	11514.451 	10621.092 	9385.070 	9346.255 	9237.492 	9313.291 	9212.457 	9306.001 	8876.882 	9364.806 	8425.384 	8483.781 ",
278,"A,NRGSUP,O4000XBIO,KTOE,RO	8475.528 	8489.053 	8260.859 	7806.431 	7772.989 	8409.243 	8541.589 	9297.191 	9583.650 	9737.316 	9594.277 	10434.338 ",
279,"A,NRGSUP,O4000XBIO,KTOE,RS	3919.615 	3846.448 	3390.486 	3407.901 	3276.263 	3400.616 	3667.107 	3669.565 	3676.075 	3731.358 	3534.005 	3917.487 ",
280,"A,NRGSUP,O4000XBIO,KTOE,SE	13853.421 	13680.873 	12520.185 	11840.109 	11551.749 	8752.646 	10108.815 	9779.429 	10686.544 	9668.936 	8158.056 	9100.352 ",
281,"A,NRGSUP,O4000XBIO,KTOE,SI	2574.864 	2556.972 	2481.706 	2326.818 	2301.217 	2262.852 	2381.005 	2405.176 	2418.413 	2342.238 	1999.311 	2181.480 ",
282,"A,NRGSUP,O4000XBIO,KTOE,SK	3463.821 	3389.974 	3184.842 	3053.335 	2805.170 	3061.254 	3276.571 	3649.869 	3738.386 	3552.436 	3569.489 	3714.395 ",
283,"A,NRGSUP,O4000XBIO,KTOE,TR	30074.754 	30452.978 	32477.777 	31955.071 	32985.875 	38674.692 	42345.377 	44694.726 	42395.776 	42574.621 	41828.565 	43515.682 ",
284,"A,NRGSUP,O4000XBIO,KTOE,UA	13178.617 	12446.202 	11611.959 	9895.834 	10640.836 	10504.467 	11149.992 	12642.177 	13272.384 	13475.359 	14142.516 	: ",
285,"A,NRGSUP,O4000XBIO,KTOE,UK	63366.063 	60078.878 	59285.023 	56804.113 	58101.002 	59962.390 	61008.916 	61477.238 	60521.778 	59248.469 	: 	: ",
286,"A,NRGSUP,O4000XBIO,KTOE,XK	539.263 	618.105 	567.700 	509.381 	553.094 	675.598 	667.846 	726.583 	731.091 	757.402 	743.199 	850.930 ",
287,"A,NRGSUP,P1000,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
288,"A,NRGSUP,P1000,KTOE,AT	0.210 	0.210 	0.210 	0.210 	0.210 	0.210 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
289,"A,NRGSUP,P1000,KTOE,BA	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
290,"A,NRGSUP,P1000,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
291,"A,NRGSUP,P1000,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
292,"A,NRGSUP,P1000,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
293,"A,NRGSUP,P1000,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
294,"A,NRGSUP,P1000,KTOE,DE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
295,"A,NRGSUP,P1000,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 ",
296,"A,NRGSUP,P1000,KTOE,EE	54.170 	51.005 	47.225 	44.082 	38.572 	31.976 	34.388 	39.195 	33.923 	23.059 	15.317 	4.755 ",
