lat,lon,time,mean_Tmean_Yearly
48.1,1.8000000000000043,24472,12.738314
54.5,20.9,17897,8.473486
55.0,17.4,17532,--
36.0,7.200000000000003,9496,14.827366
59.5,-1.7999999999999972,30681,--
31.3,4.100000000000001,10227,23.277426
35.0,8.700000000000003,29950,18.663538
49.0,19.699999999999996,7670,4.872211
72.4,-18.4,27394,--
34.7,-19.4,27394,--
45.400000000000006,2.3999999999999986,365,9.64436
55.2,8.300000000000004,10592,9.371117
70.2,30.000000000000007,11688,0.9830315
72.30000000000001,27.4,13879,--
30.200000000000003,24.4,20454,21.91819
38.3,-1.8999999999999986,16436,16.102661
57.800000000000004,24.6,13879,7.471824
41.0,-19.2,24472,--
32.6,-2.0,7670,17.365353
61.2,-4.5,4748,--
50.900000000000006,32.00000000000001,8035,8.617822
52.900000000000006,32.20000000000001,21184,8.603328
47.6,7.0,33603,11.811948
47.2,23.000000000000007,25933,10.930533
65.7,29.9,28855,2.9343338
42.7,31.9,730,--
34.1,-4.799999999999997,9862,18.547686
59.2,26.800000000000004,28489,7.3678346
41.400000000000006,24.500000000000007,27759,11.518088
65.9,6.0,24472,--
64.7,-10.200000000000003,10592,--
46.7,10.0,1826,-0.21187949
41.3,32.70000000000001,33603,10.962863
47.0,21.500000000000007,21550,12.15569
34.8,1.7000000000000028,27028,17.276098
32.0,29.1,35064,--
57.6,16.5,34333,8.940276
44.1,20.699999999999996,3652,10.720116
53.900000000000006,-23.0,17532,--
44.2,-16.7,31046,--
30.4,-16.0,5479,--
44.5,11.700000000000003,17532,14.92367
49.7,-24.1,34333,--
45.400000000000006,-0.6000000000000014,1461,13.300822
40.400000000000006,-10.5,11323,--
51.2,28.1,23011,9.328875
67.0,24.000000000000007,28489,3.5956676
38.6,20.6,8035,--
71.30000000000001,25.199999999999996,18262,4.2170534
46.0,32.70000000000001,17532,11.181518
72.30000000000001,17.1,3287,--
50.3,1.3000000000000043,7305,11.29103
33.7,34.4,1826,--
47.7,26.6,21184,10.8027115
34.9,-7.5,33603,--
48.400000000000006,25.6,23741,10.443777
33.5,23.800000000000004,25567,--
70.2,-8.700000000000003,28489,--
33.8,25.699999999999996,1096,--
46.6,32.1,25202,10.972524
36.1,17.300000000000004,12784,--
46.0,2.700000000000003,35429,10.8317795
70.9,-17.4,6574,--
60.7,9.700000000000003,31046,5.076859
50.8,-3.0,4748,9.865356
61.1,-8.299999999999997,1826,--
63.300000000000004,-21.1,28489,--
59.800000000000004,20.699999999999996,21915,--
37.5,2.1000000000000014,1826,--
62.800000000000004,25.000000000000007,1461,3.096263
39.0,-12.7,31777,--
34.6,27.1,29220,--
52.5,13.600000000000001,26298,11.208817
70.1,24.000000000000007,14610,-1.3658434
45.0,34.00000000000001,20819,12.599965
60.300000000000004,28.4,18628,--
30.1,-17.7,21550,--
52.8,8.5,12053,9.985528
61.400000000000006,20.199999999999996,16071,--
55.9,-9.799999999999997,3287,--
32.0,-4.5,25933,18.185358
62.400000000000006,10.300000000000004,8766,0.9182382
69.4,-20.3,7305,--
47.8,-21.3,15706,--
37.8,24.300000000000004,365,17.119982
70.80000000000001,-21.4,16071,--
69.30000000000001,10.700000000000003,29585,--
72.4,-3.799999999999997,35794,--
46.1,-0.19999999999999574,28855,13.839264
59.800000000000004,5.0,18993,--
67.1,23.199999999999996,25933,2.6723764
55.4,15.200000000000003,730,--
59.1,-11.200000000000003,15706,--
34.9,5.399999999999999,20454,21.485518
41.6,33.20000000000001,23376,8.7020035
51.5,-4.100000000000001,30316,11.9532
71.80000000000001,-9.600000000000001,16801,--
47.3,19.6,13879,11.1444845
52.400000000000006,29.4,14975,8.442016
39.8,-3.1000000000000014,1826,14.550527
66.2,-22.7,17897,3.7210307
53.3,28.199999999999996,12053,7.9496136
68.5,31.6,24837,2.9371727
37.2,22.6,18628,11.205084
37.3,-7.899999999999999,18262,16.493206
52.400000000000006,-0.19999999999999574,33238,11.455931
50.5,9.700000000000003,20819,9.361195
32.8,22.300000000000004,1461,17.259838
34.6,6.899999999999999,9496,21.983099
46.0,-24.8,7305,--
34.7,7.700000000000003,31046,20.127962
70.30000000000001,18.1,23741,--
45.2,24.500000000000007,19723,10.1426935
38.400000000000006,-5.199999999999996,26663,17.380478
60.1,-20.0,24106,--
56.4,-1.6999999999999957,13879,--
64.2,2.0,24837,--
72.1,20.4,16801,--
63.0,2.5,29585,--
49.5,10.5,9131,9.23216
55.5,10.5,28855,9.735878
39.6,13.100000000000001,12784,--
63.1,22.699999999999996,25202,5.8523107
65.1,23.6,24837,--
70.7,16.9,9131,--
57.1,-14.7,24837,--
47.8,32.4,22280,10.291012
60.0,-5.199999999999996,4018,--
54.7,13.600000000000001,33238,10.221175
34.3,11.0,16071,--
64.9,30.800000000000004,27759,4.3776927
48.7,-14.2,25933,--
67.5,4.800000000000004,12784,--
54.9,-5.100000000000001,23376,9.258551
57.9,31.000000000000007,33603,8.068925
58.0,30.4,19358,7.162789
46.5,8.800000000000004,28855,3.2109096
36.7,21.9,17167,18.240507
44.2,34.20000000000001,32142,11.643175
36.6,12.100000000000001,14975,18.769394
36.9,17.1,3287,--
32.1,-17.9,28489,--
63.800000000000004,26.4,12053,4.1357303
38.6,2.8000000000000043,365,--
72.1,-15.7,3652,--
54.800000000000004,15.100000000000001,29585,--
68.5,-22.8,20089,--
57.7,-24.6,25933,--
44.400000000000006,-9.5,22280,--
48.1,18.0,30316,12.169651
70.7,-1.7999999999999972,18628,--
37.5,-12.0,7670,--
48.3,28.500000000000007,10592,10.108542
46.400000000000006,-21.2,29220,--
36.4,-4.699999999999996,17167,--
48.0,-1.6000000000000014,34333,13.201116
42.400000000000006,-11.200000000000003,5479,--
43.400000000000006,-7.299999999999997,23376,13.047331
38.400000000000006,20.9,28124,18.264969
67.5,-20.2,21184,--
69.4,11.0,34699,--
47.3,0.20000000000000284,35429,13.537777
60.2,-20.7,2557,--
36.7,19.0,20089,--
72.30000000000001,15.800000000000004,14975,--
60.800000000000004,31.1,10957,--
63.300000000000004,23.000000000000007,31777,6.2419124
32.2,6.800000000000004,32142,24.552588
36.6,0.30000000000000426,21184,--
52.1,-19.5,1826,--
70.30000000000001,-14.8,27759,--
57.7,24.699999999999996,12418,7.2506876
57.2,32.20000000000001,25933,6.7776628
35.9,-20.3,22645,--
44.2,32.800000000000004,14975,--
39.900000000000006,-21.4,8035,--
31.700000000000003,2.8999999999999986,10957,21.532352
58.300000000000004,17.5,13879,--
72.1,-17.7,365,--
71.0,9.399999999999999,12784,--
60.6,21.000000000000007,25567,--
47.7,31.4,0,8.885375
31.700000000000003,-2.799999999999997,24837,22.759476
37.2,8.0,34333,--
57.7,-20.7,17897,--
55.4,22.800000000000004,24472,8.449013
41.5,26.800000000000004,12418,14.199671
60.5,6.0,25933,6.288366
61.900000000000006,-2.8999999999999986,26298,--
69.1,-24.0,13879,--
43.8,14.5,8766,--
51.400000000000006,-19.8,29950,--
59.800000000000004,27.500000000000007,25933,--
36.2,23.6,6209,--
32.9,29.199999999999996,0,--
36.7,23.300000000000004,9862,18.169262
35.0,23.000000000000007,11323,--
41.2,12.200000000000003,16801,--
36.4,-13.0,2191,--
65.2,5.600000000000001,365,--
32.1,22.800000000000004,23011,20.433258
39.900000000000006,9.200000000000003,27028,15.226251
32.8,31.9,33603,--
32.3,-22.9,36160,--
54.0,-24.0,6574,--
60.2,6.899999999999999,19358,2.3490067
44.900000000000006,-22.4,4383,--
53.7,-1.3999999999999986,12053,10.042987
59.5,-19.3,9496,--
68.7,-1.1000000000000014,5113,--
62.300000000000004,33.9,9496,3.4937937
60.800000000000004,17.300000000000004,6209,6.469707
55.7,20.4,8401,--
65.0,-22.1,10592,3.2795362
56.1,-4.299999999999997,17532,8.682393
70.0,20.9,14610,0.1771126
38.5,4.300000000000004,25202,--
61.1,10.899999999999999,12418,2.9369273
56.300000000000004,0.8999999999999986,12784,--
68.5,-11.600000000000001,4018,--
53.6,27.300000000000004,29585,9.3920355
50.3,24.4,12418,8.714676
48.6,33.00000000000001,4018,8.780396
32.9,16.0,1096,--
62.800000000000004,21.000000000000007,33603,--
55.0,-14.600000000000001,22280,--
43.5,-7.100000000000001,1826,12.905011
67.30000000000001,9.200000000000003,1096,--
37.9,33.1,23741,11.4103155
67.7,28.1,7670,0.5564471
57.7,5.800000000000004,21915,--
62.0,2.6000000000000014,2557,--
33.1,29.800000000000004,29950,--
52.900000000000006,-7.700000000000003,31046,10.484707
46.2,-6.399999999999999,31777,--
54.7,12.399999999999999,27028,10.316784
51.6,-20.3,21550,--
44.0,22.800000000000004,23741,13.78717
37.3,-13.7,6940,--
51.1,-5.899999999999999,24837,--
30.6,4.899999999999999,24106,25.227802
69.5,-19.0,8401,--
52.0,-0.10000000000000142,16071,10.72268
42.3,-1.6000000000000014,29950,16.332674
67.6,33.50000000000001,12784,-0.16825919
46.1,-1.6000000000000014,26298,14.2123995
36.4,14.0,21915,--
57.5,25.000000000000007,33238,8.670048
32.3,22.300000000000004,3652,18.376316
30.6,1.3000000000000043,31777,23.925936
33.7,22.300000000000004,2557,--
52.400000000000006,-9.600000000000001,14245,10.500425
54.9,-24.4,5113,--
43.5,19.0,2557,8.922268
70.4,-20.9,35794,--
64.2,1.2000000000000028,8766,--
39.2,31.199999999999996,15706,12.766693
51.5,20.6,28124,10.042625
32.4,12.300000000000004,26663,22.805382
47.900000000000006,2.8000000000000043,4383,11.920467
32.1,22.4,17167,20.053394
42.0,18.200000000000003,3287,--
69.7,4.399999999999999,4018,--
48.400000000000006,-21.9,1461,--
50.3,20.4,5844,8.563712
70.9,4.700000000000003,16801,--
34.9,-13.2,15706,--
59.800000000000004,31.9,28855,7.267255
59.4,-13.7,10227,--
32.8,-2.799999999999997,12053,17.11717
33.8,-18.0,21550,--
34.2,-17.7,32507,--
57.2,-6.700000000000003,31411,9.54962
60.7,-7.5,18993,--
40.1,-23.6,17532,--
62.5,34.4,28855,5.468843
67.6,20.1,24837,0.85476834
51.400000000000006,0.0,19723,11.241465
33.4,-11.600000000000001,10957,--
56.0,20.000000000000007,33603,--
68.0,24.1,2191,-0.6997505
47.900000000000006,16.800000000000004,5113,10.880702
43.5,11.300000000000004,28489,14.589316
32.8,-24.8,5479,--
57.6,27.6,8766,6.0767894
37.0,6.0,29950,18.634512
32.9,-19.0,23741,--
52.400000000000006,31.6,2922,7.300733
57.7,-22.1,15340,--
34.7,26.4,32142,--
39.5,-21.4,8401,--
71.7,20.500000000000007,13879,--
31.1,-12.100000000000001,35794,--
49.5,24.6,17897,8.639778
40.3,13.399999999999999,25202,--
61.0,18.200000000000003,23011,--
35.1,-4.199999999999996,20089,16.519335
51.900000000000006,1.7000000000000028,30316,--
66.0,13.600000000000001,32872,4.8989706
39.5,-17.0,31777,--
55.1,3.700000000000003,8401,--
49.3,-5.799999999999997,36160,--
39.900000000000006,18.700000000000003,4018,--
62.0,28.9,4383,3.9941087
48.8,-12.100000000000001,24837,--
65.4,9.899999999999999,21915,--
59.5,26.699999999999996,35794,8.072475
66.7,0.6000000000000014,18993,--
46.900000000000006,2.1000000000000014,9496,12.237489
58.2,34.9,34333,7.315981
47.5,-13.600000000000001,19723,--
40.3,-19.6,730,--
44.2,-20.6,26663,--
41.6,-21.6,21184,--
52.8,2.700000000000003,2922,--
36.6,-16.4,4018,--
55.5,-6.399999999999999,27759,10.8493185
47.1,24.6,9496,8.891106
32.7,21.500000000000007,34333,19.601034
66.7,32.50000000000001,9862,1.3456515
62.5,13.600000000000001,32142,2.2250972
48.3,-10.899999999999999,5479,--
36.4,-0.7999999999999972,32142,--
66.7,-20.4,23376,--
51.2,20.300000000000004,3652,8.236132
41.400000000000006,-22.5,31411,--
40.400000000000006,3.6000000000000014,1461,16.74184
72.0,11.5,18262,--
55.7,25.1,33968,8.923288
46.7,33.4,1096,9.264808
45.2,29.4,35429,13.358931
39.900000000000006,0.10000000000000142,16436,--
39.0,-10.0,8035,--
32.7,-0.7999999999999972,31777,18.859562
68.80000000000001,-14.899999999999999,4748,--
71.5,-4.899999999999999,32872,--
43.900000000000006,-21.9,32872,--
38.2,29.500000000000007,20819,14.953044
42.6,0.30000000000000426,20819,7.6943636
42.400000000000006,18.5,21915,14.211985
65.4,22.800000000000004,1461,--
68.5,-15.899999999999999,23011,--
53.5,3.700000000000003,8766,--
35.5,18.1,31046,--
66.4,14.600000000000001,20454,2.4126554
45.0,24.9,28855,11.819643
51.900000000000006,11.800000000000004,8401,10.150562
68.30000000000001,18.4,20819,-1.7557975
61.1,-16.2,26298,--
51.8,-8.799999999999997,4383,9.797952
33.9,25.300000000000004,23376,--
65.5,25.800000000000004,25933,4.6301575
42.5,19.500000000000007,18262,9.159763
60.1,-5.799999999999997,9131,--
48.3,-3.1000000000000014,13514,11.622494
71.1,-7.899999999999999,35429,--
64.6,-18.1,8766,2.51276
37.2,9.399999999999999,5479,18.250092
59.6,21.9,19723,--
57.9,32.1,26663,7.5915375
62.400000000000006,-19.4,10957,--
54.9,-12.8,29585,--
36.7,18.200000000000003,730,--
43.400000000000006,34.20000000000001,31411,--
61.1,29.300000000000004,35794,7.3279905
43.5,13.899999999999999,33968,16.94133
50.3,12.0,17167,8.723344
60.2,30.800000000000004,10957,5.8344955
43.400000000000006,32.1,35429,--
42.900000000000006,0.6000000000000014,20819,12.215257
36.1,-2.799999999999997,2557,--
50.3,20.800000000000004,23011,9.986965
51.2,-18.1,35429,--
35.3,16.200000000000003,3287,--
44.5,-17.5,9131,--
30.6,-6.199999999999996,14975,20.982687
50.400000000000006,16.200000000000003,35794,9.518419
56.7,3.8000000000000043,3652,--
60.7,29.699999999999996,4018,4.967895
33.7,-1.1999999999999957,12418,16.89192
62.0,-15.3,19723,--
51.400000000000006,-4.100000000000001,32142,11.881601
42.5,18.300000000000004,26663,15.736399
60.7,28.199999999999996,3652,4.782293
42.2,1.3000000000000043,35429,12.718683
46.2,-15.0,29220,--
40.6,-13.0,17167,--
42.7,12.0,32872,15.897338
54.6,10.300000000000004,23741,10.121981
30.200000000000003,-17.0,2922,--
46.2,17.1,36160,13.082566
60.800000000000004,-8.0,28124,--
61.6,-14.100000000000001,31777,--
53.3,33.1,10957,7.4125123
43.6,-14.100000000000001,9496,--
65.9,-17.5,30316,3.9944575
30.6,14.5,23741,22.714243
40.5,33.6,25567,13.126469
63.800000000000004,6.200000000000003,24837,--
53.1,-6.299999999999997,365,7.786239
70.2,-18.9,16436,--
66.2,0.5,13514,--
54.300000000000004,14.5,29585,10.5669155
55.6,30.000000000000007,2557,5.6102085
52.1,3.1000000000000014,19723,--
33.4,-3.8999999999999986,16436,16.335468
43.7,-14.7,12053,--
49.7,-8.5,35429,--
51.0,-14.100000000000001,730,--
43.900000000000006,-7.700000000000003,2557,--
69.0,-24.7,11688,--
68.30000000000001,31.000000000000007,1826,-0.81267256
49.6,-7.5,17897,--
61.300000000000004,29.9,25202,6.219139
48.8,27.300000000000004,9862,10.830131
72.0,24.4,12418,--
31.6,29.9,12784,--
54.6,-4.699999999999996,18262,10.710985
47.3,2.700000000000003,30681,12.627858
51.3,-22.3,27028,--
47.6,27.6,16071,11.260017
48.400000000000006,-19.1,31777,--
67.30000000000001,13.200000000000003,15340,--
56.0,21.1,27028,--
60.7,29.800000000000004,2922,4.888061
70.2,-12.100000000000001,4748,--
32.7,-20.2,730,--
64.2,-0.8999999999999986,1461,--
66.7,-13.0,1096,--
58.0,23.6,3652,--
46.6,12.399999999999999,18628,3.5045757
45.1,26.500000000000007,9496,10.619748
68.9,21.000000000000007,27394,-0.6198477
37.3,-13.399999999999999,21550,--
60.300000000000004,2.6000000000000014,20454,--
30.3,-2.1000000000000014,29585,24.786764
45.400000000000006,30.9,4018,--
53.3,7.100000000000001,30316,10.8154125
38.8,-1.0,35794,16.334093
37.2,-4.799999999999997,23741,17.964676
52.3,12.800000000000004,22645,11.124738
32.4,14.200000000000003,27394,21.615427
36.2,2.3000000000000043,23011,20.64314
57.4,34.6,21915,6.5832667
48.3,20.1,22280,10.699133
59.4,18.300000000000004,6209,7.001185
32.3,-23.7,16071,--
65.7,18.9,35064,2.7048542
61.1,21.300000000000004,18628,6.372399
71.0,-9.799999999999997,4748,--
30.700000000000003,19.500000000000007,33603,--
43.8,24.199999999999996,8766,12.496654
61.5,-23.5,25202,--
68.80000000000001,-9.700000000000003,25933,--
69.7,-8.0,15706,--
71.30000000000001,-2.0,9496,--
49.0,-12.399999999999999,14610,--
49.3,-15.399999999999999,23376,--
72.4,15.300000000000004,13879,--
66.9,-22.7,21915,--
52.5,22.000000000000007,27394,9.82144
36.5,0.3999999999999986,20454,--
48.400000000000006,2.1000000000000014,32507,13.144027
70.80000000000001,-12.7,5113,--
54.9,14.800000000000004,15340,--
39.900000000000006,34.4,28489,12.108768
59.1,-11.700000000000003,24472,--
43.0,-8.799999999999997,16436,13.421548
35.9,11.100000000000001,6940,20.287643
31.0,4.200000000000003,20454,24.466509
33.2,-14.7,33968,--
62.6,9.700000000000003,34333,1.5487841
55.0,22.4,6209,7.777503
43.3,-21.5,30681,--
60.5,-0.6999999999999957,2922,--
38.1,34.20000000000001,23376,11.686861
32.3,-7.0,17532,21.087868
39.3,-10.399999999999999,13879,--
48.5,31.9,13149,9.268854
46.1,-18.2,20454,--
38.0,19.699999999999996,2922,--
70.4,15.800000000000004,36160,--
44.1,-6.600000000000001,31411,--
32.0,-21.7,1826,--
32.5,15.800000000000004,25202,--
62.7,-22.0,35429,--
39.900000000000006,13.5,4383,--
36.8,12.899999999999999,27028,--
44.6,7.300000000000004,25202,11.863848
31.6,5.899999999999999,31411,25.33667
40.0,-17.7,6940,--
67.9,-20.8,9496,--
47.1,-22.5,21184,--
58.6,14.5,12053,6.7663836
50.900000000000006,-6.100000000000001,33238,--
51.5,11.5,3652,9.000884
66.1,9.800000000000004,3287,--
52.2,18.800000000000004,3652,8.837778
55.300000000000004,-10.600000000000001,5113,--
58.800000000000004,27.300000000000004,13149,7.2429857
32.8,-1.1000000000000014,1461,15.730384
36.3,25.300000000000004,28124,19.817171
33.4,15.0,17897,--
65.7,-1.1999999999999957,0,--
55.9,-18.6,28124,--
60.0,12.300000000000004,23376,6.1661487
33.2,16.5,25567,--
71.4,-1.1999999999999957,23011,--
38.5,15.300000000000004,10227,19.341846
55.300000000000004,21.300000000000004,5479,7.837851
47.400000000000006,-4.399999999999999,16436,--
69.1,-4.399999999999999,24472,--
64.7,25.199999999999996,12418,3.4422102
43.5,-20.2,5479,--
56.5,-2.3999999999999986,19723,--
33.3,-22.0,24106,--
43.1,-6.5,18993,10.048737
54.9,-6.5,365,8.580525
42.7,5.200000000000003,28489,--
47.8,-0.10000000000000142,23011,12.946621
34.4,9.399999999999999,25202,21.14381
40.5,20.4,25933,9.521709
30.8,-21.4,16436,--
52.3,-2.8999999999999986,4748,9.337985
30.8,3.1000000000000014,22645,23.210752
55.2,4.399999999999999,27759,--
65.2,-4.399999999999999,6940,--
54.1,3.0,730,--
53.8,-22.7,2922,--
41.6,-5.600000000000001,5113,13.05706
71.7,34.50000000000001,8035,--
65.4,10.0,0,--
48.400000000000006,12.899999999999999,22645,10.420198
58.300000000000004,11.800000000000004,6940,7.4575725
41.6,-4.299999999999997,34333,13.809212
68.80000000000001,31.300000000000004,8401,0.449605
45.1,12.800000000000004,30681,15.800593
34.7,-7.399999999999999,25202,--
44.5,-11.200000000000003,2191,--
56.0,-5.699999999999996,24837,9.596299
31.9,-7.799999999999997,28124,21.269085
41.7,30.699999999999996,26298,--
37.6,-8.5,33603,18.120247
56.0,-7.399999999999999,25202,--
66.7,6.100000000000001,19358,--
44.7,33.6,5844,12.944719
63.400000000000006,-19.7,1461,--
71.7,12.5,29585,--
56.1,17.300000000000004,4748,--
31.1,34.4,25202,21.551075
50.3,12.399999999999999,5113,7.4988384
33.7,-18.1,14975,--
51.0,31.000000000000007,9862,9.125624
41.0,-8.0,6574,12.529363
69.9,13.800000000000004,1826,--
68.9,-22.0,31046,--
32.5,6.200000000000003,17897,23.934212
50.900000000000006,8.200000000000003,19723,9.616144
50.7,19.1,34333,10.04876
54.9,15.899999999999999,25933,--
66.0,26.9,34333,4.131694
45.7,30.500000000000007,4748,--
42.1,16.200000000000003,31046,--
67.0,8.700000000000003,12053,--
61.300000000000004,-16.0,20819,--
43.2,27.000000000000007,24472,13.351273
39.6,-20.5,14245,--
46.7,-12.7,0,--
62.300000000000004,8.200000000000003,10957,-0.24074978
56.800000000000004,-19.4,8035,--
60.5,1.6000000000000014,23376,--
46.5,29.500000000000007,9496,10.823448
50.400000000000006,31.6,24837,10.16111
62.900000000000006,-0.8999999999999986,33603,--
49.1,31.6,24106,10.152866
53.7,-4.899999999999999,30316,--
71.2,-15.7,17167,--
57.7,30.1,19358,7.10976
44.8,14.800000000000004,29220,13.284585
37.2,19.4,23741,--
35.5,14.5,8401,--
36.7,-4.699999999999996,13879,18.498857
46.5,-6.399999999999999,12053,--
55.800000000000004,-11.299999999999997,29220,--
59.1,3.3000000000000043,34333,--
44.8,-15.5,15706,--
58.0,-13.7,5113,--
47.8,-12.600000000000001,4748,--
69.80000000000001,-24.8,26298,--
48.1,7.899999999999999,29585,11.520001
34.5,-18.1,21550,--
55.9,12.5,32872,9.885369
53.3,-4.299999999999997,30316,11.265514
50.900000000000006,-24.3,1096,--
55.0,6.100000000000001,27028,--
38.8,24.800000000000004,12784,17.15735
33.5,-10.0,1461,--
38.7,10.899999999999999,27028,--
42.400000000000006,-12.299999999999997,21915,--
36.2,-6.799999999999997,31411,--
65.80000000000001,23.1,5479,1.6615769
49.2,26.500000000000007,26663,11.775996
58.4,-14.399999999999999,3652,--
46.2,-6.399999999999999,3287,--
71.30000000000001,13.899999999999999,32142,--
52.6,-9.0,13149,10.685167
44.7,-4.199999999999996,19358,--
44.6,11.100000000000001,15706,14.523172
45.2,-17.3,30681,--
34.8,-3.1000000000000014,35064,17.964598
68.7,3.200000000000003,25933,--
37.8,-15.100000000000001,36160,--
48.8,19.0,33968,7.5716786
54.0,30.000000000000007,19358,7.8071814
54.4,27.500000000000007,4383,6.916804
39.0,22.199999999999996,9862,15.635947
49.900000000000006,19.800000000000004,21915,9.219099
58.6,-23.6,13149,--
35.6,24.199999999999996,6574,18.370779
61.2,-6.199999999999996,12784,--
53.2,-5.600000000000001,6209,--
49.0,16.1,5479,9.244664
68.0,4.0,25202,--
36.9,-21.1,21184,--
32.0,9.800000000000004,30681,24.247663
72.2,-0.6000000000000014,1826,--
58.6,-19.7,12784,--
46.5,17.300000000000004,18993,12.30319
65.0,-8.200000000000003,13149,--
53.7,-14.399999999999999,14975,--
56.4,18.4,36160,--
53.3,-3.1999999999999957,28489,10.268415
34.5,10.700000000000003,27394,--
31.3,-21.9,20089,--
66.7,14.600000000000001,31046,0.9709147
62.300000000000004,3.3000000000000043,8766,--
31.6,13.700000000000003,31046,22.242481
40.2,-0.29999999999999716,33238,14.483342
61.900000000000006,27.1,20454,5.3853064
67.7,18.0,30316,-0.43543696
42.3,-18.6,15706,--
64.1,-5.299999999999997,8035,--
47.0,16.300000000000004,25933,11.960639
55.300000000000004,18.700000000000003,4018,--
70.5,-15.0,10227,--
67.1,32.4,20089,2.0922468
68.2,-13.3,10592,--
49.400000000000006,26.699999999999996,29220,12.3759775
61.0,10.899999999999999,25202,4.4959497
68.9,-18.5,27759,--
65.30000000000001,8.700000000000003,5844,--
60.2,-7.600000000000001,33968,--
37.5,29.000000000000007,13879,13.988471
34.0,4.399999999999999,7670,19.873693
68.4,27.500000000000007,17897,0.8033638
71.5,-19.4,18993,--
38.8,-3.6000000000000014,15706,16.009296
51.0,13.300000000000004,1461,8.991165
70.0,29.000000000000007,23011,2.4944854
64.1,-13.399999999999999,36160,--
47.0,30.800000000000004,35794,12.1747055
63.0,-2.8999999999999986,9496,--
34.5,-18.9,25933,--
51.6,24.500000000000007,13149,8.862642
69.6,-17.5,32142,--
46.900000000000006,32.800000000000004,25202,10.27706
38.6,14.300000000000004,23741,18.354841
59.1,26.000000000000007,29220,7.5796776
46.5,-7.399999999999999,4018,--
69.1,1.2000000000000028,8766,--
34.4,18.800000000000004,9131,--
39.2,-12.8,10592,--
35.4,-5.399999999999999,12418,16.427925
42.5,-7.0,6574,10.9377365
62.400000000000006,-23.6,20089,--
57.2,-15.0,12053,--
31.0,1.7000000000000028,4748,21.545734
50.8,-5.600000000000001,24837,--
41.5,25.4,16436,12.4206085
33.0,31.199999999999996,10592,--
70.1,20.500000000000007,27028,0.78159416
44.400000000000006,22.300000000000004,9496,10.661194
39.2,16.1,23376,17.789864
55.1,-24.5,3652,--
32.2,-20.5,29950,--
57.5,7.200000000000003,33968,--
52.5,29.4,14245,8.342041
46.2,12.899999999999999,29950,13.072098
33.1,-3.6999999999999957,6940,18.263481
71.0,14.5,29220,--
71.6,-20.0,17532,--
57.1,3.3000000000000043,36160,--
52.2,-22.2,10957,--
66.1,13.600000000000001,18262,4.473255
54.2,-21.1,26298,--
66.5,-11.899999999999999,14245,--
35.3,23.699999999999996,13149,17.880148
58.800000000000004,7.0,12784,5.0830846
36.8,-17.1,26298,--
72.2,0.5,31046,--
67.5,7.200000000000003,11688,--
71.0,6.600000000000001,11688,--
59.2,16.6,2557,5.9948497
47.3,-22.2,34699,--
38.1,24.6,9496,14.597384
37.7,-18.1,3652,--
47.400000000000006,-10.299999999999997,36160,--
52.3,26.9,11688,8.502426
51.5,15.899999999999999,14245,10.096222
36.5,29.000000000000007,24472,--
46.6,-0.6000000000000014,15706,12.809957
66.6,2.0,730,--
58.2,10.200000000000003,13514,--
32.4,13.700000000000003,18628,21.015839
42.5,15.5,17532,--
50.6,-5.899999999999999,36160,--
58.2,26.4,12784,6.676368
41.3,1.5,6940,14.7124605
49.1,-9.100000000000001,9131,--
62.1,-24.1,23376,--
69.30000000000001,-0.8999999999999986,730,--
69.0,-4.5,12053,--
38.6,-20.6,15706,--
36.9,25.6,7670,18.103731
39.400000000000006,12.0,33238,--
40.0,27.1,23376,15.090335
65.9,-15.2,2922,1.5187522
42.400000000000006,-2.5,12418,12.542864
70.5,6.0,28855,--
49.7,5.800000000000004,18993,10.508915
41.2,-22.0,29950,--
41.8,4.899999999999999,1461,--
57.800000000000004,20.4,31777,--
67.4,-23.2,29220,--
51.900000000000006,-0.6000000000000014,10957,10.377078
53.3,-6.299999999999997,4748,9.2845745
57.1,33.800000000000004,16801,5.6976905
64.7,-16.6,32507,0.60434514
38.900000000000006,-0.3999999999999986,25567,18.364918
36.1,-15.100000000000001,24106,--
36.6,28.1,32507,21.298227
30.3,-7.799999999999997,27028,15.833164
50.8,-14.2,27759,--
54.5,26.800000000000004,33238,9.191025
58.7,-4.399999999999999,15706,8.952046
50.5,27.4,28855,10.513858
66.5,-23.7,17532,--
63.7,29.000000000000007,13879,3.8252892
41.2,-3.1000000000000014,25933,11.117385
72.1,-10.600000000000001,18993,--
39.900000000000006,6.300000000000004,32142,--
56.1,-10.100000000000001,23011,--
51.0,-18.4,10957,--
63.900000000000006,-14.100000000000001,34333,--
33.4,3.200000000000003,23376,20.40021
63.1,11.800000000000004,0,1.7930268
63.6,-5.0,36160,--
40.3,15.200000000000003,730,14.128904
35.7,9.5,36160,19.209044
67.80000000000001,-24.0,3652,--
35.9,-16.9,1826,--
51.900000000000006,10.0,20819,9.825525
43.5,-23.3,17167,--
40.6,6.0,25567,--
31.6,-3.5,23741,20.455019
63.6,32.9,12053,2.8525436
36.4,-12.600000000000001,5479,--
71.5,-8.299999999999997,13879,--
49.0,31.000000000000007,9131,9.006554
45.0,3.200000000000003,7305,8.784728
52.5,26.699999999999996,17532,8.693927
66.1,-10.399999999999999,33603,--
50.5,11.5,7305,7.8432508
49.3,21.1,8401,7.047007
53.3,34.1,34333,9.034957
